"","HEXID","clay","sand","silt","ph","ksat"
"1","CT1",16.26568341985,49.0520400983558,31.0574201045686,5.71360215275101,0.100958857455098
"2","CT10",11.2589398628744,62.9158174367749,23.5683465808537,6.03758605296585,0.0346877210444059
"3","CT11",6.07873306456914,78.2133688371761,12.563510574494,6.9872415443426,0.540684878075151
"4","CT12",5.3667990412359,80.0277832797916,11.3030695644595,7.11014928141628,0.670968956679913
"5","CT13",15.6269990158334,30.9096033033845,24.1426145978675,4.36796368467137,0.0115190641091019
"6","CT14",17.5046193491153,47.4101774152988,33.6652405578481,6.14836666385188,0.0113182404901076
"7","CT15",18.6233785698145,47.8677655387011,29.9417554204663,6.78760244793907,8.81621850115932e-06
"8","CT16",15.4870756796712,57.5565069835921,23.3775863372995,7.14420569034807,0.0718979844769883
"9","CT17",12.8487567974408,62.435042242855,21.7230258941949,6.67319802565058,0.0752937649852269
"10","CT18",10.3722405835275,62.4103477943695,22.9616997402192,6.07862846153918,0.116152349025056
"11","CT19",5.81510646059254,78.6585051055973,11.2330321614113,7.02498777088533,0.519528527020543
"12","CT2",13.2902650354394,50.6909476245059,30.0662396781211,6.05222999368406,5.23988865236612e-05
"13","CT20",6.71212564976493,73.7216799037148,15.2257220345214,7.08143117005727,0.492907878778314
"14","CT21",18.4406624121884,38.9520606464151,31.257183995017,5.34505586717379,0.00337961630218963
"15","CT22",24.0219777427128,41.2241933061798,38.1315139067615,6.47647182491735,0.0116512301113326
"16","CT23",22.9140828735919,42.652565311007,33.3797810799072,6.90146285566429,0.00114403999519465
"17","CT24",26.6180540057507,36.7707054311169,32.8502775325043,7.63996689847896,0.00420792227888543
"18","CT25",17.9350917230892,53.8248220917236,23.4619072284753,6.75115390284621,0.0164219470034108
"19","CT26",11.0964385329003,59.9142280314891,24.4014640128796,5.98990735897289,0.0395050581039641
"20","CT27",5.87426098602361,75.7575502700494,14.1735918586343,6.44097801016053,0.362347801131587
"21","CT28",7.0184259785638,75.5965396116711,13.4548984807938,7.16287119331863,0.51223083429237
"22","CT29",21.456554516489,43.5066349195394,37.8297153110873,6.13712228395275,0.0116599376560037
"23","CT3",12.7269062156409,55.7823627389056,27.6154967600065,5.98459587807332,0.00425012281563618
"24","CT30",19.8912426070893,45.4536927171636,31.6299254440347,6.58464114909583,0.000656534171292378
"25","CT31",33.3479704579732,30.3035184679077,32.8552552030278,7.40140725833538,0.00495296409480616
"26","CT32",18.2661139678006,46.1869635272119,29.6425931787899,6.83064851554391,0.0575843265288093
"27","CT33",17.6177797491337,51.3046261783082,26.5191342945841,6.02356823501426,0.023393849768261
"28","CT34",9.27266603042722,60.0121453018748,19.9177681983963,5.55938239984981,0.342598838755633
"29","CT35",6.1855155392809,74.9311129386091,14.3918674702954,6.70060336579725,0.370490805931217
"30","CT36",19.1369252216012,45.9983874388819,34.8349864375364,6.27895887190355,0.0147059160377908
"31","CT37",26.1023667245727,38.5345809694491,29.6326184874073,7.2131046229513,0.0447383418359865
"32","CT38",10.3720953457732,64.2119946346012,22.0561965040617,6.64754937980902,0.145568964980147
"33","CT39",15.9890107423235,52.2867427963027,26.988042247275,6.10530482396663,0.0425954567778161
"34","CT4",11.5198785715689,60.2286108254345,24.7181945194379,6.3304128809962,0.0582572923967798
"35","CT40",9.26859956988223,58.1730307725718,19.6498045044162,5.39551455152388,0.302654378285557
"36","CT41",5.43164564734086,67.8205239466358,13.4791210372263,5.72179573650728,0.628267220665348
"37","CT42",21.9947745617492,42.6073632336413,33.9794809410168,6.39208439155756,0.000187469895345271
"38","CT43",24.8432802088307,42.910206500009,26.6765170724098,6.96079222877973,0.046435020664597
"39","CT44",8.51424766187829,65.434955632131,22.0415158280748,6.2016862298828,0.147573165364098
"40","CT45",14.118423231253,54.9669953388066,26.4185189729592,5.97986276870054,0.040070116317735
"41","CT46",11.1418600694348,56.616640810702,22.4302461417898,5.7013606425842,0.161542837046299
"42","CT47",7.70078193819034,58.2239437949708,16.7567260324152,5.441275716579,0.276691435721725
"43","CT48",22.3862529057371,44.146275229791,29.2290177280053,6.66593570073053,0.0172602718575693
"44","CT49",12.2770223386361,56.868248729397,26.5051473499889,5.81480620352172,0.0029135771970806
"45","CT5",8.43111121094111,72.9101534605605,15.8056178713185,7.16681687963214,0.411014962334451
"46","CT50",9.64712504569636,59.3918593482847,20.8099853090437,5.51239557954347,0.384454379698778
"47","CT51",8.80988966322191,54.7664788738791,18.3491955792624,5.31340141105729,0.270680027885072
"48","CT52",20.4135027335152,44.0499700696807,35.2666321247271,5.76170221231176,0.00196672037847841
"49","CT53",9.49653720420209,60.3937636672949,22.7456048782495,5.630642499054,0.336670824402641
"50","CT54",8.00515677854606,61.9521472109722,20.6780747845917,5.5757471361026,0.472907697913869
"51","CT55",33.043871312138,27.271070796508,36.3199089185632,5.96868636767086,0.0204852215462784
"52","CT56",15.2281333500757,52.1544638826667,29.5310869787314,6.07489813948444,0.206063609208469
"53","CT57",8.13656777847436,65.6228754460635,22.0879615398636,5.84585161505479,0.341427772254569
"54","CT58",29.396191136758,22.6542809610157,35.1786618885613,5.18254073867966,0.0638838594222632
"55","CT59",24.8825410038409,34.9184546741176,36.1975540837626,5.67471473494958,0.031753811635687
"56","CT6",11.7103650681163,37.9081219071155,21.4604280848006,4.26729510957914,0.177789053221492
"57","CT60",13.7003572748552,43.5496983883432,45.3762926293861,5.16470303627628,0.000296123735818206
"58","CT61",13.2933172560888,42.8094284655522,43.4745831339657,5.24671494893884,0.000103009711898336
"59","CT7",16.4115871059725,43.4972964661866,31.8341910248734,6.00556734606398,0.000820029213540731
"60","CT8",15.6866762058164,49.9979792595712,28.6782312161298,6.66194881008348,0.00257053837799356
"61","CT9",15.2087633801622,55.4578178634514,25.8251652586618,6.68320425910024,0.0845352745178517
"62","FR1",9.04282916472761,59.9443113191681,19.2618315645419,5.46087021516465,0.359809296187969
"63","FR10",23.0986965463619,41.891119540589,32.3849992678727,6.65196314707036,0.0140506133624582
"64","FR11",9.95609329046409,59.1257219053316,22.1248642533131,5.65334168286726,0.27274224330079
"65","FR12",28.5082908410206,32.7874836940341,36.0568437880667,6.0052917894482,0.00957996365622134
"66","FR13",29.5678100113539,31.5607035515387,35.9594085709237,5.99175282142077,0.00905542878430018
"67","FR14",19.9176671284925,44.2256863854262,36.2682356281758,6.03691787586247,0.000888343342031324
"68","FR15",12.6636067987372,61.0303454334976,23.4554819258609,6.32401442210333,0.0351958248714072
"69","FR16",22.8716043811078,41.2204262095603,34.3454530807641,6.5083933846323,0.00415029359154612
"70","FR17",8.6809495844678,67.1644871247308,19.7405321837239,6.19764338974605,0.212717776235473
"71","FR18",19.5361334866128,47.0045770195698,30.6156398414333,6.82976193178354,2.04728607752005e-05
"72","FR19",10.7317318297066,60.9366634026198,23.6923047833784,6.00081504777506,0.0576495036528108
"73","FR2",6.22591952843807,69.657493598762,14.9719271275855,5.80070063124463,0.582435439069518
"74","FR20",6.50240560932015,70.606781459406,15.6478966829741,6.02724502766562,0.431999811289853
"75","FR21",9.85724337967564,60.960592496721,21.7568637783616,5.89983536812515,0.178140679027483
"76","FR22",10.2104475632411,57.0680117033502,21.1530399069286,5.50713345361875,0.200221373835161
"77","FR23",9.75300010277297,57.9862270890828,20.0857958430786,5.5507651691327,0.300574416296321
"78","FR24",7.47703628565837,62.3559673802787,16.2970218710515,5.20157092520421,0.552092342462584
"79","FR25",8.01119642953309,70.3929071328782,17.9955876534407,6.41979467500891,0.340275858447081
"80","FR26",10.0442632508913,55.7724442881749,20.1392250415029,5.42261230266642,0.244957117360904
"81","FR27",19.0141163709684,45.7016142020596,34.1316325232218,6.10559138024464,0.0151614513492615
"82","FR28",22.0998233549737,42.372222536238,37.5680203517858,6.21170565927226,0.00947981622508378
"83","FR29",12.2999185997918,56.7030463438222,23.8914061585555,5.82723484516381,0.0974773056308566
"84","FR3",11.8903714598927,63.3184112272609,22.1640626390327,6.42386033193455,0.0874722824326684
"85","FR30",27.4995731764308,34.3450906388111,34.5096789699265,7.50599867368693,0.00903495146495287
"86","FR31",16.9272639181661,45.6038549184624,31.5213972310931,5.83230708723774,0.0712296356144173
"87","FR32",8.71424190743058,69.4102384822305,19.097611528184,6.36728551108295,0.273065803364315
"88","FR33",14.8664330325483,57.8712264323029,24.3988581084268,6.42343996504831,0.0059136689751271
"89","FR34",24.6682478566479,42.4560783610339,29.3255634268888,7.46932635342845,0.000619094181983432
"90","FR35",7.15104065404532,66.3044459759049,16.7019691031569,5.60137306449826,0.504559159628649
"91","FR36",17.3348985083233,43.8360637139227,31.4058852893127,6.38848817799038,2.62493815823663e-05
"92","FR37",17.3611090225313,45.7281557415158,30.8194007758246,6.53342278881314,5.07191215092231e-05
"93","FR38",14.6328468852352,53.7159052015928,26.9392286291225,6.00625058137439,0.0314438424607814
"94","FR39",7.90630987482618,62.3012459527121,17.0769495410292,5.31363204450626,0.519995104311543
"95","FR4",11.7297211654689,61.0960072525818,24.3757421256794,6.05392171697841,0.0250484662587608
"96","FR40",9.22565456723879,63.4210914231085,20.6146278219784,5.97958499716044,0.202055965120605
"97","FR41",19.4585766910469,51.0929390671436,25.7798244443258,6.33820404676739,0.00662760486181547
"98","FR42",22.0766662364309,43.5745338988708,31.7070695157177,7.06206388556322,0.000555449232919268
"99","FR43",10.4938870084247,61.7355677340822,23.464995337398,6.02062267092352,0.0877552418680302
"100","FR44",9.93132408495364,59.6797514585084,21.7593453318165,5.80019202081441,0.199585526898264
"101","FR45",8.91249058713158,59.6011097838645,18.9152650467928,5.39973270123956,0.373053116171264
"102","FR46",18.8221462834751,49.4841479224707,27.0063531101321,6.07497114851596,0.025901380867173
"103","FR47",8.54246189807364,67.6948682687931,19.2896013339734,6.28739287482744,0.221704562087554
"104","FR48",8.5806063826757,59.9758246277425,18.2299326340376,5.33868353308124,0.415862423180728
"105","FR49",11.0535474900616,62.6704398378514,23.8399699487455,6.03199621866916,0.0508650417388431
"106","FR5",9.08822644505685,68.4873172538045,19.7384637569698,6.31676333611058,0.22707705783076
"107","FR50",16.4842614775121,52.597787135221,25.6634563666575,5.96868133457012,0.026196688710786
"108","FR51",18.3346260917941,50.0520269262865,27.0062851738526,6.06069674547983,0.0256903477051459
"109","FR52",7.05333511955283,67.307357785254,16.5914125272439,5.71299176484569,0.458463943216022
"110","FR53",15.1962532789482,52.810570225549,27.7110089906357,6.71264134624625,0.00963930680277198
"111","FR54",16.8125792226566,44.3741160887864,31.9583012882138,5.86073814152549,0.0252359766996374
"112","FR55",9.81549435627335,63.4354381793736,21.9535701617078,6.06425049325027,0.131519905146404
"113","FR56",18.9551327083611,49.8355227828959,26.600757316567,6.06474651784312,0.0234936309685618
"114","FR57",9.60055962144773,63.0504691847703,21.3940484477114,6.02903587024829,0.149057179835469
"115","FR58",5.58712114974379,77.7737106173094,12.8109354909203,6.72602923851416,0.456782908905921
"116","FR59",7.30573741671599,66.1242701940067,17.0741146415171,5.63712430401944,0.464954624960501
"117","FR6",10.5237461328833,55.4270409541625,21.1194532383194,5.51108695855359,0.191054592939649
"118","FR60",19.8051881258422,45.6223130520436,32.9818167338547,6.35967986417941,0.000573482507003915
"119","FR61",6.7933001381846,68.0300046536087,16.0335144355297,5.72617917372197,0.503207697762796
"120","FR62",9.08129494385647,60.1966872452801,19.3448421354343,5.49038356689933,0.380349478888266
"121","FR63",17.0343069213549,48.2415605169217,30.3733641550196,6.58878318402967,4.49334628840702e-05
"122","FR64",8.97085867590496,65.3175139015113,20.1952228825953,6.09726295775739,0.184570323800402
"123","FR65",19.267175192143,46.8417791718108,30.1158904201008,6.80005561302235,9.25400691826002e-05
"124","FR66",7.98915390782312,62.9050625477706,17.8462817020966,5.44839085972375,0.486580635861551
"125","FR67",8.99880631929755,67.9071724098641,20.3209024973829,6.24995860838728,0.237049320999523
"126","FR68",11.7040239857061,62.8142153303507,22.9203700539937,6.22778901903837,0.0358602144796926
"127","FR69",23.0347183959254,42.6833437329486,33.5568851535331,6.86015128547255,0.0012782180429912
"128","FR7",24.7385791781804,37.8305018839501,35.9156518013535,5.91871808641033,0.00213598876348009
"129","FR70",8.15572943407271,61.9907989325854,17.5781216493139,5.36412531354636,0.493491938777599
"130","FR71",16.9877823313578,47.4289229082066,33.414120707059,6.03243505955952,0.0170373522138766
"131","FR72",20.4506431502859,49.073285440694,25.5568082334631,6.3796996747864,0.0213135745412095
"132","FR73",9.60689843330312,57.3923298123711,20.0895898174717,5.41062003383435,0.255782260243213
"133","FR74",5.48338605094983,78.425940093739,12.3504232763965,6.78141616118728,0.477267335951189
"134","FR75",12.0117730208578,60.5923887500267,24.7909883783033,6.12835939669721,0.0199819123103108
"135","FR76",25.0890040635028,39.5842738435929,32.0856945118233,6.71287769880231,0.0140006141986711
"136","FR77",17.4920042352118,43.6816354433287,31.5025838085485,6.42254738465879,2.75938558274439e-05
"137","FR78",9.00340250196275,67.9856792275141,20.3154121544758,6.21981008297743,0.22699383499579
"138","FR79",12.1635790545605,60.881575714741,24.3165707388372,6.23608438207108,0.0374416733279097
"139","FR8",10.467630774022,56.5100835307596,20.9041618561402,5.57090326670893,0.230911052532061
"140","FR80",8.21670288191517,70.2613241611765,18.6117338294911,6.38646074694173,0.318736452649676
"141","FR81",11.9932103112864,60.3671410387543,25.1072108798744,6.07750727085301,0.0155996891006832
"142","FR82",14.00769616954,54.5876434019099,26.7913119449963,5.97192268936885,0.0337052347483031
"143","FR83",12.0274435660213,60.5250938099873,24.83668984155,6.11831073926855,0.0174178809335291
"144","FR84",13.4893058219803,55.0074950040724,27.5096460346355,6.43920278792788,0.00466568454222176
"145","FR85",8.75455574782627,59.0970575459136,18.4865477258647,5.33020492853938,0.382231515306886
"146","FR86",11.7651369950776,56.9564033364299,24.6114206165312,5.70495695101421,0.142028285265821
"147","FR87",10.136649137793,55.6769281761073,20.2811804851138,5.44010686384425,0.235454593988575
"148","FR88",10.9300103123021,57.0369257856955,22.3971776248414,5.64455092528098,0.142092573940809
"149","FR89",25.7437799032415,38.6729133935366,33.430822981712,6.47925299199316,4.80677220795523e-05
"150","FR9",9.95939311456782,56.3577175149588,20.1528318398628,5.44381589314816,0.270382302051944
"151","FR90",11.6193854848307,56.6022879757103,23.4196344526202,5.76552922122573,0.103184108431391
"152","FR91",18.0952541601927,46.6835360558938,33.4730827552228,6.05275741700199,0.0185403352544094
"153","FR92",10.4451310798937,61.0593942629606,23.2005405585772,6.01650905936134,0.0820625757727425
