"","HEXID","clay","sand","silt","ph","ksat"
"1","CT1",14.8591946916872,52.0187188063516,28.2571632800781,6.62093649988538,0.0105585028131818
"2","CT10",6.29357853555737,76.2432528299337,13.4638942216811,6.76560371799636,0.454091068198008
"3","CT11",16.676842585225,37.9445712599797,29.5472154920385,5.03095224897407,0.00357368284592896
"4","CT12",24.5266709102482,40.4978954934594,37.9581862979996,6.44331528619143,0.0125905635142577
"5","CT13",22.6434510337932,42.8512724530288,32.0101796957499,7.04040481339012,0.0019610584709394
"6","CT14",21.9992898143791,43.6708221703787,30.2865527461225,7.37393346998268,0.016655390473357
"7","CT15",18.5725204898833,51.8446792105735,25.6833475308788,6.30427271017195,0.00624620474934713
"8","CT16",8.52154674634134,65.7444837103372,19.375741808853,6.01376412400838,0.239504341323095
"9","CT17",6.25843351321537,77.2682252628213,12.3535975156319,7.04975210330359,0.532104598420228
"10","CT18",19.869982160136,45.7003625268194,31.1091028858018,6.70322516129009,0.000223843496029713
"11","CT19",28.1500384154543,37.3329589650355,30.9393455743226,7.33194048398134,0.0149138792776116
"12","CT2",13.0346623766816,59.9403064123772,24.2584157622293,6.37476885130018,0.0560526120073857
"13","CT20",18.054373693248,47.7972184310969,27.971357242631,6.42509070526793,0.0736770554374228
"14","CT21",10.5948535396729,58.3241271336072,22.2861570317791,5.71413018371471,0.188500560728637
"15","CT22",23.8815711332802,41.1469902583249,32.2938243467157,6.6755695333352,0.0113097487222219
"16","CT23",19.2406404008047,51.2309283658631,24.9313337245155,6.96050417876717,0.123480524760094
"17","CT24",12.3576815679553,59.9031841787942,23.5449037734546,6.19047455472315,0.129001117286782
"18","CT25",12.2714040240847,56.2535820048745,24.2972814373208,5.82275264564412,0.0765914060214661
"19","CT26",6.6316207401069,60.8253159159144,14.6995017101376,5.15717505171851,0.46259248856986
"20","CT27",11.2007894770226,57.1060208723009,27.0733219208493,5.85413210384844,0.0406300170412016
"21","CT28",11.9073701079955,56.9545836070102,24.0838078632902,5.73945239712801,0.168952632513665
"22","CT29",9.24705897692605,55.6086401571976,19.0057187098156,5.34641680260408,0.272689213776071
"23","CT3",8.75706084545283,69.952874380786,18.4098691526697,6.55744645513496,0.274048612816105
"24","CT30",7.89517628159055,59.82663405556,19.7895514266541,5.37322163468315,0.479278437191246
"25","CT31",18.6792782939223,42.4543433739162,38.4438014905765,5.58553291336987,0.0176248630214468
"26","CT4",5.59060420376265,79.6295421085834,11.5657165163088,7.16568235581727,0.57893872091709
"27","CT5",14.3533950866814,28.0853343164426,22.1161858378366,3.98810567131166,0.0110269215995504
"28","CT6",18.1003739192239,46.2373808550195,33.8310277496502,6.21199919222524,0.00964227220428367
"29","CT7",19.2919314934326,48.6907140747596,28.7152532312758,6.94555784463288,0.00626925345978425
"30","CT8",14.2498851064548,59.8861502883029,22.1916215925845,7.07614594408718,0.0991034530585763
"31","CT9",11.8153161408373,61.2556458469435,23.862643297751,6.13685900960241,0.0286243344034626
"32","FR1",9.20697685979438,63.5573201379478,20.6879464431004,5.98186635881249,0.198191142111111
"33","FR11",19.292031562322,45.4209627571208,34.0726291089591,6.11660476638179,0.0151171484737767
"34","FR12",10.2519509608127,62.8880406658724,22.8351027885436,6.05597625597927,0.109623638887512
"35","FR15",22.5866951181653,41.9555821198031,34.1176065057824,6.54173984720404,0.00468414911344799
