"","HEXID","date","NDaysAbove10ms"
"7493","FR7","jan_2004",10
"7494","FR12","jan_2004",10
"7495","FR13","jan_2004",10
"7496","FR91","jan_2004",11
"7497","FR92","jan_2004",11
"7498","CT1","feb_2004",21
"7499","CT2","feb_2004",15
"7500","CT3","feb_2004",17
"7501","CT4","feb_2004",18
"7502","CT5","feb_2004",19
"7503","CT6","feb_2004",NA
"7504","CT7","feb_2004",12
"7505","CT8","feb_2004",13
"7506","CT9","feb_2004",13
"7507","CT10","feb_2004",14
"7508","CT11","feb_2004",17
"7509","CT12","feb_2004",5
"7510","CT13","feb_2004",NA
"7511","CT14","feb_2004",9
"7512","CT15","feb_2004",6
"7513","CT16","feb_2004",4
"7514","CT17","feb_2004",6
"7515","CT18","feb_2004",18
"7516","CT19","feb_2004",14
"7517","CT20","feb_2004",4
"7518","CT21","feb_2004",12
"7519","CT22","feb_2004",12
"7520","CT23","feb_2004",3
"7521","CT24","feb_2004",1
"7522","CT25","feb_2004",4
"7523","CT26","feb_2004",14
"7524","CT27","feb_2004",15
"7525","CT28","feb_2004",11
"7526","CT29","feb_2004",8
"7527","CT30","feb_2004",3
"7528","CT31","feb_2004",2
"7529","CT32","feb_2004",0
"7530","CT33","feb_2004",0
"7531","CT34","feb_2004",12
"7532","CT35","feb_2004",13
"7533","CT36","feb_2004",6
"7534","CT37","feb_2004",1
"7535","CT38","feb_2004",1
"7536","CT39","feb_2004",1
"7537","CT40","feb_2004",10
"7538","CT41","feb_2004",7
"7539","CT42","feb_2004",10
"7540","CT43","feb_2004",10
"7541","CT44","feb_2004",3
"7542","CT45","feb_2004",2
"7543","CT46","feb_2004",5
"7544","CT47","feb_2004",11
"7545","CT48","feb_2004",10
"7546","CT49","feb_2004",7
"7547","CT50","feb_2004",5
"7548","CT51","feb_2004",12
"7549","CT52","feb_2004",12
"7550","CT53","feb_2004",13
"7551","CT54","feb_2004",8
"7552","CT55","feb_2004",8
"7553","CT56","feb_2004",8
"7554","CT57","feb_2004",16
"7555","CT58","feb_2004",7
"7556","CT59","feb_2004",6
"7557","CT60","feb_2004",10
"7558","CT61","feb_2004",6
"7559","FR81","feb_2004",17
"7560","FR83","feb_2004",16
"7561","FR75","feb_2004",16
"7562","FR79","feb_2004",16
"7563","FR84","feb_2004",15
"7564","FR5","feb_2004",18
"7565","FR54","feb_2004",17
"7566","FR36","feb_2004",12
"7567","FR77","feb_2004",12
"7568","FR78","feb_2004",18
"7569","FR32","feb_2004",18
"7570","FR31","feb_2004",18
"7571","FR67","feb_2004",18
"7572","FR80","feb_2004",18
"7573","FR37","feb_2004",12
"7574","FR3","feb_2004",7
"7575","FR4","feb_2004",18
"7576","FR49","feb_2004",18
"7577","FR53","feb_2004",11
"7578","FR63","feb_2004",7
"7579","FR68","feb_2004",10
"7580","FR71","feb_2004",12
"7581","FR25","feb_2004",19
"7582","FR15","feb_2004",6
"7583","FR47","feb_2004",19
"7584","FR27","feb_2004",11
"7585","FR43","feb_2004",18
"7586","FR17","feb_2004",17
"7587","FR18","feb_2004",3
"7588","FR55","feb_2004",16
"7589","FR33","feb_2004",5
"7590","FR19","feb_2004",16
"7591","FR34","feb_2004",1
"7592","FR64","feb_2004",17
"7593","FR69","feb_2004",3
"7594","FR57","feb_2004",16
"7595","FR74","feb_2004",13
"7596","FR40","feb_2004",16
"7597","FR41","feb_2004",3
"7598","FR42","feb_2004",1
"7599","FR28","feb_2004",12
"7600","FR58","feb_2004",12
"7601","FR21","feb_2004",16
"7602","FR72","feb_2004",2
"7603","FR30","feb_2004",1
"7604","FR44","feb_2004",15
"7605","FR16","feb_2004",1
"7606","FR56","feb_2004",0
"7607","FR46","feb_2004",0
"7608","FR50","feb_2004",4
"7609","FR51","feb_2004",0
"7610","FR52","feb_2004",11
"7611","FR59","feb_2004",11
"7612","FR60","feb_2004",6
"7613","FR20","feb_2004",10
"7614","FR61","feb_2004",11
"7615","FR62","feb_2004",10
"7616","FR35","feb_2004",11
"7617","FR65","feb_2004",2
"7618","FR66","feb_2004",10
"7619","FR29","feb_2004",5
"7620","FR70","feb_2004",9
"7621","FR2","feb_2004",10
"7622","FR14","feb_2004",8
"7623","FR1","feb_2004",11
"7624","FR39","feb_2004",11
"7625","FR45","feb_2004",11
"7626","FR48","feb_2004",11
"7627","FR24","feb_2004",11
"7628","FR85","feb_2004",11
"7629","FR73","feb_2004",10
"7630","FR22","feb_2004",10
"7631","FR88","feb_2004",10
"7632","FR76","feb_2004",6
"7633","FR10","feb_2004",6
"7634","FR38","feb_2004",1
"7635","FR90","feb_2004",10
"7636","FR6","feb_2004",10
"7637","FR87","feb_2004",10
"7638","FR26","feb_2004",10
"7639","FR8","feb_2004",9
"7640","FR82","feb_2004",2
"7641","FR9","feb_2004",8
"7642","FR89","feb_2004",10
"7643","FR23","feb_2004",4
"7644","FR86","feb_2004",7
"7645","FR11","feb_2004",13
"7646","FR7","feb_2004",11
"7647","FR12","feb_2004",11
"7648","FR13","feb_2004",11
"7649","FR91","feb_2004",12
"7650","FR92","feb_2004",15
"7651","CT1","mar_2004",21
"7652","CT2","mar_2004",12
"7653","CT3","mar_2004",8
"7654","CT4","mar_2004",14
"7655","CT5","mar_2004",16
"7656","CT6","mar_2004",NA
"7657","CT7","mar_2004",17
"7658","CT8","mar_2004",7
"7659","CT9","mar_2004",7
"7660","CT10","mar_2004",10
"7661","CT11","mar_2004",12
"7662","CT12","mar_2004",4
"7663","CT13","mar_2004",NA
"7664","CT14","mar_2004",9
"7665","CT15","mar_2004",1
"7666","CT16","mar_2004",4
"7667","CT17","mar_2004",4
"7668","CT18","mar_2004",12
"7669","CT19","mar_2004",11
"7670","CT20","mar_2004",5
"7671","CT21","mar_2004",10
"7672","CT22","mar_2004",9
"7673","CT23","mar_2004",0
"7674","CT24","mar_2004",0
"7675","CT25","mar_2004",3
"7676","CT26","mar_2004",9
"7677","CT27","mar_2004",12
"7678","CT28","mar_2004",12
"7679","CT29","mar_2004",2
"7680","CT30","mar_2004",0
"7681","CT31","mar_2004",0
"7682","CT32","mar_2004",0
"7683","CT33","mar_2004",0
"7684","CT34","mar_2004",8
"7685","CT35","mar_2004",12
"7686","CT36","mar_2004",4
"7687","CT37","mar_2004",1
"7688","CT38","mar_2004",0
"7689","CT39","mar_2004",0
"7690","CT40","mar_2004",7
"7691","CT41","mar_2004",3
"7692","CT42","mar_2004",9
"7693","CT43","mar_2004",9
"7694","CT44","mar_2004",1
"7695","CT45","mar_2004",0
"7696","CT46","mar_2004",2
"7697","CT47","mar_2004",6
"7698","CT48","mar_2004",8
"7699","CT49","mar_2004",2
"7700","CT50","mar_2004",1
"7701","CT51","mar_2004",7
"7702","CT52","mar_2004",11
"7703","CT53","mar_2004",6
"7704","CT54","mar_2004",4
"7705","CT55","mar_2004",5
"7706","CT56","mar_2004",5
"7707","CT57","mar_2004",9
"7708","CT58","mar_2004",7
"7709","CT59","mar_2004",2
"7710","CT60","mar_2004",6
"7711","CT61","mar_2004",1
"7712","FR81","mar_2004",11
"7713","FR83","mar_2004",10
"7714","FR75","mar_2004",10
"7715","FR79","mar_2004",9
"7716","FR84","mar_2004",11
"7717","FR5","mar_2004",12
"7718","FR54","mar_2004",17
"7719","FR36","mar_2004",7
"7720","FR77","mar_2004",7
"7721","FR78","mar_2004",12
"7722","FR32","mar_2004",12
"7723","FR31","mar_2004",18
"7724","FR67","mar_2004",12
"7725","FR80","mar_2004",12
"7726","FR37","mar_2004",6
"7727","FR3","mar_2004",4
"7728","FR4","mar_2004",12
"7729","FR49","mar_2004",12
"7730","FR53","mar_2004",6
"7731","FR63","mar_2004",2
"7732","FR68","mar_2004",8
"7733","FR71","mar_2004",9
"7734","FR25","mar_2004",12
"7735","FR15","mar_2004",4
"7736","FR47","mar_2004",12
"7737","FR27","mar_2004",9
"7738","FR43","mar_2004",11
"7739","FR17","mar_2004",11
"7740","FR18","mar_2004",0
"7741","FR55","mar_2004",11
"7742","FR33","mar_2004",4
"7743","FR19","mar_2004",11
"7744","FR34","mar_2004",0
"7745","FR64","mar_2004",11
"7746","FR69","mar_2004",0
"7747","FR57","mar_2004",11
"7748","FR74","mar_2004",13
"7749","FR40","mar_2004",11
"7750","FR41","mar_2004",2
"7751","FR42","mar_2004",0
"7752","FR28","mar_2004",10
"7753","FR58","mar_2004",12
"7754","FR21","mar_2004",11
"7755","FR72","mar_2004",1
"7756","FR30","mar_2004",0
"7757","FR44","mar_2004",11
"7758","FR16","mar_2004",0
"7759","FR56","mar_2004",0
"7760","FR46","mar_2004",0
"7761","FR50","mar_2004",2
"7762","FR51","mar_2004",0
"7763","FR52","mar_2004",9
"7764","FR59","mar_2004",9
"7765","FR60","mar_2004",0
"7766","FR20","mar_2004",10
"7767","FR61","mar_2004",9
"7768","FR62","mar_2004",4
"7769","FR35","mar_2004",8
"7770","FR65","mar_2004",0
"7771","FR66","mar_2004",6
"7772","FR29","mar_2004",1
"7773","FR70","mar_2004",5
"7774","FR2","mar_2004",9
"7775","FR14","mar_2004",3
"7776","FR1","mar_2004",5
"7777","FR39","mar_2004",5
"7778","FR45","mar_2004",5
"7779","FR48","mar_2004",5
"7780","FR24","mar_2004",6
"7781","FR85","mar_2004",7
"7782","FR73","mar_2004",7
"7783","FR22","mar_2004",7
"7784","FR88","mar_2004",7
"7785","FR76","mar_2004",6
"7786","FR10","mar_2004",7
"7787","FR38","mar_2004",0
"7788","FR90","mar_2004",4
"7789","FR6","mar_2004",7
"7790","FR87","mar_2004",5
"7791","FR26","mar_2004",5
"7792","FR8","mar_2004",2
"7793","FR82","mar_2004",0
"7794","FR9","mar_2004",3
"7795","FR89","mar_2004",9
"7796","FR23","mar_2004",1
"7797","FR86","mar_2004",3
"7798","FR11","mar_2004",5
"7799","FR7","mar_2004",10
"7800","FR12","mar_2004",10
"7801","FR13","mar_2004",10
"7802","FR91","mar_2004",9
"7803","FR92","mar_2004",11
"7804","CT1","apr_2004",24
"7805","CT2","apr_2004",6
"7806","CT3","apr_2004",10
"7807","CT4","apr_2004",15
"7808","CT5","apr_2004",19
"7809","CT6","apr_2004",NA
"7810","CT7","apr_2004",18
"7811","CT8","apr_2004",6
"7812","CT9","apr_2004",10
"7813","CT10","apr_2004",14
"7814","CT11","apr_2004",15
"7815","CT12","apr_2004",13
"7816","CT13","apr_2004",NA
"7817","CT14","apr_2004",12
"7818","CT15","apr_2004",7
"7819","CT16","apr_2004",9
"7820","CT17","apr_2004",10
"7821","CT18","apr_2004",15
"7822","CT19","apr_2004",14
"7823","CT20","apr_2004",12
"7824","CT21","apr_2004",12
"7825","CT22","apr_2004",12
"7826","CT23","apr_2004",5
"7827","CT24","apr_2004",3
"7828","CT25","apr_2004",9
"7829","CT26","apr_2004",14
"7830","CT27","apr_2004",15
"7831","CT28","apr_2004",17
"7832","CT29","apr_2004",7
"7833","CT30","apr_2004",4
"7834","CT31","apr_2004",4
"7835","CT32","apr_2004",3
"7836","CT33","apr_2004",3
"7837","CT34","apr_2004",13
"7838","CT35","apr_2004",16
"7839","CT36","apr_2004",7
"7840","CT37","apr_2004",4
"7841","CT38","apr_2004",3
"7842","CT39","apr_2004",3
"7843","CT40","apr_2004",9
"7844","CT41","apr_2004",10
"7845","CT42","apr_2004",15
"7846","CT43","apr_2004",15
"7847","CT44","apr_2004",5
"7848","CT45","apr_2004",3
"7849","CT46","apr_2004",4
"7850","CT47","apr_2004",10
"7851","CT48","apr_2004",13
"7852","CT49","apr_2004",5
"7853","CT50","apr_2004",2
"7854","CT51","apr_2004",10
"7855","CT52","apr_2004",10
"7856","CT53","apr_2004",14
"7857","CT54","apr_2004",10
"7858","CT55","apr_2004",6
"7859","CT56","apr_2004",7
"7860","CT57","apr_2004",14
"7861","CT58","apr_2004",11
"7862","CT59","apr_2004",5
"7863","CT60","apr_2004",5
"7864","CT61","apr_2004",5
"7865","FR81","apr_2004",15
"7866","FR83","apr_2004",13
"7867","FR75","apr_2004",15
"7868","FR79","apr_2004",13
"7869","FR84","apr_2004",8
"7870","FR5","apr_2004",15
"7871","FR54","apr_2004",19
"7872","FR36","apr_2004",9
"7873","FR77","apr_2004",9
"7874","FR78","apr_2004",15
"7875","FR32","apr_2004",15
"7876","FR31","apr_2004",20
"7877","FR67","apr_2004",15
"7878","FR80","apr_2004",15
"7879","FR37","apr_2004",8
"7880","FR3","apr_2004",10
"7881","FR4","apr_2004",15
"7882","FR49","apr_2004",15
"7883","FR53","apr_2004",5
"7884","FR63","apr_2004",7
"7885","FR68","apr_2004",11
"7886","FR71","apr_2004",13
"7887","FR25","apr_2004",15
"7888","FR15","apr_2004",10
"7889","FR47","apr_2004",15
"7890","FR27","apr_2004",11
"7891","FR43","apr_2004",14
"7892","FR17","apr_2004",13
"7893","FR18","apr_2004",6
"7894","FR55","apr_2004",14
"7895","FR33","apr_2004",10
"7896","FR19","apr_2004",14
"7897","FR34","apr_2004",3
"7898","FR64","apr_2004",14
"7899","FR69","apr_2004",6
"7900","FR57","apr_2004",14
"7901","FR74","apr_2004",15
"7902","FR40","apr_2004",14
"7903","FR41","apr_2004",8
"7904","FR42","apr_2004",4
"7905","FR28","apr_2004",13
"7906","FR58","apr_2004",16
"7907","FR21","apr_2004",14
"7908","FR72","apr_2004",8
"7909","FR30","apr_2004",3
"7910","FR44","apr_2004",16
"7911","FR16","apr_2004",1
"7912","FR56","apr_2004",5
"7913","FR46","apr_2004",3
"7914","FR50","apr_2004",4
"7915","FR51","apr_2004",3
"7916","FR52","apr_2004",12
"7917","FR59","apr_2004",12
"7918","FR60","apr_2004",4
"7919","FR20","apr_2004",12
"7920","FR61","apr_2004",12
"7921","FR62","apr_2004",7
"7922","FR35","apr_2004",12
"7923","FR65","apr_2004",4
"7924","FR66","apr_2004",11
"7925","FR29","apr_2004",4
"7926","FR70","apr_2004",6
"7927","FR2","apr_2004",11
"7928","FR14","apr_2004",7
"7929","FR1","apr_2004",7
"7930","FR39","apr_2004",7
"7931","FR45","apr_2004",9
"7932","FR48","apr_2004",9
"7933","FR24","apr_2004",7
"7934","FR85","apr_2004",9
"7935","FR73","apr_2004",9
"7936","FR22","apr_2004",9
"7937","FR88","apr_2004",9
"7938","FR76","apr_2004",10
"7939","FR10","apr_2004",10
"7940","FR38","apr_2004",3
"7941","FR90","apr_2004",8
"7942","FR6","apr_2004",9
"7943","FR87","apr_2004",9
"7944","FR26","apr_2004",8
"7945","FR8","apr_2004",4
"7946","FR82","apr_2004",4
"7947","FR9","apr_2004",4
"7948","FR89","apr_2004",15
"7949","FR23","apr_2004",4
"7950","FR86","apr_2004",4
"7951","FR11","apr_2004",12
"7952","FR7","apr_2004",10
"7953","FR12","apr_2004",10
"7954","FR13","apr_2004",10
"7955","FR91","apr_2004",13
"7956","FR92","apr_2004",14
"7957","CT1","may_2004",26
"7958","CT2","may_2004",9
"7959","CT3","may_2004",17
"7960","CT4","may_2004",21
"7961","CT5","may_2004",20
"7962","CT6","may_2004",NA
"7963","CT7","may_2004",23
"7964","CT8","may_2004",9
"7965","CT9","may_2004",19
"7966","CT10","may_2004",23
"7967","CT11","may_2004",24
"7968","CT12","may_2004",17
"7969","CT13","may_2004",NA
"7970","CT14","may_2004",23
"7971","CT15","may_2004",16
"7972","CT16","may_2004",12
"7973","CT17","may_2004",16
"7974","CT18","may_2004",24
"7975","CT19","may_2004",22
"7976","CT20","may_2004",15
"7977","CT21","may_2004",19
"7978","CT22","may_2004",19
"7979","CT23","may_2004",7
"7980","CT24","may_2004",4
"7981","CT25","may_2004",16
"7982","CT26","may_2004",21
"7983","CT27","may_2004",22
"7984","CT28","may_2004",16
"7985","CT29","may_2004",9
"7986","CT30","may_2004",3
"7987","CT31","may_2004",5
"7988","CT32","may_2004",3
"7989","CT33","may_2004",3
"7990","CT34","may_2004",14
"7991","CT35","may_2004",12
"7992","CT36","may_2004",13
"7993","CT37","may_2004",8
"7994","CT38","may_2004",4
"7995","CT39","may_2004",3
"7996","CT40","may_2004",6
"7997","CT41","may_2004",5
"7998","CT42","may_2004",22
"7999","CT43","may_2004",22
"8000","CT44","may_2004",11
"8001","CT45","may_2004",2
"8002","CT46","may_2004",3
"8003","CT47","may_2004",5
"8004","CT48","may_2004",21
"8005","CT49","may_2004",4
"8006","CT50","may_2004",1
"8007","CT51","may_2004",7
"8008","CT52","may_2004",16
"8009","CT53","may_2004",11
"8010","CT54","may_2004",7
"8011","CT55","may_2004",13
"8012","CT56","may_2004",13
"8013","CT57","may_2004",11
"8014","CT58","may_2004",26
"8015","CT59","may_2004",6
"8016","CT60","may_2004",6
"8017","CT61","may_2004",3
"8018","FR81","may_2004",20
"8019","FR83","may_2004",22
"8020","FR75","may_2004",22
"8021","FR79","may_2004",22
"8022","FR84","may_2004",11
"8023","FR5","may_2004",24
"8024","FR54","may_2004",26
"8025","FR36","may_2004",16
"8026","FR77","may_2004",16
"8027","FR78","may_2004",24
"8028","FR32","may_2004",24
"8029","FR31","may_2004",26
"8030","FR67","may_2004",24
"8031","FR80","may_2004",24
"8032","FR37","may_2004",11
"8033","FR3","may_2004",17
"8034","FR4","may_2004",24
"8035","FR49","may_2004",24
"8036","FR53","may_2004",10
"8037","FR63","may_2004",12
"8038","FR68","may_2004",17
"8039","FR71","may_2004",25
"8040","FR25","may_2004",24
"8041","FR15","may_2004",14
"8042","FR47","may_2004",24
"8043","FR27","may_2004",18
"8044","FR43","may_2004",23
"8045","FR17","may_2004",22
"8046","FR18","may_2004",16
"8047","FR55","may_2004",22
"8048","FR33","may_2004",18
"8049","FR19","may_2004",21
"8050","FR34","may_2004",4
"8051","FR64","may_2004",21
"8052","FR69","may_2004",10
"8053","FR57","may_2004",21
"8054","FR74","may_2004",17
"8055","FR40","may_2004",22
"8056","FR41","may_2004",11
"8057","FR42","may_2004",4
"8058","FR28","may_2004",22
"8059","FR58","may_2004",14
"8060","FR21","may_2004",22
"8061","FR72","may_2004",11
"8062","FR30","may_2004",3
"8063","FR44","may_2004",22
"8064","FR16","may_2004",2
"8065","FR56","may_2004",4
"8066","FR46","may_2004",3
"8067","FR50","may_2004",6
"8068","FR51","may_2004",3
"8069","FR52","may_2004",10
"8070","FR59","may_2004",10
"8071","FR60","may_2004",7
"8072","FR20","may_2004",10
"8073","FR61","may_2004",10
"8074","FR62","may_2004",9
"8075","FR35","may_2004",10
"8076","FR65","may_2004",4
"8077","FR66","may_2004",10
"8078","FR29","may_2004",3
"8079","FR70","may_2004",7
"8080","FR2","may_2004",10
"8081","FR14","may_2004",8
"8082","FR1","may_2004",5
"8083","FR39","may_2004",5
"8084","FR45","may_2004",6
"8085","FR48","may_2004",6
"8086","FR24","may_2004",5
"8087","FR85","may_2004",6
"8088","FR73","may_2004",6
"8089","FR22","may_2004",6
"8090","FR88","may_2004",6
"8091","FR76","may_2004",16
"8092","FR10","may_2004",16
"8093","FR38","may_2004",3
"8094","FR90","may_2004",5
"8095","FR6","may_2004",6
"8096","FR87","may_2004",5
"8097","FR26","may_2004",4
"8098","FR8","may_2004",4
"8099","FR82","may_2004",3
"8100","FR9","may_2004",3
"8101","FR89","may_2004",22
"8102","FR23","may_2004",1
"8103","FR86","may_2004",3
"8104","FR11","may_2004",9
"8105","FR7","may_2004",16
"8106","FR12","may_2004",16
"8107","FR13","may_2004",16
"8108","FR91","may_2004",23
"8109","FR92","may_2004",21
"8110","CT1","jun_2004",22
"8111","CT2","jun_2004",3
"8112","CT3","jun_2004",5
"8113","CT4","jun_2004",14
"8114","CT5","jun_2004",7
"8115","CT6","jun_2004",NA
"8116","CT7","jun_2004",21
"8117","CT8","jun_2004",8
"8118","CT9","jun_2004",17
"8119","CT10","jun_2004",20
"8120","CT11","jun_2004",18
"8121","CT12","jun_2004",6
"8122","CT13","jun_2004",NA
"8123","CT14","jun_2004",19
"8124","CT15","jun_2004",12
"8125","CT16","jun_2004",14
"8126","CT17","jun_2004",17
"8127","CT18","jun_2004",14
"8128","CT19","jun_2004",15
"8129","CT20","jun_2004",4
"8130","CT21","jun_2004",22
"8131","CT22","jun_2004",17
"8132","CT23","jun_2004",10
"8133","CT24","jun_2004",6
"8134","CT25","jun_2004",16
"8135","CT26","jun_2004",11
"8136","CT27","jun_2004",12
"8137","CT28","jun_2004",5
"8138","CT29","jun_2004",13
"8139","CT30","jun_2004",4
"8140","CT31","jun_2004",9
"8141","CT32","jun_2004",5
"8142","CT33","jun_2004",4
"8143","CT34","jun_2004",3
"8144","CT35","jun_2004",5
"8145","CT36","jun_2004",18
"8146","CT37","jun_2004",9
"8147","CT38","jun_2004",6
"8148","CT39","jun_2004",4
"8149","CT40","jun_2004",1
"8150","CT41","jun_2004",1
"8151","CT42","jun_2004",23
"8152","CT43","jun_2004",23
"8153","CT44","jun_2004",12
"8154","CT45","jun_2004",5
"8155","CT46","jun_2004",5
"8156","CT47","jun_2004",1
"8157","CT48","jun_2004",23
"8158","CT49","jun_2004",9
"8159","CT50","jun_2004",0
"8160","CT51","jun_2004",1
"8161","CT52","jun_2004",17
"8162","CT53","jun_2004",2
"8163","CT54","jun_2004",2
"8164","CT55","jun_2004",14
"8165","CT56","jun_2004",16
"8166","CT57","jun_2004",3
"8167","CT58","jun_2004",29
"8168","CT59","jun_2004",14
"8169","CT60","jun_2004",10
"8170","CT61","jun_2004",0
"8171","FR81","jun_2004",15
"8172","FR83","jun_2004",19
"8173","FR75","jun_2004",20
"8174","FR79","jun_2004",19
"8175","FR84","jun_2004",9
"8176","FR5","jun_2004",20
"8177","FR54","jun_2004",22
"8178","FR36","jun_2004",9
"8179","FR77","jun_2004",9
"8180","FR78","jun_2004",20
"8181","FR32","jun_2004",20
"8182","FR31","jun_2004",22
"8183","FR67","jun_2004",20
"8184","FR80","jun_2004",18
"8185","FR37","jun_2004",8
"8186","FR3","jun_2004",17
"8187","FR4","jun_2004",14
"8188","FR49","jun_2004",18
"8189","FR53","jun_2004",8
"8190","FR63","jun_2004",12
"8191","FR68","jun_2004",14
"8192","FR71","jun_2004",22
"8193","FR25","jun_2004",16
"8194","FR15","jun_2004",12
"8195","FR47","jun_2004",14
"8196","FR27","jun_2004",19
"8197","FR43","jun_2004",12
"8198","FR17","jun_2004",12
"8199","FR18","jun_2004",12
"8200","FR55","jun_2004",12
"8201","FR33","jun_2004",17
"8202","FR19","jun_2004",12
"8203","FR34","jun_2004",7
"8204","FR64","jun_2004",12
"8205","FR69","jun_2004",12
"8206","FR57","jun_2004",11
"8207","FR74","jun_2004",7
"8208","FR40","jun_2004",11
"8209","FR41","jun_2004",12
"8210","FR42","jun_2004",7
"8211","FR28","jun_2004",23
"8212","FR58","jun_2004",4
"8213","FR21","jun_2004",11
"8214","FR72","jun_2004",12
"8215","FR30","jun_2004",6
"8216","FR44","jun_2004",11
"8217","FR16","jun_2004",1
"8218","FR56","jun_2004",7
"8219","FR46","jun_2004",5
"8220","FR50","jun_2004",4
"8221","FR51","jun_2004",4
"8222","FR52","jun_2004",4
"8223","FR59","jun_2004",4
"8224","FR60","jun_2004",11
"8225","FR20","jun_2004",4
"8226","FR61","jun_2004",3
"8227","FR62","jun_2004",3
"8228","FR35","jun_2004",3
"8229","FR65","jun_2004",5
"8230","FR66","jun_2004",3
"8231","FR29","jun_2004",2
"8232","FR70","jun_2004",3
"8233","FR2","jun_2004",2
"8234","FR14","jun_2004",13
"8235","FR1","jun_2004",2
"8236","FR39","jun_2004",2
"8237","FR45","jun_2004",2
"8238","FR48","jun_2004",2
"8239","FR24","jun_2004",2
"8240","FR85","jun_2004",2
"8241","FR73","jun_2004",1
"8242","FR22","jun_2004",6
"8243","FR88","jun_2004",6
"8244","FR76","jun_2004",17
"8245","FR10","jun_2004",17
"8246","FR38","jun_2004",5
"8247","FR90","jun_2004",6
"8248","FR6","jun_2004",6
"8249","FR87","jun_2004",1
"8250","FR26","jun_2004",1
"8251","FR8","jun_2004",5
"8252","FR82","jun_2004",7
"8253","FR9","jun_2004",0
"8254","FR89","jun_2004",23
"8255","FR23","jun_2004",0
"8256","FR86","jun_2004",7
"8257","FR11","jun_2004",2
"8258","FR7","jun_2004",17
"8259","FR12","jun_2004",18
"8260","FR13","jun_2004",18
"8261","FR91","jun_2004",21
"8262","FR92","jun_2004",11
"8263","CT1","jul_2004",13
"8264","CT2","jul_2004",0
"8265","CT3","jul_2004",5
"8266","CT4","jul_2004",18
"8267","CT5","jul_2004",14
"8268","CT6","jul_2004",NA
"8269","CT7","jul_2004",9
"8270","CT8","jul_2004",0
"8271","CT9","jul_2004",1
"8272","CT10","jul_2004",14
"8273","CT11","jul_2004",16
"8274","CT12","jul_2004",4
"8275","CT13","jul_2004",NA
"8276","CT14","jul_2004",7
"8277","CT15","jul_2004",7
"8278","CT16","jul_2004",1
"8279","CT17","jul_2004",2
"8280","CT18","jul_2004",7
"8281","CT19","jul_2004",6
"8282","CT20","jul_2004",1
"8283","CT21","jul_2004",1
"8284","CT22","jul_2004",0
"8285","CT23","jul_2004",1
"8286","CT24","jul_2004",1
"8287","CT25","jul_2004",4
"8288","CT26","jul_2004",3
"8289","CT27","jul_2004",5
"8290","CT28","jul_2004",12
"8291","CT29","jul_2004",2
"8292","CT30","jul_2004",0
"8293","CT31","jul_2004",1
"8294","CT32","jul_2004",0
"8295","CT33","jul_2004",0
"8296","CT34","jul_2004",6
"8297","CT35","jul_2004",7
"8298","CT36","jul_2004",1
"8299","CT37","jul_2004",0
"8300","CT38","jul_2004",0
"8301","CT39","jul_2004",0
"8302","CT40","jul_2004",1
"8303","CT41","jul_2004",3
"8304","CT42","jul_2004",12
"8305","CT43","jul_2004",13
"8306","CT44","jul_2004",0
"8307","CT45","jul_2004",0
"8308","CT46","jul_2004",0
"8309","CT47","jul_2004",1
"8310","CT48","jul_2004",9
"8311","CT49","jul_2004",0
"8312","CT50","jul_2004",0
"8313","CT51","jul_2004",1
"8314","CT52","jul_2004",3
"8315","CT53","jul_2004",4
"8316","CT54","jul_2004",0
"8317","CT55","jul_2004",2
"8318","CT56","jul_2004",4
"8319","CT57","jul_2004",3
"8320","CT58","jul_2004",31
"8321","CT59","jul_2004",1
"8322","CT60","jul_2004",0
"8323","CT61","jul_2004",0
"8324","FR81","jul_2004",9
"8325","FR83","jul_2004",6
"8326","FR75","jul_2004",9
"8327","FR79","jul_2004",6
"8328","FR84","jul_2004",1
"8329","FR5","jul_2004",18
"8330","FR54","jul_2004",12
"8331","FR36","jul_2004",3
"8332","FR77","jul_2004",3
"8333","FR78","jul_2004",16
"8334","FR32","jul_2004",17
"8335","FR31","jul_2004",11
"8336","FR67","jul_2004",16
"8337","FR80","jul_2004",16
"8338","FR37","jul_2004",0
"8339","FR3","jul_2004",2
"8340","FR4","jul_2004",7
"8341","FR49","jul_2004",12
"8342","FR53","jul_2004",0
"8343","FR63","jul_2004",7
"8344","FR68","jul_2004",2
"8345","FR71","jul_2004",9
"8346","FR25","jul_2004",13
"8347","FR15","jul_2004",1
"8348","FR47","jul_2004",7
"8349","FR27","jul_2004",4
"8350","FR43","jul_2004",4
"8351","FR17","jul_2004",4
"8352","FR18","jul_2004",7
"8353","FR55","jul_2004",3
"8354","FR33","jul_2004",4
"8355","FR19","jul_2004",3
"8356","FR34","jul_2004",1
"8357","FR64","jul_2004",3
"8358","FR69","jul_2004",4
"8359","FR57","jul_2004",3
"8360","FR74","jul_2004",5
"8361","FR40","jul_2004",3
"8362","FR41","jul_2004",2
"8363","FR42","jul_2004",1
"8364","FR28","jul_2004",3
"8365","FR58","jul_2004",5
"8366","FR21","jul_2004",3
"8367","FR72","jul_2004",1
"8368","FR30","jul_2004",0
"8369","FR44","jul_2004",5
"8370","FR16","jul_2004",0
"8371","FR56","jul_2004",0
"8372","FR46","jul_2004",0
"8373","FR50","jul_2004",0
"8374","FR51","jul_2004",0
