"","X","HEXID","date","NDaysAbove10ms"
"5868",5868,"CT12","jan_2008",0
"5869",5869,"CT13","jan_2008",NA
"5870",5870,"CT14","jan_2008",3
"5871",5871,"CT15","jan_2008",1
"5872",5872,"CT16","jan_2008",1
"5873",5873,"CT17","jan_2008",1
"5874",5874,"CT18","jan_2008",2
"5875",5875,"CT19","jan_2008",1
"5876",5876,"CT20","jan_2008",0
"5877",5877,"CT21","jan_2008",3
"5878",5878,"CT22","jan_2008",3
"5879",5879,"CT23","jan_2008",0
"5880",5880,"CT24","jan_2008",0
"5881",5881,"CT25","jan_2008",0
"5882",5882,"CT26","jan_2008",1
"5883",5883,"CT27","jan_2008",2
"5884",5884,"CT28","jan_2008",4
"5885",5885,"CT29","jan_2008",3
"5886",5886,"CT30","jan_2008",0
"5887",5887,"CT31","jan_2008",0
"5888",5888,"CT32","jan_2008",0
"5889",5889,"CT33","jan_2008",0
"5890",5890,"CT34","jan_2008",4
"5891",5891,"CT35","jan_2008",5
"5892",5892,"CT36","jan_2008",2
"5893",5893,"CT37","jan_2008",0
"5894",5894,"CT38","jan_2008",0
"5895",5895,"CT39","jan_2008",0
"5896",5896,"CT40","jan_2008",6
"5897",5897,"CT41","jan_2008",3
"5898",5898,"CT42","jan_2008",3
"5899",5899,"CT43","jan_2008",3
"5900",5900,"CT44","jan_2008",0
"5901",5901,"CT45","jan_2008",1
"5902",5902,"CT46","jan_2008",2
"5903",5903,"CT47","jan_2008",5
"5904",5904,"CT48","jan_2008",2
"5905",5905,"CT49","jan_2008",3
"5906",5906,"CT50","jan_2008",2
"5907",5907,"CT51","jan_2008",5
"5908",5908,"CT52","jan_2008",4
"5909",5909,"CT53","jan_2008",7
"5910",5910,"CT54","jan_2008",4
"5911",5911,"CT55","jan_2008",2
"5912",5912,"CT56","jan_2008",3
"5913",5913,"CT57","jan_2008",8
"5914",5914,"CT58","jan_2008",1
"5915",5915,"CT59","jan_2008",2
"5916",5916,"CT60","jan_2008",7
"5917",5917,"CT61","jan_2008",3
"5918",5918,"CT1","feb_2008",3
"5919",5919,"CT2","feb_2008",1
"5920",5920,"CT3","feb_2008",1
"5921",5921,"CT4","feb_2008",1
"5922",5922,"CT5","feb_2008",4
"5923",5923,"CT6","feb_2008",NA
"5924",5924,"CT7","feb_2008",0
"5925",5925,"CT8","feb_2008",1
"5926",5926,"CT9","feb_2008",1
"5927",5927,"CT10","feb_2008",1
"5928",5928,"CT11","feb_2008",1
"5929",5929,"CT12","feb_2008",1
"5930",5930,"CT13","feb_2008",NA
"5931",5931,"CT14","feb_2008",0
"5932",5932,"CT15","feb_2008",0
"5933",5933,"CT16","feb_2008",0
"5934",5934,"CT17","feb_2008",0
"5935",5935,"CT18","feb_2008",1
"5936",5936,"CT19","feb_2008",1
"5937",5937,"CT20","feb_2008",0
"5938",5938,"CT21","feb_2008",0
"5939",5939,"CT22","feb_2008",0
"5940",5940,"CT23","feb_2008",0
"5941",5941,"CT24","feb_2008",0
"5942",5942,"CT25","feb_2008",0
"5943",5943,"CT26","feb_2008",1
"5944",5944,"CT27","feb_2008",1
"5945",5945,"CT28","feb_2008",3
"5946",5946,"CT29","feb_2008",0
"5947",5947,"CT30","feb_2008",0
"5948",5948,"CT31","feb_2008",0
"5949",5949,"CT32","feb_2008",0
"5950",5950,"CT33","feb_2008",0
"5951",5951,"CT34","feb_2008",2
"5952",5952,"CT35","feb_2008",3
"5953",5953,"CT36","feb_2008",0
"5954",5954,"CT37","feb_2008",0
"5955",5955,"CT38","feb_2008",0
"5956",5956,"CT39","feb_2008",0
"5957",5957,"CT40","feb_2008",2
"5958",5958,"CT41","feb_2008",1
"5959",5959,"CT42","feb_2008",0
"5960",5960,"CT43","feb_2008",0
"5961",5961,"CT44","feb_2008",0
"5962",5962,"CT45","feb_2008",0
"5963",5963,"CT46","feb_2008",1
"5964",5964,"CT47","feb_2008",2
"5965",5965,"CT48","feb_2008",0
"5966",5966,"CT49","feb_2008",1
"5967",5967,"CT50","feb_2008",1
"5968",5968,"CT51","feb_2008",2
"5969",5969,"CT52","feb_2008",2
"5970",5970,"CT53","feb_2008",3
"5971",5971,"CT54","feb_2008",2
"5972",5972,"CT55","feb_2008",0
"5973",5973,"CT56","feb_2008",1
"5974",5974,"CT57","feb_2008",3
"5975",5975,"CT58","feb_2008",0
"5976",5976,"CT59","feb_2008",0
"5977",5977,"CT60","feb_2008",2
"5978",5978,"CT61","feb_2008",1
"5979",5979,"CT1","mar_2008",14
"5980",5980,"CT2","mar_2008",1
"5981",5981,"CT3","mar_2008",0
"5982",5982,"CT4","mar_2008",1
"5983",5983,"CT5","mar_2008",1
"5984",5984,"CT6","mar_2008",NA
"5985",5985,"CT7","mar_2008",1
"5986",5986,"CT8","mar_2008",0
"5987",5987,"CT9","mar_2008",0
"5988",5988,"CT10","mar_2008",0
"5989",5989,"CT11","mar_2008",0
"5990",5990,"CT12","mar_2008",0
"5991",5991,"CT13","mar_2008",NA
"5992",5992,"CT14","mar_2008",0
"5993",5993,"CT15","mar_2008",0
"5994",5994,"CT16","mar_2008",0
"5995",5995,"CT17","mar_2008",0
"5996",5996,"CT18","mar_2008",0
"5997",5997,"CT19","mar_2008",0
"5998",5998,"CT20","mar_2008",0
"5999",5999,"CT21","mar_2008",0
"6000",6000,"CT22","mar_2008",0
"6001",6001,"CT23","mar_2008",0
"6002",6002,"CT24","mar_2008",0
"6003",6003,"CT25","mar_2008",0
"6004",6004,"CT26","mar_2008",0
"6005",6005,"CT27","mar_2008",0
"6006",6006,"CT28","mar_2008",1
"6007",6007,"CT29","mar_2008",0
"6008",6008,"CT30","mar_2008",0
"6009",6009,"CT31","mar_2008",0
"6010",6010,"CT32","mar_2008",0
"6011",6011,"CT33","mar_2008",0
"6012",6012,"CT34","mar_2008",0
"6013",6013,"CT35","mar_2008",0
"6014",6014,"CT36","mar_2008",0
"6015",6015,"CT37","mar_2008",0
"6016",6016,"CT38","mar_2008",0
"6017",6017,"CT39","mar_2008",0
"6018",6018,"CT40","mar_2008",2
"6019",6019,"CT41","mar_2008",0
"6020",6020,"CT42","mar_2008",1
"6021",6021,"CT43","mar_2008",1
"6022",6022,"CT44","mar_2008",0
"6023",6023,"CT45","mar_2008",0
"6024",6024,"CT46","mar_2008",0
"6025",6025,"CT47","mar_2008",0
"6026",6026,"CT48","mar_2008",1
"6027",6027,"CT49","mar_2008",0
"6028",6028,"CT50","mar_2008",0
"6029",6029,"CT51","mar_2008",0
"6030",6030,"CT52","mar_2008",1
"6031",6031,"CT53","mar_2008",1
"6032",6032,"CT54","mar_2008",0
"6033",6033,"CT55","mar_2008",0
"6034",6034,"CT56","mar_2008",0
"6035",6035,"CT57","mar_2008",1
"6036",6036,"CT58","mar_2008",0
"6037",6037,"CT59","mar_2008",0
"6038",6038,"CT60","mar_2008",0
"6039",6039,"CT61","mar_2008",0
"6040",6040,"CT1","apr_2008",16
"6041",6041,"CT2","apr_2008",0
"6042",6042,"CT3","apr_2008",0
"6043",6043,"CT4","apr_2008",0
"6044",6044,"CT5","apr_2008",0
"6045",6045,"CT6","apr_2008",NA
"6046",6046,"CT7","apr_2008",4
"6047",6047,"CT8","apr_2008",0
"6048",6048,"CT9","apr_2008",0
"6049",6049,"CT10","apr_2008",1
"6050",6050,"CT11","apr_2008",2
"6051",6051,"CT12","apr_2008",0
"6052",6052,"CT13","apr_2008",NA
"6053",6053,"CT14","apr_2008",0
"6054",6054,"CT15","apr_2008",0
"6055",6055,"CT16","apr_2008",0
"6056",6056,"CT17","apr_2008",0
"6057",6057,"CT18","apr_2008",2
"6058",6058,"CT19","apr_2008",0
"6059",6059,"CT20","apr_2008",0
"6060",6060,"CT21","apr_2008",0
"6061",6061,"CT22","apr_2008",0
"6062",6062,"CT23","apr_2008",0
"6063",6063,"CT24","apr_2008",0
"6064",6064,"CT25","apr_2008",0
"6065",6065,"CT26","apr_2008",2
"6066",6066,"CT27","apr_2008",1
"6067",6067,"CT28","apr_2008",0
"6068",6068,"CT29","apr_2008",0
"6069",6069,"CT30","apr_2008",0
"6070",6070,"CT31","apr_2008",0
"6071",6071,"CT32","apr_2008",0
"6072",6072,"CT33","apr_2008",0
"6073",6073,"CT34","apr_2008",0
"6074",6074,"CT35","apr_2008",0
"6075",6075,"CT36","apr_2008",0
"6076",6076,"CT37","apr_2008",0
"6077",6077,"CT38","apr_2008",0
"6078",6078,"CT39","apr_2008",0
"6079",6079,"CT40","apr_2008",0
"6080",6080,"CT41","apr_2008",0
"6081",6081,"CT42","apr_2008",1
"6082",6082,"CT43","apr_2008",1
"6083",6083,"CT44","apr_2008",0
"6084",6084,"CT45","apr_2008",0
"6085",6085,"CT46","apr_2008",0
"6086",6086,"CT47","apr_2008",0
"6087",6087,"CT48","apr_2008",0
"6088",6088,"CT49","apr_2008",0
"6089",6089,"CT50","apr_2008",0
"6090",6090,"CT51","apr_2008",0
"6091",6091,"CT52","apr_2008",0
"6092",6092,"CT53","apr_2008",3
"6093",6093,"CT54","apr_2008",0
"6094",6094,"CT55","apr_2008",0
"6095",6095,"CT56","apr_2008",0
"6096",6096,"CT57","apr_2008",3
"6097",6097,"CT58","apr_2008",0
"6098",6098,"CT59","apr_2008",0
"6099",6099,"CT60","apr_2008",0
"6100",6100,"CT61","apr_2008",0
"6101",6101,"CT1","may_2008",5
"6102",6102,"CT2","may_2008",1
"6103",6103,"CT3","may_2008",0
"6104",6104,"CT4","may_2008",0
"6105",6105,"CT5","may_2008",1
"6106",6106,"CT6","may_2008",NA
"6107",6107,"CT7","may_2008",2
"6108",6108,"CT8","may_2008",1
"6109",6109,"CT9","may_2008",1
"6110",6110,"CT10","may_2008",1
"6111",6111,"CT11","may_2008",1
"6112",6112,"CT12","may_2008",0
"6113",6113,"CT13","may_2008",NA
"6114",6114,"CT14","may_2008",0
"6115",6115,"CT15","may_2008",0
"6116",6116,"CT16","may_2008",1
"6117",6117,"CT17","may_2008",1
"6118",6118,"CT18","may_2008",1
"6119",6119,"CT19","may_2008",1
"6120",6120,"CT20","may_2008",0
"6121",6121,"CT21","may_2008",0
"6122",6122,"CT22","may_2008",0
"6123",6123,"CT23","may_2008",0
"6124",6124,"CT24","may_2008",0
"6125",6125,"CT25","may_2008",1
"6126",6126,"CT26","may_2008",1
"6127",6127,"CT27","may_2008",1
"6128",6128,"CT28","may_2008",0
"6129",6129,"CT29","may_2008",1
"6130",6130,"CT30","may_2008",0
"6131",6131,"CT31","may_2008",0
"6132",6132,"CT32","may_2008",0
"6133",6133,"CT33","may_2008",0
"6134",6134,"CT34","may_2008",0
"6135",6135,"CT35","may_2008",0
"6136",6136,"CT36","may_2008",0
"6137",6137,"CT37","may_2008",0
"6138",6138,"CT38","may_2008",0
"6139",6139,"CT39","may_2008",0
"6140",6140,"CT40","may_2008",0
"6141",6141,"CT41","may_2008",0
"6142",6142,"CT42","may_2008",2
"6143",6143,"CT43","may_2008",2
"6144",6144,"CT44","may_2008",0
"6145",6145,"CT45","may_2008",0
"6146",6146,"CT46","may_2008",0
"6147",6147,"CT47","may_2008",0
"6148",6148,"CT48","may_2008",2
"6149",6149,"CT49","may_2008",0
"6150",6150,"CT50","may_2008",0
"6151",6151,"CT51","may_2008",0
"6152",6152,"CT52","may_2008",2
"6153",6153,"CT53","may_2008",0
"6154",6154,"CT54","may_2008",0
"6155",6155,"CT55","may_2008",1
"6156",6156,"CT56","may_2008",2
"6157",6157,"CT57","may_2008",0
"6158",6158,"CT58","may_2008",0
"6159",6159,"CT59","may_2008",0
"6160",6160,"CT60","may_2008",0
"6161",6161,"CT61","may_2008",0
"6162",6162,"CT1","jun_2008",7
"6163",6163,"CT2","jun_2008",0
"6164",6164,"CT3","jun_2008",0
"6165",6165,"CT4","jun_2008",0
"6166",6166,"CT5","jun_2008",0
"6167",6167,"CT6","jun_2008",NA
"6168",6168,"CT7","jun_2008",1
"6169",6169,"CT8","jun_2008",0
"6170",6170,"CT9","jun_2008",1
"6171",6171,"CT10","jun_2008",1
"6172",6172,"CT11","jun_2008",1
"6173",6173,"CT12","jun_2008",0
"6174",6174,"CT13","jun_2008",NA
"6175",6175,"CT14","jun_2008",0
"6176",6176,"CT15","jun_2008",0
"6177",6177,"CT16","jun_2008",0
"6178",6178,"CT17","jun_2008",1
"6179",6179,"CT18","jun_2008",1
"6180",6180,"CT19","jun_2008",1
"6181",6181,"CT20","jun_2008",0
"6182",6182,"CT21","jun_2008",0
"6183",6183,"CT22","jun_2008",0
"6184",6184,"CT23","jun_2008",0
"6185",6185,"CT24","jun_2008",0
"6186",6186,"CT25","jun_2008",0
"6187",6187,"CT26","jun_2008",1
"6188",6188,"CT27","jun_2008",1
"6189",6189,"CT28","jun_2008",0
"6190",6190,"CT29","jun_2008",0
"6191",6191,"CT30","jun_2008",0
"6192",6192,"CT31","jun_2008",0
"6193",6193,"CT32","jun_2008",0
"6194",6194,"CT33","jun_2008",0
"6195",6195,"CT34","jun_2008",0
"6196",6196,"CT35","jun_2008",0
"6197",6197,"CT36","jun_2008",0
"6198",6198,"CT37","jun_2008",0
"6199",6199,"CT38","jun_2008",0
"6200",6200,"CT39","jun_2008",0
"6201",6201,"CT40","jun_2008",1
"6202",6202,"CT41","jun_2008",0
"6203",6203,"CT42","jun_2008",1
"6204",6204,"CT43","jun_2008",1
"6205",6205,"CT44","jun_2008",0
"6206",6206,"CT45","jun_2008",0
"6207",6207,"CT46","jun_2008",0
"6208",6208,"CT47","jun_2008",0
"6209",6209,"CT48","jun_2008",0
"6210",6210,"CT49","jun_2008",0
"6211",6211,"CT50","jun_2008",0
"6212",6212,"CT51","jun_2008",0
"6213",6213,"CT52","jun_2008",0
"6214",6214,"CT53","jun_2008",0
"6215",6215,"CT54","jun_2008",0
"6216",6216,"CT55","jun_2008",0
"6217",6217,"CT56","jun_2008",0
"6218",6218,"CT57","jun_2008",0
"6219",6219,"CT58","jun_2008",0
"6220",6220,"CT59","jun_2008",0
"6221",6221,"CT60","jun_2008",0
"6222",6222,"CT61","jun_2008",0
"6223",6223,"CT1","jul_2008",4
"6224",6224,"CT2","jul_2008",0
"6225",6225,"CT3","jul_2008",0
"6226",6226,"CT4","jul_2008",0
"6227",6227,"CT5","jul_2008",0
"6228",6228,"CT6","jul_2008",NA
"6229",6229,"CT7","jul_2008",0
"6230",6230,"CT8","jul_2008",0
"6231",6231,"CT9","jul_2008",0
"6232",6232,"CT10","jul_2008",0
"6233",6233,"CT11","jul_2008",0
"6234",6234,"CT12","jul_2008",0
"6235",6235,"CT13","jul_2008",NA
"6236",6236,"CT14","jul_2008",0
"6237",6237,"CT15","jul_2008",0
"6238",6238,"CT16","jul_2008",0
"6239",6239,"CT17","jul_2008",0
"6240",6240,"CT18","jul_2008",0
"6241",6241,"CT19","jul_2008",0
"6242",6242,"CT20","jul_2008",0
"6243",6243,"CT21","jul_2008",0
"6244",6244,"CT22","jul_2008",0
"6245",6245,"CT23","jul_2008",0
"6246",6246,"CT24","jul_2008",0
"6247",6247,"CT25","jul_2008",0
"6248",6248,"CT26","jul_2008",0
"6249",6249,"CT27","jul_2008",0
"6250",6250,"CT28","jul_2008",0
"6251",6251,"CT29","jul_2008",0
"6252",6252,"CT30","jul_2008",0
"6253",6253,"CT31","jul_2008",0
"6254",6254,"CT32","jul_2008",0
"6255",6255,"CT33","jul_2008",0
"6256",6256,"CT34","jul_2008",0
"6257",6257,"CT35","jul_2008",0
"6258",6258,"CT36","jul_2008",0
"6259",6259,"CT37","jul_2008",0
"6260",6260,"CT38","jul_2008",0
"6261",6261,"CT39","jul_2008",0
"6262",6262,"CT40","jul_2008",0
"6263",6263,"CT41","jul_2008",0
"6264",6264,"CT42","jul_2008",0
"6265",6265,"CT43","jul_2008",0
"6266",6266,"CT44","jul_2008",0
"6267",6267,"CT45","jul_2008",0
"6268",6268,"CT46","jul_2008",0
"6269",6269,"CT47","jul_2008",0
"6270",6270,"CT48","jul_2008",0
"6271",6271,"CT49","jul_2008",0
"6272",6272,"CT50","jul_2008",0
"6273",6273,"CT51","jul_2008",0
"6274",6274,"CT52","jul_2008",0
"6275",6275,"CT53","jul_2008",0
"6276",6276,"CT54","jul_2008",0
"6277",6277,"CT55","jul_2008",0
"6278",6278,"CT56","jul_2008",0
"6279",6279,"CT57","jul_2008",0
"6280",6280,"CT58","jul_2008",0
"6281",6281,"CT59","jul_2008",0
"6282",6282,"CT60","jul_2008",0
"6283",6283,"CT61","jul_2008",0
"6284",6284,"CT1","aug_2008",0
"6285",6285,"CT2","aug_2008",0
"6286",6286,"CT3","aug_2008",0
"6287",6287,"CT4","aug_2008",0
"6288",6288,"CT5","aug_2008",0
"6289",6289,"CT6","aug_2008",NA
"6290",6290,"CT7","aug_2008",0
"6291",6291,"CT8","aug_2008",0
"6292",6292,"CT9","aug_2008",0
"6293",6293,"CT10","aug_2008",0
"6294",6294,"CT11","aug_2008",0
"6295",6295,"CT12","aug_2008",0
"6296",6296,"CT13","aug_2008",NA
"6297",6297,"CT14","aug_2008",0
"6298",6298,"CT15","aug_2008",0
"6299",6299,"CT16","aug_2008",0
"6300",6300,"CT17","aug_2008",0
"6301",6301,"CT18","aug_2008",0
"6302",6302,"CT19","aug_2008",0
"6303",6303,"CT20","aug_2008",0
"6304",6304,"CT21","aug_2008",0
"6305",6305,"CT22","aug_2008",0
"6306",6306,"CT23","aug_2008",0
"6307",6307,"CT24","aug_2008",0
"6308",6308,"CT25","aug_2008",0
"6309",6309,"CT26","aug_2008",0
"6310",6310,"CT27","aug_2008",0
"6311",6311,"CT28","aug_2008",0
"6312",6312,"CT29","aug_2008",0
"6313",6313,"CT30","aug_2008",0
"6314",6314,"CT31","aug_2008",0
"6315",6315,"CT32","aug_2008",0
"6316",6316,"CT33","aug_2008",0
"6317",6317,"CT34","aug_2008",0
"6318",6318,"CT35","aug_2008",0
"6319",6319,"CT36","aug_2008",0
"6320",6320,"CT37","aug_2008",0
"6321",6321,"CT38","aug_2008",0
"6322",6322,"CT39","aug_2008",0
"6323",6323,"CT40","aug_2008",0
"6324",6324,"CT41","aug_2008",0
"6325",6325,"CT42","aug_2008",0
"6326",6326,"CT43","aug_2008",0
"6327",6327,"CT44","aug_2008",0
"6328",6328,"CT45","aug_2008",0
"6329",6329,"CT46","aug_2008",0
"6330",6330,"CT47","aug_2008",0
"6331",6331,"CT48","aug_2008",0
"6332",6332,"CT49","aug_2008",0
"6333",6333,"CT50","aug_2008",0
"6334",6334,"CT51","aug_2008",0
"6335",6335,"CT52","aug_2008",0
"6336",6336,"CT53","aug_2008",0
"6337",6337,"CT54","aug_2008",0
"6338",6338,"CT55","aug_2008",0
"6339",6339,"CT56","aug_2008",0
"6340",6340,"CT57","aug_2008",0
"6341",6341,"CT58","aug_2008",0
"6342",6342,"CT59","aug_2008",0
"6343",6343,"CT60","aug_2008",0
"6344",6344,"CT61","aug_2008",0
"6345",6345,"CT1","sep_2008",0
"6346",6346,"CT2","sep_2008",0
"6347",6347,"CT3","sep_2008",0
"6348",6348,"CT4","sep_2008",0
"6349",6349,"CT5","sep_2008",0
"6350",6350,"CT6","sep_2008",NA
"6351",6351,"CT7","sep_2008",0
"6352",6352,"CT8","sep_2008",0
"6353",6353,"CT9","sep_2008",0
"6354",6354,"CT10","sep_2008",0
"6355",6355,"CT11","sep_2008",0
"6356",6356,"CT12","sep_2008",0
"6357",6357,"CT13","sep_2008",NA
"6358",6358,"CT14","sep_2008",0
"6359",6359,"CT15","sep_2008",0
"6360",6360,"CT16","sep_2008",0
"6361",6361,"CT17","sep_2008",0
"6362",6362,"CT18","sep_2008",0
"6363",6363,"CT19","sep_2008",0
"6364",6364,"CT20","sep_2008",0
"6365",6365,"CT21","sep_2008",0
"6366",6366,"CT22","sep_2008",0
"6367",6367,"CT23","sep_2008",0
"6368",6368,"CT24","sep_2008",0
"6369",6369,"CT25","sep_2008",0
"6370",6370,"CT26","sep_2008",0
"6371",6371,"CT27","sep_2008",0
"6372",6372,"CT28","sep_2008",0
"6373",6373,"CT29","sep_2008",0
"6374",6374,"CT30","sep_2008",0
"6375",6375,"CT31","sep_2008",0
"6376",6376,"CT32","sep_2008",0
"6377",6377,"CT33","sep_2008",0
"6378",6378,"CT34","sep_2008",0
"6379",6379,"CT35","sep_2008",0
"6380",6380,"CT36","sep_2008",0
"6381",6381,"CT37","sep_2008",0
"6382",6382,"CT38","sep_2008",0
"6383",6383,"CT39","sep_2008",0
"6384",6384,"CT40","sep_2008",0
"6385",6385,"CT41","sep_2008",0
"6386",6386,"CT42","sep_2008",0
"6387",6387,"CT43","sep_2008",0
"6388",6388,"CT44","sep_2008",0
"6389",6389,"CT45","sep_2008",0
"6390",6390,"CT46","sep_2008",0
"6391",6391,"CT47","sep_2008",0
"6392",6392,"CT48","sep_2008",0
"6393",6393,"CT49","sep_2008",0
"6394",6394,"CT50","sep_2008",0
"6395",6395,"CT51","sep_2008",0
"6396",6396,"CT52","sep_2008",0
"6397",6397,"CT53","sep_2008",0
"6398",6398,"CT54","sep_2008",0
"6399",6399,"CT55","sep_2008",0
"6400",6400,"CT56","sep_2008",0
"6401",6401,"CT57","sep_2008",0
"6402",6402,"CT58","sep_2008",0
"6403",6403,"CT59","sep_2008",0
"6404",6404,"CT60","sep_2008",0
"6405",6405,"CT61","sep_2008",0
"6406",6406,"CT1","oct_2008",4
"6407",6407,"CT2","oct_2008",1
"6408",6408,"CT3","oct_2008",1
"6409",6409,"CT4","oct_2008",2
"6410",6410,"CT5","oct_2008",1
"6411",6411,"CT6","oct_2008",NA
"6412",6412,"CT7","oct_2008",1
"6413",6413,"CT8","oct_2008",0
"6414",6414,"CT9","oct_2008",0
"6415",6415,"CT10","oct_2008",0
"6416",6416,"CT11","oct_2008",2
"6417",6417,"CT12","oct_2008",0
"6418",6418,"CT13","oct_2008",NA
"6419",6419,"CT14","oct_2008",0
"6420",6420,"CT15","oct_2008",0
"6421",6421,"CT16","oct_2008",0
"6422",6422,"CT17","oct_2008",0
"6423",6423,"CT18","oct_2008",1
"6424",6424,"CT19","oct_2008",1
"6425",6425,"CT20","oct_2008",0
"6426",6426,"CT21","oct_2008",0
"6427",6427,"CT22","oct_2008",0
"6428",6428,"CT23","oct_2008",0
"6429",6429,"CT24","oct_2008",0
"6430",6430,"CT25","oct_2008",0
"6431",6431,"CT26","oct_2008",0
"6432",6432,"CT27","oct_2008",0
"6433",6433,"CT28","oct_2008",2
"6434",6434,"CT29","oct_2008",0
"6435",6435,"CT30","oct_2008",0
"6436",6436,"CT31","oct_2008",0
"6437",6437,"CT32","oct_2008",0
"6438",6438,"CT33","oct_2008",0
"6439",6439,"CT34","oct_2008",0
"6440",6440,"CT35","oct_2008",1
"6441",6441,"CT36","oct_2008",0
"6442",6442,"CT37","oct_2008",0
"6443",6443,"CT38","oct_2008",0
"6444",6444,"CT39","oct_2008",0
"6445",6445,"CT40","oct_2008",0
"6446",6446,"CT41","oct_2008",0
"6447",6447,"CT42","oct_2008",1
"6448",6448,"CT43","oct_2008",1
"6449",6449,"CT44","oct_2008",0
"6450",6450,"CT45","oct_2008",0
"6451",6451,"CT46","oct_2008",0
"6452",6452,"CT47","oct_2008",0
"6453",6453,"CT48","oct_2008",1
"6454",6454,"CT49","oct_2008",0
"6455",6455,"CT50","oct_2008",0
"6456",6456,"CT51","oct_2008",0
"6457",6457,"CT52","oct_2008",2
"6458",6458,"CT53","oct_2008",0
"6459",6459,"CT54","oct_2008",0
"6460",6460,"CT55","oct_2008",0
"6461",6461,"CT56","oct_2008",0
"6462",6462,"CT57","oct_2008",0
"6463",6463,"CT58","oct_2008",0
"6464",6464,"CT59","oct_2008",0
"6465",6465,"CT60","oct_2008",1
"6466",6466,"CT61","oct_2008",0
"6467",6467,"CT1","nov_2008",6
"6468",6468,"CT2","nov_2008",1
"6469",6469,"CT3","nov_2008",0
"6470",6470,"CT4","nov_2008",2
"6471",6471,"CT5","nov_2008",2
"6472",6472,"CT6","nov_2008",NA
"6473",6473,"CT7","nov_2008",1
"6474",6474,"CT8","nov_2008",0
"6475",6475,"CT9","nov_2008",0
"6476",6476,"CT10","nov_2008",1
"6477",6477,"CT11","nov_2008",1
"6478",6478,"CT12","nov_2008",0
"6479",6479,"CT13","nov_2008",NA
"6480",6480,"CT14","nov_2008",0
"6481",6481,"CT15","nov_2008",0
"6482",6482,"CT16","nov_2008",0
"6483",6483,"CT17","nov_2008",0
"6484",6484,"CT18","nov_2008",1
"6485",6485,"CT19","nov_2008",1
"6486",6486,"CT20","nov_2008",0
"6487",6487,"CT21","nov_2008",0
"6488",6488,"CT22","nov_2008",0
"6489",6489,"CT23","nov_2008",0
"6490",6490,"CT24","nov_2008",0
"6491",6491,"CT25","nov_2008",0
"6492",6492,"CT26","nov_2008",1
"6493",6493,"CT27","nov_2008",1
"6494",6494,"CT28","nov_2008",1
"6495",6495,"CT29","nov_2008",0
"6496",6496,"CT30","nov_2008",0
"6497",6497,"CT31","nov_2008",0
"6498",6498,"CT32","nov_2008",0
"6499",6499,"CT33","nov_2008",0
"6500",6500,"CT34","nov_2008",0
"6501",6501,"CT35","nov_2008",1
"6502",6502,"CT36","nov_2008",0
"6503",6503,"CT37","nov_2008",0
"6504",6504,"CT38","nov_2008",0
"6505",6505,"CT39","nov_2008",0
"6506",6506,"CT40","nov_2008",0
"6507",6507,"CT41","nov_2008",0
"6508",6508,"CT42","nov_2008",0
"6509",6509,"CT43","nov_2008",0
"6510",6510,"CT44","nov_2008",0
"6511",6511,"CT45","nov_2008",0
"6512",6512,"CT46","nov_2008",0
"6513",6513,"CT47","nov_2008",0
"6514",6514,"CT48","nov_2008",0
"6515",6515,"CT49","nov_2008",0
"6516",6516,"CT50","nov_2008",0
"6517",6517,"CT51","nov_2008",0
"6518",6518,"CT52","nov_2008",1
"6519",6519,"CT53","nov_2008",1
"6520",6520,"CT54","nov_2008",0
"6521",6521,"CT55","nov_2008",0
"6522",6522,"CT56","nov_2008",1
"6523",6523,"CT57","nov_2008",1
"6524",6524,"CT58","nov_2008",0
"6525",6525,"CT59","nov_2008",0
"6526",6526,"CT60","nov_2008",1
"6527",6527,"CT61","nov_2008",1
"6528",6528,"CT1","dec_2008",4
"6529",6529,"CT2","dec_2008",0
"6530",6530,"CT3","dec_2008",0
"6531",6531,"CT4","dec_2008",2
"6532",6532,"CT5","dec_2008",5
"6533",6533,"CT6","dec_2008",NA
"6534",6534,"CT7","dec_2008",0
"6535",6535,"CT8","dec_2008",0
"6536",6536,"CT9","dec_2008",0
"6537",6537,"CT10","dec_2008",1
"6538",6538,"CT11","dec_2008",2
"6539",6539,"CT12","dec_2008",0
"6540",6540,"CT13","dec_2008",NA
"6541",6541,"CT14","dec_2008",0
"6542",6542,"CT15","dec_2008",0
"6543",6543,"CT16","dec_2008",0
"6544",6544,"CT17","dec_2008",0
"6545",6545,"CT18","dec_2008",2
"6546",6546,"CT19","dec_2008",1
"6547",6547,"CT20","dec_2008",0
"6548",6548,"CT21","dec_2008",0
"6549",6549,"CT22","dec_2008",0
"6550",6550,"CT23","dec_2008",0
"6551",6551,"CT24","dec_2008",0
"6552",6552,"CT25","dec_2008",0
"6553",6553,"CT26","dec_2008",1
"6554",6554,"CT27","dec_2008",1
"6555",6555,"CT28","dec_2008",3
"6556",6556,"CT29","dec_2008",0
"6557",6557,"CT30","dec_2008",0
"6558",6558,"CT31","dec_2008",0
"6559",6559,"CT32","dec_2008",0
"6560",6560,"CT33","dec_2008",0
"6561",6561,"CT34","dec_2008",2
"6562",6562,"CT35","dec_2008",3
"6563",6563,"CT36","dec_2008",0
"6564",6564,"CT37","dec_2008",0
"6565",6565,"CT38","dec_2008",0
"6566",6566,"CT39","dec_2008",0
"6567",6567,"CT40","dec_2008",3
