"","HEXID","date","NDaysAbove5ms"
"186717","CT3","oct_2018",11
"659","CT3","sep_2000",9
"2627","CT3","sep_2001",8
"5579","CT3","sep_2002",17
"9515","CT3","sep_2003",7
"14435","CT3","sep_2004",13
"20339","CT3","sep_2005",13
"27227","CT3","sep_2006",15
"35099","CT3","sep_2007",16
"43955","CT3","sep_2008",8
"53795","CT3","sep_2009",13
"64619","CT3","sep_2010",9
"76427","CT3","sep_2011",4
"89219","CT3","sep_2012",8
"102995","CT3","sep_2013",7
"117755","CT3","sep_2014",7
"133499","CT3","sep_2015",8
"150227","CT3","sep_2016",12
"167939","CT3","sep_2017",11
"186635","CT3","sep_2018",13
"276","CT30","apr_2000",7
"2244","CT30","apr_2001",9
"5196","CT30","apr_2002",7
"9132","CT30","apr_2003",9
"14052","CT30","apr_2004",8
"19956","CT30","apr_2005",10
"26844","CT30","apr_2006",14
"34716","CT30","apr_2007",8
"43572","CT30","apr_2008",12
"53412","CT30","apr_2009",11
"64236","CT30","apr_2010",11
"76044","CT30","apr_2011",11
"88836","CT30","apr_2012",11
"102612","CT30","apr_2013",7
"117372","CT30","apr_2014",4
"133116","CT30","apr_2015",8
"149844","CT30","apr_2016",8
"167556","CT30","apr_2017",13
"186252","CT30","apr_2018",10
"604","CT30","aug_2000",1
"2572","CT30","aug_2001",1
"5524","CT30","aug_2002",0
"9460","CT30","aug_2003",1
"14380","CT30","aug_2004",1
"20284","CT30","aug_2005",0
"27172","CT30","aug_2006",2
"35044","CT30","aug_2007",2
"43900","CT30","aug_2008",2
"53740","CT30","aug_2009",5
"64564","CT30","aug_2010",4
"76372","CT30","aug_2011",0
"89164","CT30","aug_2012",0
"102940","CT30","aug_2013",1
"117700","CT30","aug_2014",0
"133444","CT30","aug_2015",5
"150172","CT30","aug_2016",1
"167884","CT30","aug_2017",0
"186580","CT30","aug_2018",0
"932","CT30","dec_2000",5
"2900","CT30","dec_2001",9
"5852","CT30","dec_2002",12
"9788","CT30","dec_2003",13
"14708","CT30","dec_2004",10
"20612","CT30","dec_2005",11
"27500","CT30","dec_2006",10
"35372","CT30","dec_2007",12
"44228","CT30","dec_2008",8
"54068","CT30","dec_2009",10
"64892","CT30","dec_2010",16
"76700","CT30","dec_2011",6
"89492","CT30","dec_2012",12
"103268","CT30","dec_2013",3
"118028","CT30","dec_2014",14
"133772","CT30","dec_2015",14
"150500","CT30","dec_2016",11
"168212","CT30","dec_2017",8
"186908","CT30","dec_2018",8
"112","CT30","feb_2000",12
"2080","CT30","feb_2001",11
"5032","CT30","feb_2002",6
"8968","CT30","feb_2003",4
"13888","CT30","feb_2004",9
"19792","CT30","feb_2005",6
"26680","CT30","feb_2006",7
"34552","CT30","feb_2007",11
"43408","CT30","feb_2008",10
"53248","CT30","feb_2009",11
"64072","CT30","feb_2010",7
"75880","CT30","feb_2011",12
"88672","CT30","feb_2012",5
"102448","CT30","feb_2013",5
"117208","CT30","feb_2014",9
"132952","CT30","feb_2015",5
"149680","CT30","feb_2016",3
"167392","CT30","feb_2017",16
"186088","CT30","feb_2018",7
"30","CT30","jan_2000",13
"1998","CT30","jan_2001",5
"4950","CT30","jan_2002",6
"8886","CT30","jan_2003",2
"13806","CT30","jan_2004",6
"19710","CT30","jan_2005",10
"26598","CT30","jan_2006",14
"34470","CT30","jan_2007",8
"43326","CT30","jan_2008",18
"53166","CT30","jan_2009",5
"63990","CT30","jan_2010",8
"75798","CT30","jan_2011",2
"88590","CT30","jan_2012",9
"102366","CT30","jan_2013",9
"117126","CT30","jan_2014",4
"132870","CT30","jan_2015",4
"149598","CT30","jan_2016",15
"167310","CT30","jan_2017",18
"186006","CT30","jan_2018",9
"522","CT30","jul_2000",0
"2490","CT30","jul_2001",0
"5442","CT30","jul_2002",0
"9378","CT30","jul_2003",0
"14298","CT30","jul_2004",0
"20202","CT30","jul_2005",0
"27090","CT30","jul_2006",0
"34962","CT30","jul_2007",1
"43818","CT30","jul_2008",0
"53658","CT30","jul_2009",3
"64482","CT30","jul_2010",0
"76290","CT30","jul_2011",2
"89082","CT30","jul_2012",1
"102858","CT30","jul_2013",0
"117618","CT30","jul_2014",0
"133362","CT30","jul_2015",0
"150090","CT30","jul_2016",1
"167802","CT30","jul_2017",0
"186498","CT30","jul_2018",0
"440","CT30","jun_2000",1
"2408","CT30","jun_2001",4
"5360","CT30","jun_2002",1
"9296","CT30","jun_2003",1
"14216","CT30","jun_2004",2
"20120","CT30","jun_2005",6
"27008","CT30","jun_2006",2
"34880","CT30","jun_2007",2
"43736","CT30","jun_2008",1
"53576","CT30","jun_2009",2
"64400","CT30","jun_2010",5
"76208","CT30","jun_2011",6
"89000","CT30","jun_2012",6
"102776","CT30","jun_2013",3
"117536","CT30","jun_2014",4
"133280","CT30","jun_2015",2
"150008","CT30","jun_2016",5
"167720","CT30","jun_2017",4
"186416","CT30","jun_2018",2
"194","CT30","mar_2000",7
"2162","CT30","mar_2001",3
"5114","CT30","mar_2002",11
"9050","CT30","mar_2003",6
"13970","CT30","mar_2004",3
"19874","CT30","mar_2005",8
"26762","CT30","mar_2006",12
"34634","CT30","mar_2007",3
"43490","CT30","mar_2008",10
"53330","CT30","mar_2009",9
"64154","CT30","mar_2010",12
"75962","CT30","mar_2011",17
"88754","CT30","mar_2012",17
"102530","CT30","mar_2013",5
"117290","CT30","mar_2014",11
"133034","CT30","mar_2015",2
"149762","CT30","mar_2016",12
"167474","CT30","mar_2017",10
"186170","CT30","mar_2018",13
"358","CT30","may_2000",12
"2326","CT30","may_2001",2
"5278","CT30","may_2002",4
"9214","CT30","may_2003",5
"14134","CT30","may_2004",7
"20038","CT30","may_2005",8
"26926","CT30","may_2006",6
"34798","CT30","may_2007",4
"43654","CT30","may_2008",5
"53494","CT30","may_2009",4
"64318","CT30","may_2010",10
"76126","CT30","may_2011",12
"88918","CT30","may_2012",8
"102694","CT30","may_2013",4
"117454","CT30","may_2014",8
"133198","CT30","may_2015",1
"149926","CT30","may_2016",4
"167638","CT30","may_2017",4
"186334","CT30","may_2018",3
"850","CT30","nov_2000",4
"2818","CT30","nov_2001",7
"5770","CT30","nov_2002",7
"9706","CT30","nov_2003",7
"14626","CT30","nov_2004",6
"20530","CT30","nov_2005",10
"27418","CT30","nov_2006",10
"35290","CT30","nov_2007",4
"44146","CT30","nov_2008",6
"53986","CT30","nov_2009",6
"64810","CT30","nov_2010",11
"76618","CT30","nov_2011",6
"89410","CT30","nov_2012",9
"103186","CT30","nov_2013",2
"117946","CT30","nov_2014",7
"133690","CT30","nov_2015",7
"150418","CT30","nov_2016",10
"168130","CT30","nov_2017",13
"186826","CT30","nov_2018",7
"768","CT30","oct_2000",7
"2736","CT30","oct_2001",2
"5688","CT30","oct_2002",2
"9624","CT30","oct_2003",2
"14544","CT30","oct_2004",6
"20448","CT30","oct_2005",6
"27336","CT30","oct_2006",2
"35208","CT30","oct_2007",9
"44064","CT30","oct_2008",7
"53904","CT30","oct_2009",9
"64728","CT30","oct_2010",5
"76536","CT30","oct_2011",4
"89328","CT30","oct_2012",3
"103104","CT30","oct_2013",1
"117864","CT30","oct_2014",6
"133608","CT30","oct_2015",3
"150336","CT30","oct_2016",13
"168048","CT30","oct_2017",2
"186744","CT30","oct_2018",3
"686","CT30","sep_2000",4
"2654","CT30","sep_2001",3
"5606","CT30","sep_2002",3
"9542","CT30","sep_2003",1
"14462","CT30","sep_2004",3
"20366","CT30","sep_2005",4
"27254","CT30","sep_2006",3
"35126","CT30","sep_2007",7
"43982","CT30","sep_2008",1
"53822","CT30","sep_2009",1
"64646","CT30","sep_2010",3
"76454","CT30","sep_2011",0
"89246","CT30","sep_2012",1
"103022","CT30","sep_2013",7
"117782","CT30","sep_2014",2
"133526","CT30","sep_2015",3
"150254","CT30","sep_2016",1
"167966","CT30","sep_2017",3
"186662","CT30","sep_2018",6
"277","CT31","apr_2000",6
"2245","CT31","apr_2001",5
"5197","CT31","apr_2002",3
"9133","CT31","apr_2003",7
"14053","CT31","apr_2004",5
"19957","CT31","apr_2005",9
"26845","CT31","apr_2006",10
"34717","CT31","apr_2007",5
"43573","CT31","apr_2008",8
"53413","CT31","apr_2009",5
"64237","CT31","apr_2010",7
"76045","CT31","apr_2011",7
"88837","CT31","apr_2012",11
"102613","CT31","apr_2013",9
"117373","CT31","apr_2014",2
"133117","CT31","apr_2015",5
"149845","CT31","apr_2016",4
"167557","CT31","apr_2017",10
"186253","CT31","apr_2018",5
"605","CT31","aug_2000",0
"2573","CT31","aug_2001",1
"5525","CT31","aug_2002",1
"9461","CT31","aug_2003",0
"14381","CT31","aug_2004",0
"20285","CT31","aug_2005",1
"27173","CT31","aug_2006",0
"35045","CT31","aug_2007",1
"43901","CT31","aug_2008",3
"53741","CT31","aug_2009",2
"64565","CT31","aug_2010",0
"76373","CT31","aug_2011",1
"89165","CT31","aug_2012",1
"102941","CT31","aug_2013",0
"117701","CT31","aug_2014",2
"133445","CT31","aug_2015",0
"150173","CT31","aug_2016",0
"167885","CT31","aug_2017",1
"186581","CT31","aug_2018",2
"933","CT31","dec_2000",2
"2901","CT31","dec_2001",10
"5853","CT31","dec_2002",11
"9789","CT31","dec_2003",11
"14709","CT31","dec_2004",9
"20613","CT31","dec_2005",14
"27501","CT31","dec_2006",6
"35373","CT31","dec_2007",8
"44229","CT31","dec_2008",5
"54069","CT31","dec_2009",6
"64893","CT31","dec_2010",9
"76701","CT31","dec_2011",3
"89493","CT31","dec_2012",9
"103269","CT31","dec_2013",1
"118029","CT31","dec_2014",14
"133773","CT31","dec_2015",9
"150501","CT31","dec_2016",8
"168213","CT31","dec_2017",3
"186909","CT31","dec_2018",4
"113","CT31","feb_2000",14
"2081","CT31","feb_2001",12
"5033","CT31","feb_2002",3
"8969","CT31","feb_2003",4
"13889","CT31","feb_2004",8
"19793","CT31","feb_2005",4
"26681","CT31","feb_2006",4
"34553","CT31","feb_2007",11
"43409","CT31","feb_2008",8
"53249","CT31","feb_2009",10
"64073","CT31","feb_2010",6
"75881","CT31","feb_2011",10
"88673","CT31","feb_2012",4
"102449","CT31","feb_2013",3
"117209","CT31","feb_2014",5
"132953","CT31","feb_2015",5
"149681","CT31","feb_2016",4
"167393","CT31","feb_2017",14
"186089","CT31","feb_2018",5
"31","CT31","jan_2000",9
"1999","CT31","jan_2001",6
"4951","CT31","jan_2002",5
"8887","CT31","jan_2003",3
"13807","CT31","jan_2004",6
"19711","CT31","jan_2005",10
"26599","CT31","jan_2006",6
"34471","CT31","jan_2007",5
"43327","CT31","jan_2008",13
"53167","CT31","jan_2009",1
"63991","CT31","jan_2010",10
"75799","CT31","jan_2011",4
"88591","CT31","jan_2012",6
"102367","CT31","jan_2013",2
"117127","CT31","jan_2014",1
"132871","CT31","jan_2015",1
"149599","CT31","jan_2016",14
"167311","CT31","jan_2017",13
"186007","CT31","jan_2018",4
"523","CT31","jul_2000",0
"2491","CT31","jul_2001",1
"5443","CT31","jul_2002",2
"9379","CT31","jul_2003",7
"14299","CT31","jul_2004",1
"20203","CT31","jul_2005",1
"27091","CT31","jul_2006",0
"34963","CT31","jul_2007",4
"43819","CT31","jul_2008",6
"53659","CT31","jul_2009",1
"64483","CT31","jul_2010",5
"76291","CT31","jul_2011",0
"89083","CT31","jul_2012",4
"102859","CT31","jul_2013",0
"117619","CT31","jul_2014",3
"133363","CT31","jul_2015",0
"150091","CT31","jul_2016",1
"167803","CT31","jul_2017",2
"186499","CT31","jul_2018",12
"441","CT31","jun_2000",6
"2409","CT31","jun_2001",10
"5361","CT31","jun_2002",10
"9297","CT31","jun_2003",5
"14217","CT31","jun_2004",12
"20121","CT31","jun_2005",5
"27009","CT31","jun_2006",5
"34881","CT31","jun_2007",5
"43737","CT31","jun_2008",9
"53577","CT31","jun_2009",2
"64401","CT31","jun_2010",5
"76209","CT31","jun_2011",3
"89001","CT31","jun_2012",8
"102777","CT31","jun_2013",9
"117537","CT31","jun_2014",5
"133281","CT31","jun_2015",2
"150009","CT31","jun_2016",0
"167721","CT31","jun_2017",3
"186417","CT31","jun_2018",7
"195","CT31","mar_2000",7
"2163","CT31","mar_2001",6
"5115","CT31","mar_2002",8
"9051","CT31","mar_2003",6
"13971","CT31","mar_2004",4
"19875","CT31","mar_2005",8
"26763","CT31","mar_2006",13
"34635","CT31","mar_2007",2
"43491","CT31","mar_2008",7
"53331","CT31","mar_2009",9
"64155","CT31","mar_2010",8
"75963","CT31","mar_2011",11
"88755","CT31","mar_2012",11
"102531","CT31","mar_2013",3
"117291","CT31","mar_2014",9
"133035","CT31","mar_2015",2
"149763","CT31","mar_2016",9
"167475","CT31","mar_2017",7
"186171","CT31","mar_2018",8
"359","CT31","may_2000",7
"2327","CT31","may_2001",6
"5279","CT31","may_2002",3
"9215","CT31","may_2003",6
"14135","CT31","may_2004",7
"20039","CT31","may_2005",5
"26927","CT31","may_2006",4
"34799","CT31","may_2007",5
"43655","CT31","may_2008",7
"53495","CT31","may_2009",11
"64319","CT31","may_2010",12
"76127","CT31","may_2011",5
"88919","CT31","may_2012",6
"102695","CT31","may_2013",5
"117455","CT31","may_2014",6
"133199","CT31","may_2015",0
"149927","CT31","may_2016",2
"167639","CT31","may_2017",3
"186335","CT31","may_2018",1
"851","CT31","nov_2000",2
"2819","CT31","nov_2001",6
"5771","CT31","nov_2002",4
"9707","CT31","nov_2003",5
"14627","CT31","nov_2004",4
"20531","CT31","nov_2005",6
"27419","CT31","nov_2006",4
"35291","CT31","nov_2007",1
"44147","CT31","nov_2008",6
"53987","CT31","nov_2009",5
"64811","CT31","nov_2010",8
"76619","CT31","nov_2011",7
"89411","CT31","nov_2012",8
"103187","CT31","nov_2013",3
"117947","CT31","nov_2014",2
"133691","CT31","nov_2015",6
"150419","CT31","nov_2016",3
"168131","CT31","nov_2017",6
"186827","CT31","nov_2018",4
"769","CT31","oct_2000",5
"2737","CT31","oct_2001",4
"5689","CT31","oct_2002",2
"9625","CT31","oct_2003",2
"14545","CT31","oct_2004",7
"20449","CT31","oct_2005",3
"27337","CT31","oct_2006",2
"35209","CT31","oct_2007",3
"44065","CT31","oct_2008",9
"53905","CT31","oct_2009",6
"64729","CT31","oct_2010",5
"76537","CT31","oct_2011",3
"89329","CT31","oct_2012",4
"103105","CT31","oct_2013",2
"117865","CT31","oct_2014",3
"133609","CT31","oct_2015",1
"150337","CT31","oct_2016",9
"168049","CT31","oct_2017",4
"186745","CT31","oct_2018",4
"687","CT31","sep_2000",0
"2655","CT31","sep_2001",1
"5607","CT31","sep_2002",2
"9543","CT31","sep_2003",1
"14463","CT31","sep_2004",3
"20367","CT31","sep_2005",0
"27255","CT31","sep_2006",5
"35127","CT31","sep_2007",3
"43983","CT31","sep_2008",1
"53823","CT31","sep_2009",2
"64647","CT31","sep_2010",0
"76455","CT31","sep_2011",0
"89247","CT31","sep_2012",1
"103023","CT31","sep_2013",2
"117783","CT31","sep_2014",0
"133527","CT31","sep_2015",4
"150255","CT31","sep_2016",2
"167967","CT31","sep_2017",2
"186663","CT31","sep_2018",0
"250","CT4","apr_2000",16
"2218","CT4","apr_2001",15
"5170","CT4","apr_2002",16
"9106","CT4","apr_2003",23
"14026","CT4","apr_2004",13
"19930","CT4","apr_2005",17
"26818","CT4","apr_2006",16
"34690","CT4","apr_2007",16
"43546","CT4","apr_2008",16
"53386","CT4","apr_2009",18
"64210","CT4","apr_2010",15
"76018","CT4","apr_2011",20
"88810","CT4","apr_2012",13
"102586","CT4","apr_2013",13
"117346","CT4","apr_2014",12
"133090","CT4","apr_2015",12
"149818","CT4","apr_2016",14
"167530","CT4","apr_2017",17
"186226","CT4","apr_2018",14
"578","CT4","aug_2000",8
"2546","CT4","aug_2001",6
"5498","CT4","aug_2002",14
"9434","CT4","aug_2003",3
"14354","CT4","aug_2004",6
"20258","CT4","aug_2005",2
"27146","CT4","aug_2006",4
"35018","CT4","aug_2007",12
"43874","CT4","aug_2008",11
"53714","CT4","aug_2009",7
"64538","CT4","aug_2010",10
"76346","CT4","aug_2011",4
"89138","CT4","aug_2012",3
"102914","CT4","aug_2013",4
"117674","CT4","aug_2014",7
"133418","CT4","aug_2015",8
"150146","CT4","aug_2016",5
"167858","CT4","aug_2017",4
"186554","CT4","aug_2018",15
"906","CT4","dec_2000",6
"2874","CT4","dec_2001",9
"5826","CT4","dec_2002",7
"9762","CT4","dec_2003",9
"14682","CT4","dec_2004",10
"20586","CT4","dec_2005",7
"27474","CT4","dec_2006",12
"35346","CT4","dec_2007",14
"44202","CT4","dec_2008",12
"54042","CT4","dec_2009",9
"64866","CT4","dec_2010",11
"76674","CT4","dec_2011",10
"89466","CT4","dec_2012",14
"103242","CT4","dec_2013",9
"118002","CT4","dec_2014",6
"133746","CT4","dec_2015",10
"150474","CT4","dec_2016",13
"168186","CT4","dec_2017",10
"186882","CT4","dec_2018",5
"86","CT4","feb_2000",15
"2054","CT4","feb_2001",12
"5006","CT4","feb_2002",7
"8942","CT4","feb_2003",9
"13862","CT4","feb_2004",11
"19766","CT4","feb_2005",8
"26654","CT4","feb_2006",10
"34526","CT4","feb_2007",12
"43382","CT4","feb_2008",12
"53222","CT4","feb_2009",14
"64046","CT4","feb_2010",9
"75854","CT4","feb_2011",16
"88646","CT4","feb_2012",10
"102422","CT4","feb_2013",7
"117182","CT4","feb_2014",8
"132926","CT4","feb_2015",5
"149654","CT4","feb_2016",7
"167366","CT4","feb_2017",15
"186062","CT4","feb_2018",8
"4","CT4","jan_2000",14
"1972","CT4","jan_2001",8
"4924","CT4","jan_2002",8
"8860","CT4","jan_2003",4
"13780","CT4","jan_2004",9
"19684","CT4","jan_2005",13
"26572","CT4","jan_2006",13
"34444","CT4","jan_2007",15
"43300","CT4","jan_2008",16
"53140","CT4","jan_2009",10
"63964","CT4","jan_2010",8
"75772","CT4","jan_2011",7
"88564","CT4","jan_2012",6
"102340","CT4","jan_2013",9
"117100","CT4","jan_2014",7
"132844","CT4","jan_2015",2
"149572","CT4","jan_2016",9
"167284","CT4","jan_2017",18
"185980","CT4","jan_2018",6
"496","CT4","jul_2000",13
"2464","CT4","jul_2001",12
"5416","CT4","jul_2002",13
"9352","CT4","jul_2003",7
"14272","CT4","jul_2004",8
"20176","CT4","jul_2005",10
"27064","CT4","jul_2006",9
"34936","CT4","jul_2007",7
"43792","CT4","jul_2008",7
"53632","CT4","jul_2009",12
"64456","CT4","jul_2010",13
"76264","CT4","jul_2011",11
"89056","CT4","jul_2012",3
"102832","CT4","jul_2013",4
"117592","CT4","jul_2014",5
"133336","CT4","jul_2015",11
"150064","CT4","jul_2016",13
"167776","CT4","jul_2017",7
"186472","CT4","jul_2018",3
"414","CT4","jun_2000",10
"2382","CT4","jun_2001",17
"5334","CT4","jun_2002",17
"9270","CT4","jun_2003",14
"14190","CT4","jun_2004",7
"20094","CT4","jun_2005",19
"26982","CT4","jun_2006",15
"34854","CT4","jun_2007",16
"43710","CT4","jun_2008",14
"53550","CT4","jun_2009",19
"64374","CT4","jun_2010",17
"76182","CT4","jun_2011",19
"88974","CT4","jun_2012",14
"102750","CT4","jun_2013",13
"117510","CT4","jun_2014",16
"133254","CT4","jun_2015",14
"149982","CT4","jun_2016",13
"167694","CT4","jun_2017",13
"186390","CT4","jun_2018",14
"168","CT4","mar_2000",11
"2136","CT4","mar_2001",8
"5088","CT4","mar_2002",13
"9024","CT4","mar_2003",15
"13944","CT4","mar_2004",9
"19848","CT4","mar_2005",14
"26736","CT4","mar_2006",19
"34608","CT4","mar_2007",9
"43464","CT4","mar_2008",16
"53304","CT4","mar_2009",13
"64128","CT4","mar_2010",15
"75936","CT4","mar_2011",19
"88728","CT4","mar_2012",17
"102504","CT4","mar_2013",16
"117264","CT4","mar_2014",12
"133008","CT4","mar_2015",4
"149736","CT4","mar_2016",12
"167448","CT4","mar_2017",15
"186144","CT4","mar_2018",16
"332","CT4","may_2000",21
"2300","CT4","may_2001",9
"5252","CT4","may_2002",14
"9188","CT4","may_2003",17
"14108","CT4","may_2004",20
"20012","CT4","may_2005",20
"26900","CT4","may_2006",12
"34772","CT4","may_2007",12
"43628","CT4","may_2008",15
"53468","CT4","may_2009",16
"64292","CT4","may_2010",17
"76100","CT4","may_2011",19
"88892","CT4","may_2012",14
"102668","CT4","may_2013",19
"117428","CT4","may_2014",18
"133172","CT4","may_2015",16
"149900","CT4","may_2016",13
"167612","CT4","may_2017",13
"186308","CT4","may_2018",17
"824","CT4","nov_2000",7
"2792","CT4","nov_2001",8
"5744","CT4","nov_2002",9
"9680","CT4","nov_2003",8
"14600","CT4","nov_2004",7
"20504","CT4","nov_2005",9
"27392","CT4","nov_2006",8
"35264","CT4","nov_2007",4
"44120","CT4","nov_2008",9
"53960","CT4","nov_2009",7
"64784","CT4","nov_2010",15
"76592","CT4","nov_2011",7
"89384","CT4","nov_2012",6
"103160","CT4","nov_2013",4
"117920","CT4","nov_2014",11
"133664","CT4","nov_2015",11
"150392","CT4","nov_2016",6
"168104","CT4","nov_2017",10
"186800","CT4","nov_2018",10
"742","CT4","oct_2000",11
"2710","CT4","oct_2001",6
"5662","CT4","oct_2002",3
"9598","CT4","oct_2003",6
"14518","CT4","oct_2004",9
"20422","CT4","oct_2005",11
"27310","CT4","oct_2006",10
"35182","CT4","oct_2007",14
"44038","CT4","oct_2008",10
"53878","CT4","oct_2009",11
"64702","CT4","oct_2010",9
"76510","CT4","oct_2011",6
"89302","CT4","oct_2012",9
"103078","CT4","oct_2013",9
"117838","CT4","oct_2014",4
"133582","CT4","oct_2015",5
"150310","CT4","oct_2016",14
"168022","CT4","oct_2017",7
"186718","CT4","oct_2018",10
"660","CT4","sep_2000",5
"2628","CT4","sep_2001",3
"5580","CT4","sep_2002",11
"9516","CT4","sep_2003",7
"14436","CT4","sep_2004",9
"20340","CT4","sep_2005",8
"27228","CT4","sep_2006",7
"35100","CT4","sep_2007",11
"43956","CT4","sep_2008",4
"53796","CT4","sep_2009",8
"64620","CT4","sep_2010",4
"76428","CT4","sep_2011",2
"89220","CT4","sep_2012",2
"102996","CT4","sep_2013",6
"117756","CT4","sep_2014",7
"133500","CT4","sep_2015",6
"150228","CT4","sep_2016",7
"167940","CT4","sep_2017",7
"186636","CT4","sep_2018",9
"251","CT5","apr_2000",NA
"2219","CT5","apr_2001",NA
"5171","CT5","apr_2002",NA
"9107","CT5","apr_2003",NA
"14027","CT5","apr_2004",NA
"19931","CT5","apr_2005",NA
"26819","CT5","apr_2006",NA
"34691","CT5","apr_2007",NA
"43547","CT5","apr_2008",NA
"53387","CT5","apr_2009",NA
"64211","CT5","apr_2010",NA
"76019","CT5","apr_2011",NA
"88811","CT5","apr_2012",NA
"102587","CT5","apr_2013",NA
"117347","CT5","apr_2014",NA
"133091","CT5","apr_2015",NA
"149819","CT5","apr_2016",NA
"167531","CT5","apr_2017",NA
"186227","CT5","apr_2018",NA
"579","CT5","aug_2000",NA
"2547","CT5","aug_2001",NA
"5499","CT5","aug_2002",NA
"9435","CT5","aug_2003",NA
"14355","CT5","aug_2004",NA
"20259","CT5","aug_2005",NA
"27147","CT5","aug_2006",NA
"35019","CT5","aug_2007",NA
"43875","CT5","aug_2008",NA
"53715","CT5","aug_2009",NA
"64539","CT5","aug_2010",NA
"76347","CT5","aug_2011",NA
"89139","CT5","aug_2012",NA
"102915","CT5","aug_2013",NA
"117675","CT5","aug_2014",NA
"133419","CT5","aug_2015",NA
"150147","CT5","aug_2016",NA
"167859","CT5","aug_2017",NA
"186555","CT5","aug_2018",NA
"907","CT5","dec_2000",NA
"2875","CT5","dec_2001",NA
"5827","CT5","dec_2002",NA
"9763","CT5","dec_2003",NA
"14683","CT5","dec_2004",NA
"20587","CT5","dec_2005",NA
"27475","CT5","dec_2006",NA
"35347","CT5","dec_2007",NA
"44203","CT5","dec_2008",NA
"54043","CT5","dec_2009",NA
"64867","CT5","dec_2010",NA
"76675","CT5","dec_2011",NA
"89467","CT5","dec_2012",NA
"103243","CT5","dec_2013",NA
"118003","CT5","dec_2014",NA
"133747","CT5","dec_2015",NA
"150475","CT5","dec_2016",NA
"168187","CT5","dec_2017",NA
"186883","CT5","dec_2018",NA
"87","CT5","feb_2000",NA
"2055","CT5","feb_2001",NA
"5007","CT5","feb_2002",NA
"8943","CT5","feb_2003",NA
"13863","CT5","feb_2004",NA
"19767","CT5","feb_2005",NA
"26655","CT5","feb_2006",NA
"34527","CT5","feb_2007",NA
"43383","CT5","feb_2008",NA
"53223","CT5","feb_2009",NA
"64047","CT5","feb_2010",NA
"75855","CT5","feb_2011",NA
"88647","CT5","feb_2012",NA
"102423","CT5","feb_2013",NA
"117183","CT5","feb_2014",NA
"132927","CT5","feb_2015",NA
"149655","CT5","feb_2016",NA
"167367","CT5","feb_2017",NA
"186063","CT5","feb_2018",NA
"5","CT5","jan_2000",NA
"1973","CT5","jan_2001",NA
"4925","CT5","jan_2002",NA
"8861","CT5","jan_2003",NA
"13781","CT5","jan_2004",NA
"19685","CT5","jan_2005",NA
"26573","CT5","jan_2006",NA
"34445","CT5","jan_2007",NA
"43301","CT5","jan_2008",NA
"53141","CT5","jan_2009",NA
"63965","CT5","jan_2010",NA
"75773","CT5","jan_2011",NA
"88565","CT5","jan_2012",NA
"102341","CT5","jan_2013",NA
"117101","CT5","jan_2014",NA
"132845","CT5","jan_2015",NA
"149573","CT5","jan_2016",NA
"167285","CT5","jan_2017",NA
"185981","CT5","jan_2018",NA
"497","CT5","jul_2000",NA
"2465","CT5","jul_2001",NA
"5417","CT5","jul_2002",NA
"9353","CT5","jul_2003",NA
"14273","CT5","jul_2004",NA
"20177","CT5","jul_2005",NA
"27065","CT5","jul_2006",NA
"34937","CT5","jul_2007",NA
"43793","CT5","jul_2008",NA
"53633","CT5","jul_2009",NA
"64457","CT5","jul_2010",NA
"76265","CT5","jul_2011",NA
"89057","CT5","jul_2012",NA
"102833","CT5","jul_2013",NA
"117593","CT5","jul_2014",NA
"133337","CT5","jul_2015",NA
"150065","CT5","jul_2016",NA
"167777","CT5","jul_2017",NA
"186473","CT5","jul_2018",NA
"415","CT5","jun_2000",NA
"2383","CT5","jun_2001",NA
"5335","CT5","jun_2002",NA
"9271","CT5","jun_2003",NA
"14191","CT5","jun_2004",NA
"20095","CT5","jun_2005",NA
"26983","CT5","jun_2006",NA
"34855","CT5","jun_2007",NA
"43711","CT5","jun_2008",NA
"53551","CT5","jun_2009",NA
"64375","CT5","jun_2010",NA
"76183","CT5","jun_2011",NA
"88975","CT5","jun_2012",NA
"102751","CT5","jun_2013",NA
"117511","CT5","jun_2014",NA
"133255","CT5","jun_2015",NA
"149983","CT5","jun_2016",NA
"167695","CT5","jun_2017",NA
"186391","CT5","jun_2018",NA
"169","CT5","mar_2000",NA
"2137","CT5","mar_2001",NA
"5089","CT5","mar_2002",NA
"9025","CT5","mar_2003",NA
"13945","CT5","mar_2004",NA
"19849","CT5","mar_2005",NA
"26737","CT5","mar_2006",NA
"34609","CT5","mar_2007",NA
"43465","CT5","mar_2008",NA
"53305","CT5","mar_2009",NA
"64129","CT5","mar_2010",NA
"75937","CT5","mar_2011",NA
"88729","CT5","mar_2012",NA
"102505","CT5","mar_2013",NA
"117265","CT5","mar_2014",NA
"133009","CT5","mar_2015",NA
"149737","CT5","mar_2016",NA
"167449","CT5","mar_2017",NA
"186145","CT5","mar_2018",NA
"333","CT5","may_2000",NA
"2301","CT5","may_2001",NA
"5253","CT5","may_2002",NA
"9189","CT5","may_2003",NA
"14109","CT5","may_2004",NA
"20013","CT5","may_2005",NA
"26901","CT5","may_2006",NA
"34773","CT5","may_2007",NA
"43629","CT5","may_2008",NA
"53469","CT5","may_2009",NA
"64293","CT5","may_2010",NA
"76101","CT5","may_2011",NA
"88893","CT5","may_2012",NA
"102669","CT5","may_2013",NA
