"","HEXID","PercImper"
"1","CT1",22.3929713457743
"2","CT2",4.64316259989551
"3","CT3",10.9207247881407
"4","CT4",23.079666560392
"5","CT5",23.9622753663257
"6","CT6",79.4282736620685
"7","CT7",2.69869523305229
"8","CT8",11.4067818607642
"9","CT9",16.6042832912972
"10","CT10",11.2458144683815
"11","CT11",10.2697789585792
"12","CT12",11.5441279093633
"13","CT13",82.247920496347
"14","CT14",2.17935804739416
"15","CT15",6.24108530783362
"16","CT16",29.8043561849075
"17","CT17",42.2601571822882
"18","CT18",3.5682818670292
"19","CT19",8.13603865752018
"20","CT20",5.86374794543941
"21","CT21",63.6158783635003
"22","CT22",15.1962568893502
"23","CT23",6.1265909798825
"24","CT24",18.2263100759893
"25","CT25",19.6250431258728
"26","CT26",8.18171112249582
"27","CT27",6.00827792102049
"28","CT28",22.7287763134538
"29","CT29",10.9437542691257
"30","CT30",23.1933836049623
"31","CT31",34.0577788894447
"32","CT32",28.3051005830341
"33","CT33",24.4073330465127
"34","CT34",4.19528468047632
"35","CT35",11.8964775846295
"36","CT36",13.1491100586455
"37","CT37",26.1780673724495
"38","CT38",34.7821537352544
"39","CT39",31.1479637612516
"40","CT40",6.41456228956229
"41","CT41",11.7891138866307
"42","CT42",10.8045905707196
"43","CT43",26.3271043822744
"44","CT44",45.5987054316965
"45","CT45",24.4095402711938
"46","CT46",4.24815461318182
"47","CT47",18.8565476190476
"48","CT48",20.1006655823097
"49","CT49",7.04101600720128
"50","CT50",3.96183787199816
"51","CT51",8.04411412131383
"52","CT52",26.0883471323413
"53","CT53",3.71400854882226
"54","CT54",11.3176774155058
"55","CT55",44.3835137116968
"56","CT56",47.647427305494
"57","CT57",17.5812368095775
"58","CT58",43.3589109225202
"59","CT59",45.2412509500621
"60","CT60",13.2335322300932
"61","CT61",26.3847136527955
"62","FR1",6.19315770862801
"63","FR2",7.4133535660091
"64","FR3",16.2762758347344
"65","FR4",11.4357572512049
"66","FR5",9.99590571493956
"67","FR6",5.06352022711143
"68","FR7",44.1252545976983
"69","FR8",4.97887417344019
"70","FR9",5.14214629817444
"71","FR10",17.6994698560672
"72","FR11",3.9489322547253
"73","FR12",43.9299466085626
"74","FR13",44.7825447657514
"75","FR14",15.5595149397528
"76","FR15",22.5955809973801
"77","FR16",13.5160427807487
"78","FR17",7.28828898190013
"79","FR18",5.80004755224803
"80","FR19",7.26477154883182
"81","FR20",7.34010952348082
"82","FR21",9.24723412155426
"83","FR22",5.64661409881575
"84","FR23",4.4090695450641
"85","FR24",5.0947278077489
"86","FR25",5.97661639688313
"87","FR26",5.45840213387527
"88","FR27",10.9226989773233
"89","FR28",16.4100358309788
"90","FR29",7.84684684684685
"91","FR30",23.508093019711
"92","FR31",20.4442011798334
"93","FR32",11.3143284621016
"94","FR33",26.1421951875901
"95","FR34",12.5174408848486
"96","FR35",4.49332819623708
"97","FR36",2.84976184470197
"98","FR37",4.83367764054327
"99","FR38",15.6792564875358
"100","FR39",5.12202344231956
"101","FR40",9.78249360889948
"102","FR41",5.11943329579688
"103","FR42",9.79702415816353
"104","FR43",6.16233638144083
"105","FR44",6.56254929925344
"106","FR45",6.28501308900524
"107","FR46",24.7142240197022
"108","FR47",3.46103832296102
"109","FR48",6.27631812358332
"110","FR49",11.7124819119638
"111","FR50",15.9854189415447
"112","FR51",24.9694248008397
"113","FR52",5.00011925347326
"114","FR53",9.85411862717386
"115","FR54",18.6028804526426
"116","FR55",7.61728815178326
"117","FR56",23.813351194463
"118","FR57",9.04989554205637
"119","FR58",9.26992883209467
"120","FR59",3.93984178804621
"121","FR60",20.6470461846979
"122","FR61",5.99553274403574
"123","FR62",4.88278883042088
"124","FR63",5.71019219775496
"125","FR64",8.98620585809121
"126","FR65",25.1677740418749
"127","FR66",3.321175
"128","FR67",11.4056585936797
"129","FR68",13.6688597840938
"130","FR69",5.57452467347564
"131","FR70",4.67341238036868
"132","FR71",2.22112724757953
"133","FR72",13.9972562384473
"134","FR73",6.0882644913462
"135","FR74",8.20772229808625
"136","FR75",11.4794906278894
"137","FR76",18.4153839648173
"138","FR77",2.82367548480629
"139","FR78",10.8450978378789
"140","FR79",12.8273405476308
"141","FR80",10.9201398865106
"142","FR81",11.2856019602107
"143","FR82",20.4272896164564
"144","FR83",11.6195639131255
"145","FR84",8.22899812725181
"146","FR85",6.38575435692279
"147","FR86",4.4609525768456
"148","FR87",5.49417652411283
"149","FR88",4.89848931875153
"150","FR89",12.5154148343594
"151","FR90",4.29507990436643
"152","FR91",12.1393292185546
"153","FR92",8.62651785545673
