"","HEXID","date","NDaysAbove5ms"
"190","CT75","feb_2000",8
"191","CT76","feb_2000",7
"192","CT77","feb_2000",8
"193","CT78","feb_2000",5
"194","CT79","feb_2000",11
"195","CT80","feb_2000",6
"196","CT81","feb_2000",14
"197","CT82","feb_2000",13
"198","CT83","feb_2000",8
"199","CT84","feb_2000",12
"200","CT85","feb_2000",6
"201","CT86","feb_2000",11
"202","FR9","feb_2000",3
"203","FR15","feb_2000",0
"204","FR16","feb_2000",1
"205","FR17","feb_2000",19
"206","FR18","feb_2000",1
"207","FR20","feb_2000",1
"208","FR23","feb_2000",18
"209","FR24","feb_2000",4
"210","FR25","feb_2000",17
"211","FR26","feb_2000",1
"212","FR29","feb_2000",2
"213","FR30","feb_2000",10
"214","FR31","feb_2000",9
"215","FR36","feb_2000",20
"216","FR39","feb_2000",0
"217","FR44","feb_2000",5
"218","FR47","feb_2000",20
"219","FR48","feb_2000",2
"220","FR53","feb_2000",20
"221","FR58","feb_2000",21
"222","FR59","feb_2000",21
"223","FR62","feb_2000",21
"224","FR63","feb_2000",21
"225","FR68","feb_2000",6
"226","FR70","feb_2000",21
"227","FR75","feb_2000",15
"228","FR87","feb_2000",4
"229","FR90","feb_2000",14
"230","FR91","feb_2000",13
"231","CT1","mar_2000",7
"232","CT2","mar_2000",9
"233","CT3","mar_2000",10
"234","CT4","mar_2000",10
"235","CT5","mar_2000",9
"236","CT6","mar_2000",NA
"237","CT7","mar_2000",20
"238","CT8","mar_2000",5
"239","CT9","mar_2000",14
"240","CT10","mar_2000",5
"241","CT11","mar_2000",5
"242","CT12","mar_2000",4
"243","CT13","mar_2000",13
"244","CT14","mar_2000",10
"245","CT15","mar_2000",3
"246","CT16","mar_2000",NA
"247","CT17","mar_2000",14
"248","CT18","mar_2000",6
"249","CT19","mar_2000",3
"250","CT20","mar_2000",0
"251","CT21","mar_2000",5
"252","CT22","mar_2000",4
"253","CT23","mar_2000",8
"254","CT24","mar_2000",11
"255","CT25","mar_2000",6
"256","CT26","mar_2000",17
"257","CT27","mar_2000",16
"258","CT28","mar_2000",4
"259","CT29","mar_2000",1
"260","CT30","mar_2000",1
"261","CT31","mar_2000",4
"262","CT32","mar_2000",4
"263","CT33","mar_2000",6
"264","CT34","mar_2000",9
"265","CT35","mar_2000",8
"266","CT36","mar_2000",11
"267","CT37","mar_2000",1
"268","CT38","mar_2000",1
"269","CT39","mar_2000",0
"270","CT40","mar_2000",3
"271","CT41","mar_2000",0
"272","CT42","mar_2000",11
"273","CT43","mar_2000",11
"274","CT44","mar_2000",1
"275","CT45","mar_2000",2
"276","CT46","mar_2000",0
"277","CT47","mar_2000",0
"278","CT48","mar_2000",0
"279","CT49","mar_2000",4
"280","CT50","mar_2000",9
"281","CT51","mar_2000",5
"282","CT52","mar_2000",1
"283","CT53","mar_2000",1
"284","CT54","mar_2000",1
"285","CT55","mar_2000",1
"286","CT56","mar_2000",2
"287","CT57","mar_2000",6
"288","CT58","mar_2000",4
"289","CT59","mar_2000",4
"290","CT60","mar_2000",3
"291","CT61","mar_2000",2
"292","CT62","mar_2000",1
"293","CT63","mar_2000",1
"294","CT64","mar_2000",2
"295","CT65","mar_2000",8
"296","CT66","mar_2000",8
"297","CT67","mar_2000",12
"298","CT68","mar_2000",12
"299","CT69","mar_2000",5
"300","CT70","mar_2000",2
"301","CT71","mar_2000",1
"302","CT72","mar_2000",1
"303","CT73","mar_2000",4
"304","CT74","mar_2000",6
"305","CT75","mar_2000",2
"306","CT76","mar_2000",2
"307","CT77","mar_2000",2
"308","CT78","mar_2000",5
"309","CT79","mar_2000",5
"310","CT80","mar_2000",4
"311","CT81","mar_2000",7
"312","CT82","mar_2000",13
"313","CT83","mar_2000",5
"314","CT84","mar_2000",7
"315","CT85","mar_2000",3
"316","CT86","mar_2000",6
"317","FR9","mar_2000",1
"318","FR15","mar_2000",0
"319","FR16","mar_2000",0
"320","FR17","mar_2000",12
"321","FR18","mar_2000",0
"322","FR20","mar_2000",0
"323","FR23","mar_2000",8
"324","FR24","mar_2000",4
"325","FR25","mar_2000",7
"326","FR26","mar_2000",0
"327","FR29","mar_2000",1
"328","FR30","mar_2000",17
"329","FR31","mar_2000",5
"330","FR36","mar_2000",8
"331","FR39","mar_2000",0
"332","FR44","mar_2000",2
"333","FR47","mar_2000",9
"334","FR48","mar_2000",3
"335","FR53","mar_2000",8
"336","FR58","mar_2000",12
"337","FR59","mar_2000",12
"338","FR62","mar_2000",13
"339","FR63","mar_2000",13
"340","FR68","mar_2000",5
"341","FR70","mar_2000",11
"342","FR75","mar_2000",13
"343","FR87","mar_2000",1
"344","FR90","mar_2000",13
"345","FR91","mar_2000",13
"346","CT1","apr_2000",8
"347","CT2","apr_2000",12
"348","CT3","apr_2000",14
"349","CT4","apr_2000",14
"350","CT5","apr_2000",15
"351","CT6","apr_2000",NA
"352","CT7","apr_2000",19
"353","CT8","apr_2000",7
"354","CT9","apr_2000",8
"355","CT10","apr_2000",3
"356","CT11","apr_2000",9
"357","CT12","apr_2000",9
"358","CT13","apr_2000",16
"359","CT14","apr_2000",14
"360","CT15","apr_2000",12
"361","CT16","apr_2000",NA
"362","CT17","apr_2000",10
"363","CT18","apr_2000",6
"364","CT19","apr_2000",2
"365","CT20","apr_2000",2
"366","CT21","apr_2000",10
"367","CT22","apr_2000",5
"368","CT23","apr_2000",12
"369","CT24","apr_2000",13
"370","CT25","apr_2000",11
"371","CT26","apr_2000",15
"372","CT27","apr_2000",13
"373","CT28","apr_2000",3
"374","CT29","apr_2000",2
"375","CT30","apr_2000",2
"376","CT31","apr_2000",7
"377","CT32","apr_2000",8
"378","CT33","apr_2000",8
"379","CT34","apr_2000",14
"380","CT35","apr_2000",12
"381","CT36","apr_2000",12
"382","CT37","apr_2000",1
"383","CT38","apr_2000",1
"384","CT39","apr_2000",2
"385","CT40","apr_2000",4
"386","CT41","apr_2000",3
"387","CT42","apr_2000",14
"388","CT43","apr_2000",13
"389","CT44","apr_2000",2
"390","CT45","apr_2000",2
"391","CT46","apr_2000",2
"392","CT47","apr_2000",2
"393","CT48","apr_2000",2
"394","CT49","apr_2000",4
"395","CT50","apr_2000",9
"396","CT51","apr_2000",3
"397","CT52","apr_2000",3
"398","CT53","apr_2000",3
"399","CT54","apr_2000",2
"400","CT55","apr_2000",2
"401","CT56","apr_2000",2
"402","CT57","apr_2000",4
"403","CT58","apr_2000",4
"404","CT59","apr_2000",6
"405","CT60","apr_2000",4
"406","CT61","apr_2000",3
"407","CT62","apr_2000",3
"408","CT63","apr_2000",1
"409","CT64","apr_2000",1
"410","CT65","apr_2000",6
"411","CT66","apr_2000",7
"412","CT67","apr_2000",11
"413","CT68","apr_2000",11
"414","CT69","apr_2000",8
"415","CT70","apr_2000",3
"416","CT71","apr_2000",2
"417","CT72","apr_2000",1
"418","CT73","apr_2000",1
"419","CT74","apr_2000",5
"420","CT75","apr_2000",3
"421","CT76","apr_2000",1
"422","CT77","apr_2000",2
"423","CT78","apr_2000",3
"424","CT79","apr_2000",4
"425","CT80","apr_2000",2
"426","CT81","apr_2000",7
"427","CT82","apr_2000",9
"428","CT83","apr_2000",2
"429","CT84","apr_2000",5
"430","CT85","apr_2000",4
"431","CT86","apr_2000",2
"432","FR9","apr_2000",3
"433","FR15","apr_2000",1
"434","FR16","apr_2000",2
"435","FR17","apr_2000",14
"436","FR18","apr_2000",2
"437","FR20","apr_2000",2
"438","FR23","apr_2000",13
"439","FR24","apr_2000",4
"440","FR25","apr_2000",12
"441","FR26","apr_2000",2
"442","FR29","apr_2000",2
"443","FR30","apr_2000",13
"444","FR31","apr_2000",3
"445","FR36","apr_2000",13
"446","FR39","apr_2000",2
"447","FR44","apr_2000",2
"448","FR47","apr_2000",13
"449","FR48","apr_2000",3
"450","FR53","apr_2000",13
"451","FR58","apr_2000",15
"452","FR59","apr_2000",15
"453","FR62","apr_2000",16
"454","FR63","apr_2000",16
"455","FR68","apr_2000",9
"456","FR70","apr_2000",14
"457","FR75","apr_2000",11
"458","FR87","apr_2000",1
"459","FR90","apr_2000",9
"460","FR91","apr_2000",7
"461","CT1","may_2000",13
"462","CT2","may_2000",18
"463","CT3","may_2000",22
"464","CT4","may_2000",22
"465","CT5","may_2000",17
"466","CT6","may_2000",NA
"467","CT7","may_2000",25
"468","CT8","may_2000",8
"469","CT9","may_2000",12
"470","CT10","may_2000",9
"471","CT11","may_2000",15
"472","CT12","may_2000",16
"473","CT13","may_2000",22
"474","CT14","may_2000",21
"475","CT15","may_2000",16
"476","CT16","may_2000",NA
"477","CT17","may_2000",18
"478","CT18","may_2000",10
"479","CT19","may_2000",7
"480","CT20","may_2000",6
"481","CT21","may_2000",15
"482","CT22","may_2000",13
"483","CT23","may_2000",18
"484","CT24","may_2000",19
"485","CT25","may_2000",19
"486","CT26","may_2000",19
"487","CT27","may_2000",18
"488","CT28","may_2000",8
"489","CT29","may_2000",7
"490","CT30","may_2000",2
"491","CT31","may_2000",12
"492","CT32","may_2000",16
"493","CT33","may_2000",18
"494","CT34","may_2000",18
"495","CT35","may_2000",19
"496","CT36","may_2000",14
"497","CT37","may_2000",3
"498","CT38","may_2000",6
"499","CT39","may_2000",3
"500","CT40","may_2000",9
"501","CT41","may_2000",8
"502","CT42","may_2000",20
"503","CT43","may_2000",19
"504","CT44","may_2000",2
"505","CT45","may_2000",4
"506","CT46","may_2000",3
"507","CT47","may_2000",3
"508","CT48","may_2000",3
"509","CT49","may_2000",11
"510","CT50","may_2000",13
"511","CT51","may_2000",7
"512","CT52","may_2000",3
"513","CT53","may_2000",4
"514","CT54","may_2000",2
"515","CT55","may_2000",2
"516","CT56","may_2000",4
"517","CT57","may_2000",9
"518","CT58","may_2000",6
"519","CT59","may_2000",13
"520","CT60","may_2000",8
"521","CT61","may_2000",4
"522","CT62","may_2000",3
"523","CT63","may_2000",2
"524","CT64","may_2000",2
"525","CT65","may_2000",13
"526","CT66","may_2000",10
"527","CT67","may_2000",17
"528","CT68","may_2000",17
"529","CT69","may_2000",15
"530","CT70","may_2000",5
"531","CT71","may_2000",2
"532","CT72","may_2000",2
"533","CT73","may_2000",6
"534","CT74","may_2000",9
"535","CT75","may_2000",3
"536","CT76","may_2000",2
"537","CT77","may_2000",2
"538","CT78","may_2000",9
"539","CT79","may_2000",6
"540","CT80","may_2000",4
"541","CT81","may_2000",13
"542","CT82","may_2000",10
"543","CT83","may_2000",4
"544","CT84","may_2000",6
"545","CT85","may_2000",4
"546","CT86","may_2000",2
"547","FR9","may_2000",9
"548","FR15","may_2000",1
"549","FR16","may_2000",3
"550","FR17","may_2000",20
"551","FR18","may_2000",5
"552","FR20","may_2000",3
"553","FR23","may_2000",18
"554","FR24","may_2000",12
"555","FR25","may_2000",18
"556","FR26","may_2000",3
"557","FR29","may_2000",6
"558","FR30","may_2000",21
"559","FR31","may_2000",7
"560","FR36","may_2000",19
"561","FR39","may_2000",2
"562","FR44","may_2000",4
"563","FR47","may_2000",19
"564","FR48","may_2000",9
"565","FR53","may_2000",19
"566","FR58","may_2000",22
"567","FR59","may_2000",22
"568","FR62","may_2000",22
"569","FR63","may_2000",22
"570","FR68","may_2000",15
"571","FR70","may_2000",22
"572","FR75","may_2000",16
"573","FR87","may_2000",2
"574","FR90","may_2000",12
"575","FR91","may_2000",10
"576","CT1","jun_2000",4
"577","CT2","jun_2000",9
"578","CT3","jun_2000",21
"579","CT4","jun_2000",19
"580","CT5","jun_2000",5
"581","CT6","jun_2000",NA
"582","CT7","jun_2000",9
"583","CT8","jun_2000",7
"584","CT9","jun_2000",5
"585","CT10","jun_2000",5
"586","CT11","jun_2000",6
"587","CT12","jun_2000",6
"588","CT13","jun_2000",15
"589","CT14","jun_2000",13
"590","CT15","jun_2000",5
"591","CT16","jun_2000",NA
"592","CT17","jun_2000",7
"593","CT18","jun_2000",13
"594","CT19","jun_2000",4
"595","CT20","jun_2000",4
"596","CT21","jun_2000",6
"597","CT22","jun_2000",6
"598","CT23","jun_2000",7
"599","CT24","jun_2000",11
"600","CT25","jun_2000",8
"601","CT26","jun_2000",7
"602","CT27","jun_2000",6
"603","CT28","jun_2000",6
"604","CT29","jun_2000",6
"605","CT30","jun_2000",2
"606","CT31","jun_2000",6
"607","CT32","jun_2000",9
"608","CT33","jun_2000",5
"609","CT34","jun_2000",9
"610","CT35","jun_2000",7
"611","CT36","jun_2000",4
"612","CT37","jun_2000",1
"613","CT38","jun_2000",6
"614","CT39","jun_2000",1
"615","CT40","jun_2000",6
"616","CT41","jun_2000",2
"617","CT42","jun_2000",10
"618","CT43","jun_2000",7
"619","CT44","jun_2000",1
"620","CT45","jun_2000",2
"621","CT46","jun_2000",0
"622","CT47","jun_2000",0
"623","CT48","jun_2000",0
"624","CT49","jun_2000",1
"625","CT50","jun_2000",4
"626","CT51","jun_2000",5
"627","CT52","jun_2000",3
"628","CT53","jun_2000",3
"629","CT54","jun_2000",0
"630","CT55","jun_2000",0
"631","CT56","jun_2000",0
"632","CT57","jun_2000",1
"633","CT58","jun_2000",2
"634","CT59","jun_2000",6
"635","CT60","jun_2000",3
"636","CT61","jun_2000",3
"637","CT62","jun_2000",2
"638","CT63","jun_2000",0
"639","CT64","jun_2000",0
"640","CT65","jun_2000",3
"641","CT66","jun_2000",2
"642","CT67","jun_2000",14
"643","CT68","jun_2000",15
"644","CT69","jun_2000",9
"645","CT70","jun_2000",3
"646","CT71","jun_2000",0
"647","CT72","jun_2000",0
"648","CT73","jun_2000",0
"649","CT74","jun_2000",2
"650","CT75","jun_2000",3
"651","CT76","jun_2000",0
"652","CT77","jun_2000",0
"653","CT78","jun_2000",1
"654","CT79","jun_2000",0
"655","CT80","jun_2000",0
"656","CT81","jun_2000",2
"657","CT82","jun_2000",8
"658","CT83","jun_2000",5
"659","CT84","jun_2000",6
"660","CT85","jun_2000",6
"661","CT86","jun_2000",4
"662","FR9","jun_2000",4
"663","FR15","jun_2000",0
"664","FR16","jun_2000",0
"665","FR17","jun_2000",11
"666","FR18","jun_2000",1
"667","FR20","jun_2000",0
"668","FR23","jun_2000",9
"669","FR24","jun_2000",6
"670","FR25","jun_2000",9
"671","FR26","jun_2000",1
"672","FR29","jun_2000",4
"673","FR30","jun_2000",7
"674","FR31","jun_2000",5
"675","FR36","jun_2000",9
"676","FR39","jun_2000",1
"677","FR44","jun_2000",0
"678","FR47","jun_2000",9
"679","FR48","jun_2000",5
"680","FR53","jun_2000",9
"681","FR58","jun_2000",15
"682","FR59","jun_2000",15
"683","FR62","jun_2000",15
"684","FR63","jun_2000",15
"685","FR68","jun_2000",6
"686","FR70","jun_2000",16
"687","FR75","jun_2000",7
"688","FR87","jun_2000",0
"689","FR90","jun_2000",8
"690","FR91","jun_2000",8
"691","CT1","jul_2000",0
"692","CT2","jul_2000",8
"693","CT3","jul_2000",17
"694","CT4","jul_2000",17
"695","CT5","jul_2000",10
"696","CT6","jul_2000",NA
"697","CT7","jul_2000",12
"698","CT8","jul_2000",2
"699","CT9","jul_2000",0
"700","CT10","jul_2000",1
"701","CT11","jul_2000",4
"702","CT12","jul_2000",4
"703","CT13","jul_2000",14
"704","CT14","jul_2000",14
"705","CT15","jul_2000",9
"706","CT16","jul_2000",NA
"707","CT17","jul_2000",6
"708","CT18","jul_2000",3
"709","CT19","jul_2000",0
"710","CT20","jul_2000",0
"711","CT21","jul_2000",6
"712","CT22","jul_2000",3
"713","CT23","jul_2000",7
"714","CT24","jul_2000",11
"715","CT25","jul_2000",7
"716","CT26","jul_2000",10
"717","CT27","jul_2000",9
"718","CT28","jul_2000",0
"719","CT29","jul_2000",0
"720","CT30","jul_2000",0
"721","CT31","jul_2000",4
"722","CT32","jul_2000",6
"723","CT33","jul_2000",8
"724","CT34","jul_2000",10
"725","CT35","jul_2000",5
"726","CT36","jul_2000",10
"727","CT37","jul_2000",0
"728","CT38","jul_2000",0
"729","CT39","jul_2000",0
"730","CT40","jul_2000",1
"731","CT41","jul_2000",0
"732","CT42","jul_2000",10
"733","CT43","jul_2000",7
"734","CT44","jul_2000",0
"735","CT45","jul_2000",0
"736","CT46","jul_2000",0
"737","CT47","jul_2000",0
"738","CT48","jul_2000",0
"739","CT49","jul_2000",1
"740","CT50","jul_2000",3
"741","CT51","jul_2000",1
"742","CT52","jul_2000",0
"743","CT53","jul_2000",1
"744","CT54","jul_2000",0
"745","CT55","jul_2000",0
"746","CT56","jul_2000",0
"747","CT57","jul_2000",0
"748","CT58","jul_2000",0
"749","CT59","jul_2000",5
"750","CT60","jul_2000",4
"751","CT61","jul_2000",2
"752","CT62","jul_2000",1
"753","CT63","jul_2000",0
"754","CT64","jul_2000",0
"755","CT65","jul_2000",0
"756","CT66","jul_2000",2
"757","CT67","jul_2000",15
"758","CT68","jul_2000",15
"759","CT69","jul_2000",7
"760","CT70","jul_2000",2
"761","CT71","jul_2000",0
"762","CT72","jul_2000",0
"763","CT73","jul_2000",0
"764","CT74","jul_2000",0
"765","CT75","jul_2000",1
"766","CT76","jul_2000",0
"767","CT77","jul_2000",0
"768","CT78","jul_2000",0
"769","CT79","jul_2000",0
"770","CT80","jul_2000",0
"771","CT81","jul_2000",0
"772","CT82","jul_2000",5
"773","CT83","jul_2000",0
"774","CT84","jul_2000",0
"775","CT85","jul_2000",8
"776","CT86","jul_2000",0
"777","FR9","jul_2000",0
"778","FR15","jul_2000",0
"779","FR16","jul_2000",0
"780","FR17","jul_2000",11
"781","FR18","jul_2000",0
"782","FR20","jul_2000",0
"783","FR23","jul_2000",10
"784","FR24","jul_2000",3
"785","FR25","jul_2000",10
"786","FR26","jul_2000",0
"787","FR29","jul_2000",0
"788","FR30","jul_2000",9
"789","FR31","jul_2000",1
"790","FR36","jul_2000",10
"791","FR39","jul_2000",0
"792","FR44","jul_2000",0
"793","FR47","jul_2000",10
"794","FR48","jul_2000",1
"795","FR53","jul_2000",10
"796","FR58","jul_2000",14
"797","FR59","jul_2000",14
"798","FR62","jul_2000",14
"799","FR63","jul_2000",14
"800","FR68","jul_2000",3
"801","FR70","jul_2000",14
"802","FR75","jul_2000",7
"803","FR87","jul_2000",0
"804","FR90","jul_2000",6
"805","FR91","jul_2000",5
"806","CT1","aug_2000",0
"807","CT2","aug_2000",5
"808","CT3","aug_2000",19
"809","CT4","aug_2000",19
"810","CT5","aug_2000",4
"811","CT6","aug_2000",NA
"812","CT7","aug_2000",5
"813","CT8","aug_2000",2
"814","CT9","aug_2000",2
"815","CT10","aug_2000",0
"816","CT11","aug_2000",2
"817","CT12","aug_2000",1
"818","CT13","aug_2000",10
"819","CT14","aug_2000",11
"820","CT15","aug_2000",3
"821","CT16","aug_2000",NA
"822","CT17","aug_2000",2
"823","CT18","aug_2000",7
"824","CT19","aug_2000",1
"825","CT20","aug_2000",0
"826","CT21","aug_2000",2
"827","CT22","aug_2000",1
"828","CT23","aug_2000",3
"829","CT24","aug_2000",6
"830","CT25","aug_2000",2
"831","CT26","aug_2000",2
"832","CT27","aug_2000",1
"833","CT28","aug_2000",2
"834","CT29","aug_2000",3
"835","CT30","aug_2000",0
"836","CT31","aug_2000",2
"837","CT32","aug_2000",3
"838","CT33","aug_2000",3
"839","CT34","aug_2000",5
"840","CT35","aug_2000",1
"841","CT36","aug_2000",3
"842","CT37","aug_2000",1
"843","CT38","aug_2000",4
"844","CT39","aug_2000",0
"845","CT40","aug_2000",1
"846","CT41","aug_2000",0
"847","CT42","aug_2000",5
"848","CT43","aug_2000",2
"849","CT44","aug_2000",0
"850","CT45","aug_2000",1
"851","CT46","aug_2000",0
"852","CT47","aug_2000",0
"853","CT48","aug_2000",0
"854","CT49","aug_2000",0
"855","CT50","aug_2000",2
"856","CT51","aug_2000",1
"857","CT52","aug_2000",0
"858","CT53","aug_2000",0
"859","CT54","aug_2000",0
"860","CT55","aug_2000",0
"861","CT56","aug_2000",0
"862","CT57","aug_2000",0
"863","CT58","aug_2000",0
"864","CT59","aug_2000",3
"865","CT60","aug_2000",0
"866","CT61","aug_2000",0
"867","CT62","aug_2000",0
"868","CT63","aug_2000",0
"869","CT64","aug_2000",0
"870","CT65","aug_2000",1
"871","CT66","aug_2000",1
"872","CT67","aug_2000",7
"873","CT68","aug_2000",7
"874","CT69","aug_2000",5
"875","CT70","aug_2000",0
"876","CT71","aug_2000",0
"877","CT72","aug_2000",0
"878","CT73","aug_2000",0
"879","CT74","aug_2000",0
"880","CT75","aug_2000",0
"881","CT76","aug_2000",0
"882","CT77","aug_2000",0
"883","CT78","aug_2000",0
"884","CT79","aug_2000",0
"885","CT80","aug_2000",0
"886","CT81","aug_2000",2
"887","CT82","aug_2000",1
"888","CT83","aug_2000",0
"889","CT84","aug_2000",0
"890","CT85","aug_2000",6
"891","CT86","aug_2000",0
"892","FR9","aug_2000",0
"893","FR15","aug_2000",0
"894","FR16","aug_2000",0
"895","FR17","aug_2000",6
"896","FR18","aug_2000",0
"897","FR20","aug_2000",0
"898","FR23","aug_2000",4
"899","FR24","aug_2000",1
"900","FR25","aug_2000",4
"901","FR26","aug_2000",0
"902","FR29","aug_2000",4
"903","FR30","aug_2000",4
"904","FR31","aug_2000",2
"905","FR36","aug_2000",5
"906","FR39","aug_2000",0
"907","FR44","aug_2000",0
"908","FR47","aug_2000",5
"909","FR48","aug_2000",0
"910","FR53","aug_2000",5
"911","FR58","aug_2000",10
"912","FR59","aug_2000",13
"913","FR62","aug_2000",9
"914","FR63","aug_2000",12
"915","FR68","aug_2000",2
"916","FR70","aug_2000",13
"917","FR75","aug_2000",3
"918","FR87","aug_2000",0
"919","FR90","aug_2000",2
"920","FR91","aug_2000",1
"921","CT1","sep_2000",1
"922","CT2","sep_2000",3
"923","CT3","sep_2000",8
"924","CT4","sep_2000",7
"925","CT5","sep_2000",5
"926","CT6","sep_2000",NA
"927","CT7","sep_2000",9
"928","CT8","sep_2000",5
"929","CT9","sep_2000",5
"930","CT10","sep_2000",0
"931","CT11","sep_2000",1
"932","CT12","sep_2000",1
"933","CT13","sep_2000",8
"934","CT14","sep_2000",6
"935","CT15","sep_2000",5
"936","CT16","sep_2000",NA
