"","hexid","ATT","CI.lower","CI.upper","period"
"110","FR47",-6.51833433554746,-15.4362028008227,2.3995341297278,"12-24"
"111","FR30",0.242916508113132,-7.86055859800962,8.34639161423589,"12-24"
"112","FR48",-5.64827660066017,-17.8324299453754,6.53587674405503,"12-24"
"113","FR15",2.56100149166513,-5.90702794826462,11.0290309315949,"12-24"
"114","FR26",13.2386603545692,7.41940058594662,19.0579201231918,"12-24"
"115","FR16",-20.8895137844506,-33.9886713573597,-7.79035621154149,"12-24"
"116","FR18",8.84777943813979,1.40915852588265,16.2864003503969,"12-24"
"117","FR20",32.4041641434432,22.4858254416804,42.322502845206,"12-24"
"118","FR31",69.7507689522364,25.4615525460933,114.03998535838,"12-24"
"119","FR39",-26.7899617134091,-76.1410446414613,22.5611212146431,"12-24"
"120","FR44",0.352316800134789,-6.66028196785394,7.36491556812352,"12-24"
"121","FR87",0.0531702633197088,-8.69156453353011,8.79790506016953,"12-24"
"122","FR75",-2.96245692735938,-17.3974134998585,11.4724996451398,"12-24"
"123","FR90",1.75480086024022,-16.5921484260648,20.1017501465452,"12-24"
"124","FR91",14.6466201858623,7.06081632215927,22.2324240495653,"12-24"
"125","FR53",-0.988002164488111,-10.9958948577075,9.01989052873132,"12-24"
"126","ALL",3.65638412375577,1.99552743787011,5.31724080964142,"12-24"
"127","ALL Over 10",2.44788635174597,-0.660749771468547,5.55652247496049,"12-24"
"128","ALL Under 10",4.1391488939134,2.17436519082699,6.10393259699982,"12-24"
"129","FR70",-0.918692330787345,-10.1317378920231,8.2943532304484,"12-36"
"130","FR58",30.4612076369688,13.4080153693329,47.5143999046048,"12-36"
"131","FR59",8.10468058260173,-5.31471540598463,21.5240765711881,"12-36"
"132","FR62",5.92346633979881,-4.68281061760712,16.5297432972047,"12-36"
"133","FR63",-4.08946637216791,-12.186221961334,4.00728921699823,"12-36"
"134","FR68",14.7476233897607,-2.89272357377758,32.387970353299,"12-36"
"135","FR17",-1.78404993557206,-12.4689969353081,8.90089706416403,"12-36"
"136","FR9",11.585062990215,-0.970132081234013,24.140258061664,"12-36"
"137","FR23",-5.94955168315769,-15.3965239009974,3.49742053468201,"12-36"
"138","FR24",-15.1075423895216,-27.3192868902719,-2.89579788877131,"12-36"
"139","FR25",4.73199270076234,-11.0292074804083,20.493192881933,"12-36"
"140","FR29",-1.58698010562411,-12.1775287118572,9.00356850060898,"12-36"
"141","FR36",15.9584033004,2.77811429381194,29.1386923069881,"12-36"
"142","FR47",-9.71776817425778,-20.6964433044721,1.26090695595651,"12-36"
"143","FR30",3.73403012199094,-6.2925274819868,13.7605877259687,"12-36"
"144","FR48",-6.86307288607408,-23.2081925527671,9.48204678061897,"12-36"
"145","FR15",-1.45091396771268,-13.385694651902,10.4838667164766,"12-36"
"146","FR26",20.1105788121942,11.7847089027072,28.4364487216812,"12-36"
"147","FR16",-41.6336193688612,-62.2185639207325,-21.0486748169899,"12-36"
"148","FR18",10.3497713788771,-0.0816156894008007,20.781158447155,"12-36"
"149","FR20",83.275344022472,67.5592598514553,98.9914281934887,"12-36"
"150","FR31",220.303960834826,157.194186348324,283.413735321328,"12-36"
"151","FR39",130.787109276747,53.8698071791475,207.704411374347,"12-36"
"152","FR44",10.277588330622,-1.18455605193451,21.7397327131785,"12-36"
"153","FR87",-1.93016464079981,-12.9264727679982,9.06614348639854,"12-36"
"154","FR75",-2.93913478745784,-23.9319581385243,18.0536885636086,"12-36"
"155","FR90",3.46930322903547,-26.3960432505046,33.3346497085756,"12-36"
"156","FR91",15.9461903622368,4.19688761754745,27.6954931069262,"12-36"
"157","FR53",-7.28251434980445,-27.2265641666234,12.6615354670145,"12-36"
"158","ALL",5.0027650999154,2.69841462014851,7.30711557968229,"12-36"
"159","ALL Over 10",1.96790951469724,-2.49419399653261,6.4300130259271,"12-36"
"160","ALL Under 10",6.10651894289123,3.41556205344404,8.79747583233843,"12-36"
"161","FR70",-1.14639793582381,-8.13218172974081,5.83938585809319,"24-36"
"162","FR58",17.9966308407194,7.5075980546866,28.4856636267522,"24-36"
"163","FR59",3.48344481487167,-4.72733065295624,11.6942202826996,"24-36"
"164","FR62",7.13338861334875,0.700011202688413,13.5667660240091,"24-36"
"165","FR63",-7.62146472469211,-13.6193409186932,-1.62358853069101,"24-36"
"166","FR68",3.04631891709048,-7.19814799684548,13.2907858310264,"24-36"
"167","FR17",-3.61295363786436,-11.928521026471,4.70261375074227,"24-36"
"168","FR9",5.73767650551533,-2.04625253120772,13.5216055422384,"24-36"
"169","FR23",-4.51635076021875,-11.2559872803652,2.22328575992767,"24-36"
"170","FR24",-8.97268198512644,-16.2033419638698,-1.74202200638309,"24-36"
"171","FR25",5.04654947984173,-4.94361561180059,15.036714571484,"24-36"
"172","FR29",2.26431727191881,-5.1613688323954,9.69000337623302,"24-36"
"173","FR36",4.48830205772446,-4.65240384745676,13.6290079629057,"24-36"
"174","FR47",-2.82743041391431,-9.67995434316057,4.02509351533195,"24-36"
"175","FR30",3.92483561700011,-2.40546405806944,10.2551352920697,"24-36"
"176","FR48",-1.66966259784831,-12.770855116152,9.43152992045536,"24-36"
"177","FR15",-1.99116083738324,-10.7446932033382,6.76237152857173,"24-36"
"178","FR26",9.9023840223826,3.67639390190028,16.1283741428649,"24-36"
"179","FR16",-23.8860930151446,-42.0183169858792,-5.75386904441003,"24-36"
"180","FR18",2.31987687708779,-5.32639397538317,9.96614772955875,"24-36"
"181","FR20",56.8062389524574,44.2258543151655,69.3866235897493,"24-36"
"182","FR31",157.701383105609,110.252499517081,205.150266694137,"24-36"
"183","FR39",146.020108243934,85.8747685720033,206.165447915865,"24-36"
"184","FR44",9.95135982725452,0.65985087585562,19.2428687786534,"24-36"
"185","FR87",-1.40288572857867,-8.29819210463998,5.49242064748264,"24-36"
"186","FR75",0.458436666149547,-15.0614581799357,15.9783315122348,"24-36"
"187","FR90",1.58855425969324,-22.320496342549,25.4976048619355,"24-36"
"188","FR91",1.4433668038954,-7.68686866803306,10.5736022758239,"24-36"
"189","FR53",-6.12844194834578,-23.6155330549865,11.3586491582949,"24-36"
"190","ALL",2.232307237974,0.635755730519763,3.82885874542823,"24-36"
"191","ALL Over 10",0.854218224641798,-2.32587651168444,4.03431296096804,"24-36"
"192","ALL Under 10",2.69670501938297,0.850642134233692,4.54276790453224,"24-36"
