"hexid","ATT","CI.lower","CI.upper","period","OmittedControl","insig"
"ALL",0.175474448901411,-3.26062060266839,3.61156950047121,"0-12","CT54",TRUE
"ALL",0.184673106948388,-3.25671906108804,3.62606527498481,"0-12","CT56",TRUE
"ALL",0.168435166085519,-3.26664477582043,3.60351510799147,"0-12","CT57",TRUE
"ALL",0.201788834526663,-3.24051025301982,3.64408792207314,"0-12","CT58",TRUE
"ALL",0.184470143502601,-3.25315014853548,3.62209043554068,"0-12","CT59",TRUE
"ALL",0.210915628590133,-3.2289389107611,3.65077016794137,"0-12","CT6",TRUE
"ALL",0.220619421733749,-3.22867930584593,3.66991814931343,"0-12","CT60",TRUE
"ALL",0.19320325834914,-3.24926044612862,3.6356669628269,"0-12","CT61",TRUE
"ALL",0.217537693948373,-3.23108235583751,3.66615774373426,"0-12","NONE",TRUE
"ALL",0.171644927242536,-3.27028042976851,3.61357028425358,"0-12","CT1",TRUE
"ALL",0.173124936094783,-3.27509972825976,3.62134960044932,"0-12","CT12",TRUE
"ALL",0.0302262567386497,-3.41847222281122,3.47892473628852,"0-12","CT13",TRUE
"ALL",0.468950314391031,-2.88117265417212,3.81907328295418,"0-12","CT16",TRUE
"ALL",0.129319624850489,-3.33691993004693,3.59555917974791,"0-12","CT19",TRUE
"ALL",0.164700335442174,-3.2869842287877,3.61638489967205,"0-12","CT2",TRUE
"ALL",0.162934793620474,-3.28624855408539,3.61211814132634,"0-12","CT20",TRUE
"ALL",0.221078721889202,-3.21258219206758,3.65473963584598,"0-12","CT22",TRUE
"ALL",0.174257174279785,-3.27395086822084,3.62246521678041,"0-12","CT28",TRUE
"ALL",0.15783201823301,-3.30074822833406,3.61641226480008,"0-12","CT29",TRUE
"ALL",0.144537388600499,-3.31428423398127,3.60335901118227,"0-12","CT31",TRUE
"ALL",0.512250509854594,-2.86357959615944,3.88808061586863,"0-12","CT32",TRUE
"ALL",0.193955654188382,-3.24925116854101,3.63716247691777,"0-12","CT37",TRUE
"ALL",0.106345671694369,-3.36317572575339,3.57586706914213,"0-12","CT38",TRUE
"ALL",0.31416086918195,-3.10605461786658,3.73437635623048,"0-12","CT4",TRUE
"ALL",0.164423165668953,-3.2847461492123,3.61359248055021,"0-12","CT42",TRUE
"ALL",0.165651187777853,-3.2756321793958,3.60693455495151,"0-12","CT43",TRUE
"ALL",0.131839776049823,-3.30054478726023,3.56422433935987,"0-12","CT44",TRUE
"ALL",0.151222645608329,-3.30868209390961,3.61112738512627,"0-12","CT47",TRUE
"ALL",0.152937330120846,-3.29846822041836,3.60434288066006,"0-12","CT48",TRUE
"ALL",0.199425847733409,-3.24200186451747,3.64085355998429,"0-12","CT49",TRUE
"ALL",0.0959102174325937,-3.34820513413186,3.54002556899705,"0-12","CT5",TRUE
"ALL",0.154431539684324,-3.30454622658555,3.6134093059542,"0-12","CT52",TRUE
"ALL",0.172511781770984,-3.27424861607317,3.61927217961513,"0-12","CT53",TRUE
"ALL",0.193645163584559,-3.24349493072479,3.63078525789391,"0-12","CT54",TRUE
"ALL",0.225451834006419,-3.20409943956561,3.65500310757844,"0-12","CT56",TRUE
"ALL",0.190874752628627,-3.24763980253887,3.62938930779612,"0-12","CT57",TRUE
"ALL",0.0702548659220755,-3.3833227143635,3.52383244620765,"0-12","CT58",TRUE
"ALL",0.152272604256262,-3.31229538144305,3.61684058995557,"0-12","CT59",TRUE
"ALL",0.0550732992095759,-3.41191590727132,3.52206250569048,"0-12","CT6",TRUE
"ALL",0.161604695858616,-3.29154617542063,3.61475556713786,"0-12","CT60",TRUE
"ALL",0.16976828681476,-3.28064853511229,3.62018510874181,"0-12","CT61",TRUE
"ALL",0.217537693948373,-3.23108235583751,3.66615774373426,"0-12","NONE",TRUE
"ALL",0.194938633522028,-3.25188588313005,3.64176315017411,"0-12","CT1",TRUE
"ALL",0.213921558879566,-3.23488200302555,3.66272512078468,"0-12","CT12",TRUE
"ALL",0.186765196699875,-3.25461634078043,3.62814673418018,"0-12","CT13",TRUE
"ALL",0.0897914620418534,-3.27459182949886,3.45417475358257,"0-12","CT16",TRUE
"ALL",0.210240330844151,-3.23729068703628,3.65777134872458,"0-12","CT19",TRUE
"ALL",0.215063433391159,-3.23509680929743,3.66522367607974,"0-12","CT2",TRUE
"ALL",0.208984504653853,-3.23853090178287,3.65649991109057,"0-12","CT20",TRUE
"ALL",0.210164227847478,-3.23971470232611,3.66004315802107,"0-12","CT21",TRUE
"ALL",0.233019286592139,-3.2156427447842,3.68168131796848,"0-12","CT22",TRUE
"ALL",0.215713415406748,-3.23465434754036,3.66608117835386,"0-12","CT23",TRUE
"ALL",0.223570378637856,-3.22312089236643,3.67026164964215,"0-12","CT28",TRUE
"ALL",0.198249816160999,-3.24617357647556,3.64267320879756,"0-12","CT29",TRUE
"ALL",0.204135124927026,-3.24173201793838,3.65000226779243,"0-12","CT31",TRUE
"ALL",0.194416449235619,-3.24541008223522,3.63424298070646,"0-12","CT32",TRUE
"ALL",0.199322887146058,-3.24569822912784,3.64434400341995,"0-12","CT36",TRUE
"ALL",0.216810522244223,-3.22759278754453,3.66121383203298,"0-12","CT37",TRUE
"ALL",0.223791603563533,-3.22551290388847,3.67309611101554,"0-12","CT38",TRUE
"ALL",0.230761954279898,-3.22154662980799,3.68307053836779,"0-12","CT39",TRUE
"ALL",0.231584324367947,-3.21621960131091,3.6793882500468,"0-12","CT4",TRUE
"ALL",0.216198841854694,-3.23394180887148,3.66633949258087,"0-12","CT42",TRUE
"ALL",0.23870365155271,-3.21525274397088,3.6926600470763,"0-12","CT43",TRUE
"ALL",0.179633771431384,-3.26329265062967,3.62256019349244,"0-12","CT44",TRUE
"ALL",0.219393482967131,-3.2315463211716,3.67033328710586,"0-12","CT47",TRUE
"ALL",0.211911309372063,-3.23771857053337,3.6615411892775,"0-12","CT48",TRUE
"ALL",0.212114947765049,-3.23400971445452,3.65823960998462,"0-12","CT49",TRUE
"ALL",0.240641369561262,-3.21078160896106,3.69206434808359,"0-12","CT5",TRUE
"ALL",0.229364361138959,-3.21983032466141,3.67855904693933,"0-12","CT52",TRUE
"ALL",0.19963069062616,-3.24528843453044,3.64454981578276,"0-12","CT53",TRUE
"ALL",0.196912707061165,-3.2469464165513,3.64077183067363,"0-12","CT54",TRUE
"ALL",0.2188152837314,-3.22739075678619,3.66502132424899,"0-12","CT56",TRUE
"ALL",0.217106490147057,-3.23337650161644,3.66758948191056,"0-12","CT57",TRUE
"ALL",0.233328779974129,-3.21999218360025,3.6866497435485,"0-12","CT58",TRUE
"ALL",0.207357039427193,-3.24051103116116,3.65522511001555,"0-12","CT59",TRUE
"ALL",0.206065283847907,-3.23497113051046,3.64710169820627,"0-12","CT6",TRUE
"ALL",0.208077481337952,-3.23956909918556,3.65572406186146,"0-12","CT60",TRUE
"ALL",0.210178461328774,-3.23602800150364,3.65638492416119,"0-12","CT61",TRUE
"ALL",0.201143003454943,-3.24245462592234,3.64474063283223,"0-12","CT9",TRUE
"ALL",0.217537693948373,-3.23108235583751,3.66615774373426,"0-12","NONE",TRUE
"ALL",0.0944706972946524,-3.3493160934069,3.5382574879962,"0-12","CT1",TRUE
"ALL",0.106722940666199,-3.33867548348751,3.55212136481991,"0-12","CT12",TRUE
"ALL",0.277779162529638,-3.16852518198641,3.72408350704569,"0-12","CT13",TRUE
"ALL",0.253185504265793,-3.19066812107469,3.69703912960628,"0-12","CT16",TRUE
"ALL",0.120250421438538,-3.32772419160277,3.56822503447984,"0-12","CT19",TRUE
"ALL",0.123952545272322,-3.32448239756441,3.57238748810906,"0-12","CT2",TRUE
"ALL",0.122427050739278,-3.32577380296278,3.57062790444134,"0-12","CT20",TRUE
"ALL",0.101127161243959,-3.34429962691253,3.54655394940045,"0-12","CT21",TRUE
"ALL",0.273212830235799,-3.17877537200791,3.72520103247951,"0-12","CT22",TRUE
"ALL",0.0744850456745947,-3.36620930168951,3.5151793930387,"0-12","CT23",TRUE
"ALL",0.126168602764511,-3.32231345704765,3.57465066257667,"0-12","CT24",TRUE
"ALL",0.0947794396681721,-3.35044745818224,3.54000633751858,"0-12","CT28",TRUE
"ALL",0.122074912025344,-3.32603153168153,3.57018135573221,"0-12","CT29",TRUE
"ALL",-0.135895277626425,-3.54110478491972,3.26931422966687,"0-12","CT30",TRUE
"ALL",0.0877329939768897,-3.35482996210925,3.53029595006303,"0-12","CT31",TRUE
"ALL",0.207701377957355,-3.23681012914817,3.65221288506288,"0-12","CT32",TRUE
"ALL",0.107994299736974,-3.33767548436996,3.55366408384391,"0-12","CT36",TRUE
"ALL",0.0953866871498269,-3.34844671334261,3.53922008764226,"0-12","CT37",TRUE
"ALL",0.111478643216736,-3.33268249801998,3.55563978445345,"0-12","CT38",TRUE
"ALL",0.0987442862472939,-3.34597671553666,3.54346528803125,"0-12","CT39",TRUE
"ALL",0.137780002137132,-3.31247146969483,3.58803147396909,"0-12","CT4",TRUE
"ALL",0.112026518525433,-3.3346534109024,3.55870644795327,"0-12","CT42",TRUE
"ALL",0.14460383095918,-3.30614314901422,3.59535081093258,"0-12","CT43",TRUE
"ALL",0.103104211599854,-3.3392798637224,3.54548828692211,"0-12","CT44",TRUE
"ALL",0.110507035210177,-3.33573148205444,3.55674555247479,"0-12","CT47",TRUE
"ALL",0.105676240423744,-3.33944813354809,3.55080061439557,"0-12","CT48",TRUE
"ALL",0.0803962319650664,-3.36128309755188,3.52207556148201,"0-12","CT49",TRUE
"ALL",0.267626173190681,-3.18301493935082,3.71826728573218,"0-12","CT5",TRUE
"ALL",0.10490839808739,-3.34018013858687,3.54999693476165,"0-12","CT52",TRUE
"ALL",0.0913374628426483,-3.3518947742451,3.53456969993039,"0-12","CT53",TRUE
"ALL",0.102831863361395,-3.34216683479269,3.54783056151548,"0-12","CT54",TRUE
"ALL",0.287604656888174,-3.16186882449929,3.73707813827563,"0-12","CT56",TRUE
"ALL",0.121188972314498,-3.32671579993321,3.5690937445622,"0-12","CT57",TRUE
"ALL",0.122693251278869,-3.32506152300795,3.57044802556569,"0-12","CT58",TRUE
"ALL",0.122094947618783,-3.32542276873985,3.56961266397742,"0-12","CT59",TRUE
"ALL",0.118217004636659,-3.32881784133798,3.56525185061129,"0-12","CT6",TRUE
"ALL",0.134564855527484,-3.31545800852274,3.5845877195777,"0-12","CT60",TRUE
"ALL",0.112603398606214,-3.33392220806354,3.55912900527597,"0-12","CT61",TRUE
"ALL",0.0799352642221391,-3.3615664115955,3.52143694003978,"0-12","CT9",TRUE
"ALL",0.217537693948373,-3.23108235583751,3.66615774373426,"0-12","NONE",TRUE
"ALL",0.199481488378504,-3.25136447054992,3.65032744730693,"0-12","CT1",TRUE
"ALL",0.208277259110038,-3.23921198652987,3.65576650474995,"0-12","CT12",TRUE
"ALL",0.191901727192322,-3.26576195398577,3.64956540837041,"0-12","CT16",TRUE
"ALL",0.20887602069018,-3.2347758793798,3.65252792076016,"0-12","CT19",TRUE
"ALL",0.196463828067699,-3.25847824910558,3.65140590524098,"0-12","CT2",TRUE
"ALL",0.213128547217907,-3.2282756354249,3.65453272986072,"0-12","CT20",TRUE
"ALL",0.209492676924145,-3.23767430962973,3.65665966347802,"0-12","CT21",TRUE
"ALL",0.208971039863321,-3.2360032262489,3.65394530597554,"0-12","CT23",TRUE
"ALL",0.21098716741174,-3.22747413248695,3.64944846731043,"0-12","CT24",TRUE
"ALL",0.179811106854049,-3.27659365601217,3.63621586972027,"0-12","CT28",TRUE
"ALL",0.20511906854729,-3.24315327130654,3.65339140840112,"0-12","CT29",TRUE
"ALL",0.255419316475576,-3.0879302079751,3.59876884092625,"0-12","CT30",TRUE
"ALL",0.207421857135445,-3.24058677862655,3.65543049289744,"0-12","CT31",TRUE
"ALL",0.222256208898113,-3.21384954886458,3.65836196666081,"0-12","CT32",TRUE
"ALL",0.199730186503156,-3.2505614470737,3.65002182008001,"0-12","CT33",TRUE
"ALL",0.203497188616898,-3.24629449474486,3.65328887197865,"0-12","CT35",TRUE
"ALL",0.203562063315361,-3.24502197280323,3.65214609943395,"0-12","CT36",TRUE
"ALL",0.205970756983692,-3.24544320079973,3.65738471476711,"0-12","CT37",TRUE
"ALL",0.168807665835536,-3.29514532798865,3.63276065965973,"0-12","CT38",TRUE
"ALL",0.25635839809467,-3.16650139532591,3.67921819151525,"0-12","CT39",TRUE
"ALL",0.203004973503796,-3.25002518681803,3.65603513382563,"0-12","CT4",TRUE
"ALL",0.201728292281025,-3.2496489588022,3.65310554336425,"0-12","CT41",TRUE
"ALL",0.209263855197749,-3.23626730951631,3.65479501991181,"0-12","CT42",TRUE
"ALL",0.206899161411151,-3.24149650749128,3.65529483031358,"0-12","CT43",TRUE
"ALL",0.195603220497025,-3.25584867605971,3.64705511705376,"0-12","CT44",TRUE
"ALL",0.205212961043578,-3.24321701796352,3.65364294005067,"0-12","CT47",TRUE
"ALL",0.22620788244371,-3.20498806467564,3.65740382956306,"0-12","CT48",TRUE
"ALL",0.219806729798819,-3.21659015712629,3.65620361672393,"0-12","CT49",TRUE
"ALL",0.196481023860303,-3.25331041447958,3.64627246220019,"0-12","CT5",TRUE
"ALL",0.215623275643926,-3.22356256475858,3.65480911604644,"0-12","CT51",TRUE
"ALL",0.211627999491232,-3.23329904335064,3.65655504233311,"0-12","CT52",TRUE
"ALL",0.200618832907649,-3.25139873095652,3.65263639677182,"0-12","CT53",TRUE
"ALL",0.203164391546355,-3.24769507443633,3.65402385752904,"0-12","CT54",TRUE
"ALL",0.249913874084109,-3.17050141996827,3.67032916813649,"0-12","CT56",TRUE
"ALL",0.215089018125779,-3.22457876424623,3.65475680049778,"0-12","CT57",TRUE
"ALL",0.197245404907591,-3.2561052500364,3.65059605985158,"0-12","CT58",TRUE
"ALL",0.205345736597571,-3.24254217934352,3.65323365253866,"0-12","CT59",TRUE
"ALL",0.211349162152854,-3.23268314294425,3.65538146724996,"0-12","CT60",TRUE
"ALL",0.195485756869008,-3.25991326417411,3.65088477791213,"0-12","CT61",TRUE
"ALL",0.210669278264495,-3.23330104642038,3.65463960294937,"0-12","CT9",TRUE
"ALL",0.217537693948373,-3.23108235583751,3.66615774373426,"0-12","NONE",TRUE
"ALL",0.103342440092805,-3.30432366110271,3.51100854128832,"0-12","CT1",TRUE
"ALL",0.0832992381542622,-3.32519786470947,3.49179634101799,"0-12","CT12",TRUE
"ALL",0.234713429266482,-3.17823641020582,3.64766326873878,"0-12","CT13",TRUE
"ALL",0.0242900378133929,-3.29265096179525,3.34123103742204,"0-12","CT16",TRUE
"ALL",0.0929511047244234,-3.32275489905395,3.5086571085028,"0-12","CT19",TRUE
"ALL",0.102966398100536,-3.32484808216188,3.53078087836295,"0-12","CT2",TRUE
"ALL",0.09986933410317,-3.32570142925035,3.52544009745669,"0-12","CT20",TRUE
"ALL",0.180889613658437,-3.2496037450089,3.61138297232578,"0-12","CT22",TRUE
"ALL",0.177500688654527,-3.23076715407272,3.58576853138178,"0-12","CT25",TRUE
"ALL",0.102203686381234,-3.32869427916553,3.533101651928,"0-12","CT28",TRUE
"ALL",0.091130680218552,-3.32256580983465,3.50482717027175,"0-12","CT29",TRUE
"ALL",0.103984712736172,-3.32360879601323,3.53157822148557,"0-12","CT31",TRUE
"ALL",0.0692427852012957,-3.31982683322306,3.45831240362565,"0-12","CT32",TRUE
"ALL",0.09858710215404,-3.3279919586338,3.52516616294188,"0-12","CT37",TRUE
"ALL",0.176738733325465,-3.2632329620881,3.61671042873903,"0-12","CT38",TRUE
"ALL",0.119393360353157,-3.32693094969802,3.56571767040434,"0-12","CT4",TRUE
"ALL",0.105554462920519,-3.31278317491315,3.52389210075419,"0-12","CT42",TRUE
"ALL",0.0941494059845925,-3.32812079157191,3.5164196035411,"0-12","CT43",TRUE
"ALL",0.170098688816582,-3.25233713848461,3.59253451611778,"0-12","CT44",TRUE
"ALL",0.0995921501374015,-3.32798482833998,3.52716912861479,"0-12","CT47",TRUE
"ALL",0.107111734347566,-3.30868253061142,3.52290599930655,"0-12","CT48",TRUE
"ALL",0.0889471145245287,-3.32682962459083,3.50472385363989,"0-12","CT49",TRUE
"ALL",0.0996729416696841,-3.31936875504412,3.51871463838349,"0-12","CT5",TRUE
"ALL",0.154730554839731,-3.29668591142459,3.60614702110405,"0-12","CT52",TRUE
"ALL",0.0922904340405324,-3.3207187583612,3.50529962644226,"0-12","CT53",TRUE
"ALL",0.0853981879622503,-3.32865728114758,3.49945365707208,"0-12","CT54",TRUE
"ALL",0.103249886020301,-3.30535588883625,3.51185566087685,"0-12","CT56",TRUE
"ALL",0.104808011344485,-3.3311169751166,3.54073299780557,"0-12","CT57",TRUE
"ALL",0.0936127405857581,-3.32999755816237,3.51722303933389,"0-12","CT58",TRUE
"ALL",0.0938582935485027,-3.32034363586744,3.50806022296444,"0-12","CT59",TRUE
"ALL",0.151282618507411,-3.29853853271701,3.60110376973183,"0-12","CT6",TRUE
"ALL",0.101539214533956,-3.32354613829815,3.52662456736607,"0-12","CT60",TRUE
"ALL",0.105737645164947,-3.31391349313626,3.52538878346615,"0-12","CT61",TRUE
"ALL",0.217537693948373,-3.23108235583751,3.66615774373426,"0-12","NONE",TRUE
"ALL",0.222325824014036,-3.22679965747013,3.6714513054982,"0-12","CT1",TRUE
"ALL",0.223987069768932,-3.22524987247512,3.67322401201299,"0-12","CT12",TRUE
"ALL",0.215947310039057,-3.23175667102032,3.66365129109843,"0-12","CT13",TRUE
"ALL",0.225860201806564,-3.22312956222365,3.67484996583678,"0-12","CT16",TRUE
"ALL",0.220813841430383,-3.22847646753668,3.67010415039745,"0-12","CT19",TRUE
"ALL",0.221483527708564,-3.22548983315025,3.66845688856738,"0-12","CT2",TRUE
"ALL",0.222652866654025,-3.22546956832933,3.67077530163738,"0-12","CT20",TRUE
"ALL",0.220474008014882,-3.22541616381919,3.66636417984895,"0-12","CT21",TRUE
"ALL",0.194706050354996,-3.24846570861883,3.63787780932882,"0-12","CT22",TRUE
"ALL",0.22302479493304,-3.22615415217016,3.67220374203624,"0-12","CT23",TRUE
"ALL",0.224683307153455,-3.22632065805201,3.67568727235892,"0-12","CT24",TRUE
"ALL",0.221212746927087,-3.22721273745093,3.6696382313051,"0-12","CT28",TRUE
"ALL",0.22316193254989,-3.22719638806913,3.67352025316891,"0-12","CT29",TRUE
"ALL",0.222335626955387,-3.18075533122617,3.62542658513695,"0-12","CT30",TRUE
"ALL",0.221566571495405,-3.22733470570014,3.67046784869095,"0-12","CT31",TRUE
"ALL",0.224671844945023,-3.22287747763478,3.67222116752483,"0-12","CT32",TRUE
"ALL",0.224515665096415,-3.22412278588237,3.67315411607519,"0-12","CT36",TRUE
"ALL",0.223234348237232,-3.22543299131264,3.6719016877871,"0-12","CT37",TRUE
"ALL",0.228131674604259,-3.22219919129475,3.67846254050327,"0-12","CT38",TRUE
"ALL",0.215867016034033,-3.23295942784389,3.66469345991195,"0-12","CT39",TRUE
"ALL",0.212311198864253,-3.23228422957017,3.65690662729867,"0-12","CT4",TRUE
"ALL",0.222455447981308,-3.22754045930276,3.67245135526537,"0-12","CT42",TRUE
"ALL",0.224228788730128,-3.22269601252938,3.67115358998963,"0-12","CT43",TRUE
"ALL",0.164334185170818,-3.27659689468487,3.6052652650265,"0-12","CT44",TRUE
"ALL",0.224264782861463,-3.22846062861235,3.67699019433527,"0-12","CT47",TRUE
"ALL",0.224748481847672,-3.22370789685137,3.67320486054672,"0-12","CT48",TRUE
"ALL",0.222440683762759,-3.22662336012377,3.67150472764929,"0-12","CT49",TRUE
"ALL",0.20340499613081,-3.24435963832687,3.65116963058849,"0-12","CT5",TRUE
"ALL",0.227112302014676,-3.22167015369069,3.67589475772004,"0-12","CT52",TRUE
"ALL",0.219903010758272,-3.22301712511056,3.6628231466271,"0-12","CT53",TRUE
"ALL",0.22201550479465,-3.22516418321119,3.66919519280049,"0-12","CT54",TRUE
"ALL",0.226811549584798,-3.22146660592818,3.67508970509777,"0-12","CT56",TRUE
"ALL",0.222515182926602,-3.22626537018228,3.67129573603548,"0-12","CT57",TRUE
"ALL",0.230347763612798,-3.21536110950237,3.67605663672797,"0-12","CT58",TRUE
"ALL",0.227729232090577,-3.21869224044279,3.67415070462394,"0-12","CT59",TRUE
"ALL",0.218772768817901,-3.22990186637288,3.66744740400868,"0-12","CT6",TRUE
"ALL",0.224010589431741,-3.22632387136909,3.67434505023258,"0-12","CT60",TRUE
"ALL",0.224924277158937,-3.2236634763354,3.67351203065328,"0-12","CT61",TRUE
"ALL",0.222034683612381,-3.22458222489394,3.6686515921187,"0-12","CT9",TRUE
"ALL",0.217537693948373,-3.23108235583751,3.66615774373426,"0-12","NONE",TRUE
"ALL",0.196123441558291,-3.25286703780038,3.64511392091696,"0-12","CT1",TRUE
"ALL",0.203835630101588,-3.24343889431687,3.65111015452005,"0-12","CT12",TRUE
"ALL",0.0924107958962312,-3.35313362089111,3.53795521268357,"0-12","CT13",TRUE
"ALL",0.181959094718344,-3.26566640801458,3.62958459745127,"0-12","CT16",TRUE
"ALL",0.198269148919964,-3.24943369278072,3.64597199062065,"0-12","CT19",TRUE
"ALL",0.20144850985568,-3.24603326137964,3.648930281091,"0-12","CT2",TRUE
"ALL",0.194119004494168,-3.25567723166495,3.64391524065329,"0-12","CT20",TRUE
"ALL",0.207260201411062,-3.23826745293202,3.65278785575415,"0-12","CT21",TRUE
"ALL",0.193767563959224,-3.25545442247972,3.64298955039816,"0-12","CT22",TRUE
"ALL",0.193879131544246,-3.25599057248346,3.64374883557195,"0-12","CT23",TRUE
"ALL",0.186922953789371,-3.26493186256654,3.63877777014528,"0-12","CT24",TRUE
"ALL",0.190868239827149,-3.25727246810329,3.63900894775759,"0-12","CT28",TRUE
"ALL",0.198856592646399,-3.2493129625664,3.6470261478592,"0-12","CT29",TRUE
"ALL",0.25141666608702,-3.14793994895034,3.65077328112439,"0-12","CT30",TRUE
"ALL",0.183741281242308,-3.26866565762881,3.63614822011343,"0-12","CT31",TRUE
"ALL",0.214584848737477,-3.22606370259569,3.65523340007065,"0-12","CT32",TRUE
"ALL",0.200740800977432,-3.24767331255359,3.64915491450845,"0-12","CT36",TRUE
"ALL",0.192688095939665,-3.25782210164463,3.64319829352396,"0-12","CT37",TRUE
"ALL",0.170509363717678,-3.27949278006213,3.62051150749748,"0-12","CT38",TRUE
"ALL",0.193051832739368,-3.25421253899056,3.6403162044693,"0-12","CT39",TRUE
"ALL",0.1931540793637,-3.25701367817904,3.64332183690644,"0-12","CT4",TRUE
"ALL",0.184153132428513,-3.26814095593959,3.63644722079662,"0-12","CT42",TRUE
"ALL",0.206437986557999,-3.2403517668148,3.6532277399308,"0-12","CT43",TRUE
"ALL",0.122127831234681,-3.31751339245432,3.56176905492368,"0-12","CT44",TRUE
"ALL",0.196592078125769,-3.25229144414238,3.64547560039392,"0-12","CT47",TRUE
"ALL",0.199679697985382,-3.24933040581183,3.64868980178259,"0-12","CT48",TRUE
"ALL",0.199614297813379,-3.24818902849835,3.64741762412511,"0-12","CT49",TRUE
"ALL",0.183262711678392,-3.26184989727108,3.62837532062786,"0-12","CT5",TRUE
"ALL",0.193801323698657,-3.25725039211883,3.64485303951614,"0-12","CT52",TRUE
"ALL",0.196741918078886,-3.25216179151669,3.64564562767446,"0-12","CT53",TRUE
"ALL",0.197336723132474,-3.25141615898084,3.64608960524579,"0-12","CT54",TRUE
"ALL",0.201544665895113,-3.24817171363292,3.65126104542315,"0-12","CT56",TRUE
"ALL",0.21188903442027,-3.23260726481416,3.6563853336547,"0-12","CT57",TRUE
"ALL",0.199838228384481,-3.25021876637037,3.64989522313934,"0-12","CT58",TRUE
"ALL",0.207310647223587,-3.24027277875012,3.65489407319729,"0-12","CT59",TRUE
"ALL",0.199771879958898,-3.24679966252879,3.64634342244659,"0-12","CT6",TRUE
"ALL",0.202519776857189,-3.24490975891297,3.64994931262735,"0-12","CT60",TRUE
"ALL",0.190963288391095,-3.25997467703148,3.64190125381367,"0-12","CT61",TRUE
"ALL",0.197320057509017,-3.25154189057706,3.6461820055951,"0-12","CT9",TRUE
"ALL",0.217537693948373,-3.23108235583751,3.66615774373426,"0-12","NONE",TRUE
"ALL",0.175886125950837,-3.26613892306847,3.61791117497014,"0-12","CT1",TRUE
"ALL",0.185292194836902,-3.25782373273996,3.62840812241377,"0-12","CT12",TRUE
"ALL",0.141899297065085,-3.30206834657213,3.5858669407023,"0-12","CT13",TRUE
"ALL",0.394677547032006,-2.98108617117256,3.77044126523657,"0-12","CT16",TRUE
"ALL",0.183316646961685,-3.25978672007574,3.62642001399911,"0-12","CT19",TRUE
"ALL",0.180545801314391,-3.26286261879909,3.62395422142787,"0-12","CT2",TRUE
"ALL",0.173780135414323,-3.27466768269242,3.62222795352106,"0-12","CT20",TRUE
"ALL",0.175346208567871,-3.26511370158561,3.61580611872135,"0-12","CT21",TRUE
"ALL",0.20872946437743,-3.23213406008621,3.64959298884107,"0-12","CT22",TRUE
"ALL",0.176029311560038,-3.26978641771979,3.62184504083987,"0-12","CT23",TRUE
"ALL",0.191757835527798,-3.25613381545583,3.63964948651143,"0-12","CT28",TRUE
"ALL",0.17942511924262,-3.26606725283235,3.62491749131759,"0-12","CT29",TRUE
"ALL",0.194664116286601,-3.24321945656665,3.63254768913986,"0-12","CT31",TRUE
"ALL",0.161912098440583,-3.28509804124415,3.60892223812531,"0-12","CT32",TRUE
"ALL",0.171267101549965,-3.2777084933135,3.62024269641343,"0-12","CT36",TRUE
"ALL",0.186803867714341,-3.25793642567812,3.6315441611068,"0-12","CT37",TRUE
"ALL",0.181148985946043,-3.26160765050661,3.6239056223987,"0-12","CT38",TRUE
"ALL",0.169217598947923,-3.27557218909215,3.61400738698799,"0-12","CT39",TRUE
"ALL",0.20908104236309,-3.22316945387692,3.6413315386031,"0-12","CT4",TRUE
"ALL",0.185142171576443,-3.25655308351627,3.62683742666916,"0-12","CT42",TRUE
"ALL",0.182813197255016,-3.26159416827262,3.62722056278265,"0-12","CT43",TRUE
"ALL",0.161031805296941,-3.2885910397121,3.61065465030598,"0-12","CT44",TRUE
"ALL",0.181233475280615,-3.26319661123429,3.62566356179552,"0-12","CT47",TRUE
"ALL",0.177838067031556,-3.26928931681432,3.62496545087743,"0-12","CT48",TRUE
"ALL",0.185444284230575,-3.26142464636558,3.63231321482673,"0-12","CT49",TRUE
"ALL",0.192642979705676,-3.25122609911948,3.63651205853083,"0-12","CT5",TRUE
"ALL",0.203938044605065,-3.2393969337285,3.64727302293863,"0-12","CT52",TRUE
"ALL",0.178302292000214,-3.26710923792906,3.62371382192949,"0-12","CT53",TRUE
"ALL",0.186309100920344,-3.25391023493654,3.62652843677722,"0-12","CT54",TRUE
"ALL",0.195623140270115,-3.24408705878632,3.63533333932655,"0-12","CT56",TRUE
"ALL",0.177592531365127,-3.26856928550022,3.62375434823048,"0-12","CT57",TRUE
"ALL",0.186842456261018,-3.26158061662039,3.63526552914243,"0-12","CT58",TRUE
"ALL",0.185913515071027,-3.25312943678184,3.6249564669239,"0-12","CT59",TRUE
"ALL",0.194073602185579,-3.24664824047091,3.63479544484207,"0-12","CT6",TRUE
"ALL",0.176871340073555,-3.26977997113546,3.62352265128257,"0-12","CT60",TRUE
"ALL",0.190640515467222,-3.25240956220372,3.63369059313817,"0-12","CT61",TRUE
"ALL",0.199495487355517,-3.23790755894108,3.63689853365211,"0-12","CT9",TRUE
"ALL",0.217537693948373,-3.23108235583751,3.66615774373426,"0-12","NONE",TRUE
"ALL",0.178158408670823,-3.27555476677831,3.63187158411995,"0-12","CT1",TRUE
"ALL",0.194848436461836,-3.25647515660214,3.64617202952582,"0-12","CT12",TRUE
"ALL",0.226191557133411,-3.21925698962848,3.67164010389531,"0-12","CT13",TRUE
