"hexid","month","observed","predicted","CI.lower","CI.upper"
"FR25",-30,0,-0.283878591118195,-2.80484074313034,2.23708356089395
"FR29",-30,0,0.164072264406249,-1.17067130176843,1.49881583058093
"FR32",-30,0,0.740614866176377,-3.23977675439765,4.7210064867504
"FR38",-30,0,0.148582211113651,-1.32385056198352,1.62101498421082
"FR41",-30,0,0.790595025847548,-3.96061467712739,5.54180472882248
"FR44",-30,0,0.0804775632812039,-2.04489345307097,2.20584857963338
"FR47",-30,0,0.0735966566577596,-1.94033758116016,2.08753089447568
"FR5",-30,0,0.802342892948994,-0.799716075841354,2.40440186173934
"FR76",-30,0,0.0380819997183154,-2.30179009015861,2.37795408959524
"FR77",-30,0,0.125994635198149,-1.18429603577375,1.43628530617005
"FR81",-30,0,0.164062030221051,-1.332191641918,1.6603157023601
"FR89",-30,1,0.19827913051168,-1.17669138884131,1.57324964986467
"FR91",-30,0,0.474037592937322,-1.96330871043167,2.91138389630631
"FR92",-30,3,2.4874733526227,-2.19726447265486,7.17221117790026
"ALL",-29,0.277921160157671,0.226868778300139,-0.168125344889975,0.621862901490253
"ALL Over 10",-29,0.702737074826655,0.576251414953522,-0.0518449216908986,1.20434775159794
"ALL Under 10",-29,0,-0.00170276142975876,-0.509729625847582,0.506324102988065
"FR12",-29,1,2.6184837005873,0.428268383707813,4.80869901746679
"FR13",-29,1,0.869938591566134,-1.19713327017481,2.93701045330708
"FR18",-29,0,-0.1391572394219,-3.09024571254007,2.81193123369627
"FR21",-29,0,0.364104089994415,-1.20303130434417,1.931239484333
"FR23",-29,0,-0.118276416115919,-1.50866662996155,1.27211379772972
"FR25",-29,0,-0.283420606154341,-3.07458183228106,2.50774061997238
"FR29",-29,0,0.289721328046916,-0.983360446120078,1.56280310221391
"FR32",-29,0,-0.0666341758808611,-4.30409664408351,4.17082829232179
"FR38",-29,2,0.238663472428906,-1.54225226246572,2.01957920732353
"FR41",-29,0,0.315735925433082,-2.54717660149923,3.17864845236539
"FR44",-29,0,0.515267774306791,-1.56868988760695,2.59922543622053
"FR47",-29,0,0.0464446359212169,-2.04247755606099,2.13536682790343
"FR5",-29,0,0.498967551337238,-1.48242602391589,2.48036112659037
"FR76",-29,0,-0.13290313259353,-1.0506905346473,0.784884269460241
"FR77",-29,0,-0.0282057865151392,-1.32722603723968,1.2708144642094
"FR81",-29,0,-0.0132724520258903,-1.80020350110039,1.77365859704861
"FR89",-29,0,0.278249507001122,-1.0559839120102,1.61248292601244
"FR91",-29,2,0.225914875361181,-1.76195286170134,2.21378261242371
"FR92",-29,3,1.3344562808225,-2.51829410799653,5.18720666964153
"ALL",-28,0.698067669659599,0.305666381066614,-0.140940326564977,0.752273088698205
"ALL Over 10",-28,1.40196543667611,0.666959048770397,0.0340444216179452,1.29987367592285
"ALL Under 10",-28,0,-0.0526338472152064,-0.682921937909038,0.577654243478626
"FR12",-28,4,2.08660775897009,-0.403370798847682,4.57658631678786
"FR13",-28,3,0.96179300876444,-1.17305828840898,3.09664430593786
"FR18",-28,0,-0.0269678736590436,-3.7488048038071,3.69486905648901
"FR21",-28,2,0.341318469790042,-1.39163963790315,2.07427657748323
"FR23",-28,0,-0.191117490620499,-1.96258276491614,1.58034778367515
"FR25",-28,0,-0.198707011929215,-3.37389126826377,2.97647724440534
"FR29",-28,0,0.238468318673694,-0.998494511912396,1.47543114925978
"FR32",-28,4,0.783925572504854,-3.31276730085462,4.88061844586433
"FR38",-28,1,0.722649923788552,-0.829969974599529,2.27526982217663
"FR41",-28,0,0.594340952403837,-3.08311282212228,4.27179472692996
"FR44",-28,0,0.0683159927987764,-1.75100274111678,1.88763472671433
"FR47",-28,0,-0.105190159600631,-2.72368238311682,2.51330206391556
"FR5",-28,2,0.639560140074445,-1.00816957336986,2.28728985351875
"FR76",-28,0,-0.140343364030131,-1.52464165032903,1.24395492226877
"FR77",-28,0,0.205366077736478,-2.37638675205318,2.78711890752614
"FR81",-28,0,0.061727630897898,-1.42475623803114,1.54821149982693
"FR89",-28,0,-0.0895813849480622,-1.57244778341377,1.39328501351765
"FR91",-28,1,0.616289125084925,-2.05018620729009,3.28276445745994
"FR92",-28,0,1.8832688514112,-1.84876253760731,5.6153002404297
