"ATT","S.E.","CI.lower","CI.upper","p.value","n.Treated","month","hexid"
-0.462622900038721,4.02344230185047,-8.34842490554056,7.42317910546312,0.908459496241997,1,10,"FR81"
-0.262937435620003,1.98344532529863,-4.15041883850965,3.62454396726964,0.894536614086212,1,11,"FR81"
-0.492559327237857,4.75106862885077,-9.80448272786345,8.81936407338774,0.917428555170004,1,12,"FR81"
-0.702456665867497,3.09196991619543,-6.76260634289187,5.35769301115688,0.820278009877526,1,13,"FR81"
-1.24281064230843,3.36908634452641,-7.84609853838589,5.36047725376904,0.712212288106551,1,14,"FR81"
-0.492563333821446,3.52073289007532,-7.39307299755468,6.40794632991179,0.888736128183311,1,15,"FR81"
-0.184472074233218,4.41951899758535,-8.84657013849107,8.47762599002463,0.966705722601526,1,16,"FR81"
-0.530807009505866,2.12138229997709,-4.68863991490171,3.62702589588998,0.802419140234277,1,17,"FR81"
-0.49247488154262,2.05054658526511,-4.51147233728383,3.52652257419859,0.810200318987202,1,18,"FR81"
-0.315201697851358,1.34170386938673,-2.94489295976738,2.31448956406467,0.814265836722075,1,19,"FR81"
-0.459094908604143,1.32829518920117,-3.06250564027626,2.14431582306797,0.729622923463766,1,20,"FR81"
0.626323006295426,1.04262471830829,-1.41718389098003,2.66982990357088,0.548028102319565,1,21,"FR81"
-0.159022994030727,1.29290121278107,-2.69306280664978,2.37501681858833,0.902109459151407,1,22,"FR81"
-0.0406900642519697,1.41179557664413,-2.80775854800742,2.72637841950348,0.977006954588572,1,23,"FR81"
-0.335407432447151,2.05307969181812,-4.35936968580126,3.68855482090695,0.870228731430118,1,24,"FR81"
-0.0980699341755175,0.804544369412864,-1.67494792218922,1.47880805383818,0.902982177228539,1,25,"FR81"
-0.416212169990297,4.11657083185176,-8.48454274022784,7.65211840024725,0.919465898725471,1,26,"FR81"
-0.166920887901782,0.958683865117922,-2.04590673609256,1.712064960289,0.861775374559074,1,27,"FR81"
0.00925728444372487,1.61293285381769,-3.15203301852035,3.1705475874078,0.995420637775581,1,28,"FR81"
0.585591285231346,1.56137754952243,-2.47465247810202,3.64583504856471,0.707624884135276,1,29,"FR81"
-0.303926674214039,1.43736506398075,-3.12111043225242,2.51325708382435,0.832538407094626,1,30,"FR81"
-0.0821744507417316,1.22204589347674,-2.4773403894112,2.31299148792774,0.946387980746306,1,31,"FR81"
-0.363522333958831,2.12768766986153,-4.53371353723738,3.80666886931972,0.864339164325391,1,32,"FR81"
0.777528281728172,1.89453892570329,-2.93569977995947,4.49075634341582,0.681508865937479,1,33,"FR81"
-0.351375164174745,2.81015265586322,-5.85917316072624,5.15642283237675,0.900493664966626,1,34,"FR81"
0.642741417606201,1.30278752775346,-1.91067521629856,3.19615805151096,0.62175923654437,1,35,"FR81"
0.70647100970293,2.04617650217099,-3.30396124056435,4.71690325997021,0.729895935562387,1,36,"FR81"
0.0970829710499781,1.07091290870308,-2.0018677605871,2.19603370268705,0.927767202033061,0,-36,"FR5"
-0.00422848874047088,1.36029913495703,-2.67036580145724,2.6619088239763,0.997519780494298,0,-35,"FR5"
1.72784719449698,1.57008723981524,-1.34946724812679,4.80516163712076,0.271123707769808,0,-34,"FR5"
-0.422745344927812,1.00625714318935,-2.3949731047651,1.54948241490947,0.674400265488792,0,-33,"FR5"
0.497000768827036,1.074533956836,-1.60904708673683,2.60304862439091,0.643703577233639,0,-32,"FR5"
1.20832655622883,0.900808356309986,-0.557225379111466,2.97387849156913,0.179797020060785,0,-31,"FR5"
-0.802342892948994,0.81739204466367,-2.40440186173934,0.799716075841354,0.326302457320055,0,-30,"FR5"
-0.498967551337238,1.0109336655582,-2.48036112659037,1.4824260239159,0.621609178004064,0,-29,"FR5"
1.36043985992556,0.840693873173887,-0.287289853518747,3.00816957336986,0.105612062634976,0,-28,"FR5"
-0.100466491955244,1.49303402668191,-3.02675941194461,2.82582642803412,0.94635071382857,0,-27,"FR5"
-0.598545575401087,1.07755016753652,-2.71050509530777,1.5134139445056,0.578573996248426,0,-26,"FR5"
0.0410915243980694,0.78623652240547,-1.49990374284667,1.58208679164281,0.958318683723954,0,-25,"FR5"
-0.35077729019693,0.92252697965243,-2.15889694508221,1.45734236468835,0.703770784231055,0,-24,"FR5"
0.278984591810949,1.24011922787877,-2.15160443136707,2.70957361498897,0.822005768545427,0,-23,"FR5"
0.244621411267629,1.56937979959692,-2.83130647400703,3.32054929654229,0.876134396872278,0,-22,"FR5"
-1.59500304872255,1.93809870233636,-5.39360670378564,2.20360060634053,0.410523305019611,0,-21,"FR5"
-0.620090433456962,0.901854845261745,-2.38769344945293,1.147512582539,0.491722140490942,0,-20,"FR5"
-0.801251371222275,1.3633885162315,-3.47344375997151,1.87094101752696,0.556739613837841,0,-19,"FR5"
0.0883955092607385,1.59918514006194,-3.04594976987231,3.22274078839379,0.955919104504578,0,-18,"FR5"
0.226989075246652,1.0306747330248,-1.79309628125739,2.24707443175069,0.825689329407049,0,-17,"FR5"
0.293438592651464,0.68520690887065,-1.04954227069303,1.63641945599596,0.66847046232167,0,-16,"FR5"
0.185713306088558,0.831161455883356,-1.4433332127807,1.81475982495781,0.823194395455836,0,-15,"FR5"
-1.18848075331858,0.958857624185689,-3.06780716302417,0.690845656387013,0.21516937147044,0,-14,"FR5"
-0.177729878092208,1.34698075179291,-2.817763639475,2.46230388329059,0.895026325220263,0,-13,"FR5"
0.561317721977055,1.14946233086304,-1.69158704809996,2.81422249205407,0.625315633470301,0,-12,"FR5"
0.919798595236806,1.40751205110464,-1.8388743327344,3.67847152320801,0.513438810991541,0,-11,"FR5"
1.40783479138216,1.2849431759933,-1.11060755574521,3.92627713850953,0.273236468774958,0,-10,"FR5"
0.0534800216355826,1.27905322172488,-2.45341822725511,2.56037827052628,0.966648413988675,0,-9,"FR5"
-0.221250668887579,1.41455514319625,-2.99372780369812,2.55122646592296,0.875709800196859,0,-8,"FR5"
-0.841955685247306,1.42997757521691,-3.64466023137236,1.96074886087774,0.556002535506385,0,-7,"FR5"
-0.309526194071596,1.2358760860061,-2.73179881199788,2.11274642385469,0.802238723520284,0,-6,"FR5"
-0.688043695994321,0.81512023630202,-2.28565000221606,0.909562610227417,0.39861304477414,0,-5,"FR5"
1.27318485664869,1.34201570924034,-1.35711760014936,3.90348731344674,0.342767697048768,0,-4,"FR5"
-0.532209810181254,0.845567462179983,-2.18949158255296,1.12507196219045,0.529079748806734,0,-3,"FR5"
-0.711932173430335,1.18654564992497,-3.03751891329595,1.61365456643528,0.548503548760286,0,-2,"FR5"
3.40831189847804,1.10127691520541,1.24984880767006,5.56677498928602,0.00196897361933668,1,-1,"FR5"
0.345898636822137,1.35722143414596,-2.31420649314974,3.00600376679402,0.798832835277403,1,0,"FR5"
0.522661106507784,0.855209812745197,-1.15351932569805,2.19884153871361,0.541100567926808,1,1,"FR5"
3.37759332181064,1.68829421219805,0.0685974705950292,6.68658917302624,0.0454360297145699,1,2,"FR5"
0.307263551721408,0.813348475486104,-1.28687016711191,1.90139727055473,0.705596987559108,1,3,"FR5"
-1.92732201121581,1.7819545931431,-5.41988883586201,1.56524481343038,0.279440302437317,1,4,"FR5"
1.52037770494243,1.0348311487209,-0.507854076630736,3.5486094865156,0.141777559521522,1,5,"FR5"
1.27393739430952,0.984824505159286,-0.656283166895162,3.2041579555142,0.195814706678511,1,6,"FR5"
-1.14814643674594,1.58805627054053,-4.26067953242838,1.9643866589365,0.469686943391916,1,7,"FR5"
1.17068143291467,1.07494071425409,-0.936163652539119,3.27752651836845,0.276124761834672,1,8,"FR5"
1.45201271929199,1.3657945041858,-1.22489531919492,4.1289207577789,0.287724459428485,1,9,"FR5"
-0.838401853023931,1.59262579999357,-3.95989106186062,2.28308735581276,0.598591284912793,1,10,"FR5"
-1.03955549441185,1.48139091001417,-3.94302832506464,1.86391733624095,0.482839538703915,1,11,"FR5"
-1.22620478975443,1.74777933259287,-4.6517893345599,2.19937975505105,0.482941925387066,1,12,"FR5"
-0.194897450219414,1.20532358885668,-2.55728827409507,2.16749337365624,0.871544309073703,1,13,"FR5"
-0.581919593355722,1.65234039154613,-3.82044725098694,2.6566080642755,0.724704021935519,1,14,"FR5"
-1.55250718910539,1.99869680251823,-5.46988093805649,2.36486655984572,0.437300539459318,1,15,"FR5"
0.239332601488234,2.02362521429057,-3.72689993672843,4.2055651397049,0.905854334971548,1,16,"FR5"
0.100150068473614,1.46024283868295,-2.76187330402749,2.96217344097472,0.945320333305211,1,17,"FR5"
0.0798482316154841,1.73109430047325,-3.31303425115464,3.47273071438561,0.963209926231207,1,18,"FR5"
-0.521711821363295,1.68872614065167,-3.83155423679189,2.7881305940653,0.757368624653583,1,19,"FR5"
-1.12041213313985,1.51649485354886,-4.09268742883597,1.85186316255626,0.460018145546663,1,20,"FR5"
-0.579768740056157,1.69462655259594,-3.90117575038948,2.74163827027717,0.7322592084684,1,21,"FR5"
3.26355580707615,1.85991009227809,-0.381800988271479,6.90891260242379,0.0793132522245195,1,22,"FR5"
0.369402835857452,1.57656853531839,-2.72061471252565,3.45942038424055,0.814745769572015,1,23,"FR5"
-1.45126457562245,1.38447802037076,-4.16479163293645,1.26226248169155,0.294528266678538,1,24,"FR5"
-0.928291411082705,1.02102532515464,-2.92946427568909,1.07288145352368,0.363257390802089,1,25,"FR5"
1.06812300221936,1.35634837677462,-1.59027096674825,3.72651697118698,0.43098980846492,1,26,"FR5"
1.27441787099378,1.38048711127797,-1.43128714823278,3.98012289022034,0.355921041556787,1,27,"FR5"
-1.64880229199998,1.79575955539858,-5.16842634547485,1.8708217614749,0.358532862462918,1,28,"FR5"
-0.426234846664255,2.16138506839709,-4.6624717374452,3.81000204411669,0.843667514725721,1,29,"FR5"
-1.07924072923729,1.07129363134145,-3.17893766353367,1.02045620505908,0.313733836536444,1,30,"FR5"
1.68535243448795,1.2497823359827,-0.764175932552475,4.13488080152838,0.177492231216092,1,31,"FR5"
-0.436613941954583,0.993506122531458,-2.38385016053628,1.51062227662711,0.660322614640139,1,32,"FR5"
-0.214104058443633,1.16455763531241,-2.4965950815771,2.06838696468983,0.854131037872749,1,33,"FR5"
1.59326531821546,2.5439682594451,-3.39282084810999,6.57935148454091,0.531123858246764,1,34,"FR5"
0.940037001200389,1.95643590452687,-2.89450690973332,4.7745809121341,0.630882967927517,1,35,"FR5"
-1.27772243206517,1.86205126166186,-4.92727584228979,2.37183097815945,0.492592802838773,1,36,"FR5"
-0.110203152681352,1.04240899374874,-2.15328723758953,1.93288093222682,0.915804759815244,0,-36,"FR77"
0.0734606503748533,0.862933463477923,-1.61785785909629,1.76477915984599,0.93215884677673,0,-35,"FR77"
0.108631052640224,1.18266877326854,-2.20935714860627,2.42661925388672,0.926815252086818,0,-34,"FR77"
0.187976766547934,0.572651173452706,-0.934398909123968,1.31035244221984,0.742717339845421,0,-33,"FR77"
-0.0694065173880076,1.0657708199345,-2.15827894023334,2.01946590545733,0.948075825690932,0,-32,"FR77"
0.0437219984599544,0.59084351177638,-1.11431000512092,1.20175400204083,0.941010952787046,0,-31,"FR77"
-0.125994635198149,0.668527932812697,-1.43628530617005,1.18429603577375,0.850511542064282,0,-30,"FR77"
0.0282057865151392,0.6627776127373,-1.2708144642094,1.32722603723968,0.966054721973479,0,-29,"FR77"
-0.205366077736478,1.31724503621199,-2.78711890752614,2.37638675205319,0.87610731143528,0,-28,"FR77"
-0.0230158770196306,0.691764991492622,-1.37885034611083,1.33281859207156,0.973458290559542,0,-27,"FR77"
0.222842808261743,0.746578336495905,-1.24042384290806,1.68610945943154,0.765332641142937,0,-26,"FR77"
0.0561770590062308,0.957171431558442,-1.81984447387896,1.93219859189142,0.953198468835587,0,-25,"FR77"
0.0121138194515724,1.01656516954455,-1.98031730079359,2.00454493969674,0.990492295962021,0,-24,"FR77"
-0.00887148117232239,0.852061317776179,-1.67888097663337,1.66113801428873,0.991692745787689,0,-23,"FR77"
-0.053919287041486,0.964945603077749,-1.94517791611416,1.83733934203118,0.955438950143618,0,-22,"FR77"
0.0679355357985337,0.85199365186392,-1.60194133691151,1.73781240850857,0.93644632124681,0,-21,"FR77"
0.190045199658045,0.934791171581163,-1.64211182970704,2.02220222902313,0.838898754202297,0,-20,"FR77"
-0.110002027369876,0.932495858504528,-1.93766032577151,1.71765627103176,0.906095259791,0,-19,"FR77"
-0.171962973434232,1.09327099724178,-2.31473475337031,1.97080880650185,0.875014586645257,0,-18,"FR77"
-0.0592526758973886,1.06771999928324,-2.15194542006567,2.03344006827089,0.955744445608404,0,-17,"FR77"
0.256002620647129,0.895383443837839,-1.49891668162848,2.01092192292274,0.774944026048152,0,-16,"FR77"
-0.0428649578584306,0.887533591025253,-1.78239883133743,1.69666891562057,0.961479771689048,0,-15,"FR77"
0.15246562635969,1.04395706672235,-1.89365262582219,2.19858387854157,0.883885171302093,0,-14,"FR77"
0.132752594831797,0.97945027187243,-1.78693466268613,2.05243985234972,0.892186631656134,0,-13,"FR77"
-0.0478675663292132,0.859570535972024,-1.73259485900617,1.63685972634774,0.955590542488649,0,-12,"FR77"
-0.291888512481883,1.03934914697242,-2.32897540791025,1.74519838294648,0.778834821000979,0,-11,"FR77"
0.129068816605462,0.637483704594463,-1.12037628513086,1.37851391834178,0.839552385912216,0,-10,"FR77"
-0.0736841712550143,0.855528860216041,-1.75048992501306,1.60312158250303,0.931365425988369,0,-9,"FR77"
-0.0779334092644961,0.858863656962074,-1.76127524454053,1.60540842601153,0.927699074337565,0,-8,"FR77"
-0.227097026208758,1.062735125738,-2.31001959776089,1.85582554534337,0.830787960884493,0,-7,"FR77"
-0.248722778906787,1.23942014001143,-2.67794161504278,2.1804960572292,0.840951357523096,0,-6,"FR77"
-0.0915815280143638,1.14634576705462,-2.33837794527136,2.15521488924263,0.936324767754226,0,-5,"FR77"
0.146027073881977,0.778950427041077,-1.38068770886063,1.67274185662458,0.8512949237448,0,-4,"FR77"
0.210961495493488,0.689888074224373,-1.14119428334998,1.56311727433695,0.759763857136912,0,-3,"FR77"
0.0212457507241164,0.741159160178033,-1.43139951003678,1.47389101148501,0.977131315228131,0,-2,"FR77"
-0.156231255562767,2.02903056939653,-4.13305809511077,3.82059558398524,0.938625151783619,1,-1,"FR77"
-0.0267706151293674,1.94976265634412,-3.84823519996498,3.79469396970625,0.989045236185999,1,0,"FR77"
-0.531780926217938,3.60066581561729,-7.58895624519236,6.52539439275648,0.882587732570097,1,1,"FR77"
-0.704365634437975,5.884683087489,-12.2381325463484,10.8294012774724,0.90472496427321,1,2,"FR77"
-0.70775102767276,7.55469713795862,-15.5146853321795,14.099183276834,0.925360519006559,1,3,"FR77"
0.303953697127472,5.27115805699052,-10.0273262513921,10.635233645647,0.954016626593406,1,4,"FR77"
-0.278616699725719,1.18195914735308,-2.59521405973542,2.03798066028398,0.813646476538626,1,5,"FR77"
-0.437445443153081,3.3213065438165,-6.94708665065063,6.07219576434447,0.895214590512092,1,6,"FR77"
-0.675150322471184,1.82907819668125,-4.2600777128739,2.90977706793154,0.712037883375289,1,7,"FR77"
-0.237711033415466,1.58135480825062,-3.33710950436592,2.86168743753499,0.880511267207412,1,8,"FR77"
-0.395674098327517,1.49045765823511,-3.31691742895025,2.52556923229522,0.790646226946015,1,9,"FR77"
-0.397114532961894,1.75431891384652,-3.8355164214985,3.04128735557471,0.820918375475534,1,10,"FR77"
-0.50164388062604,2.70078696608709,-5.79508906407194,4.79180130281986,0.852648742971573,1,11,"FR77"
-0.354309881171397,3.66835795140391,-7.54415934832419,6.8355395859814,0.923055638167249,1,12,"FR77"
-0.449867706762927,3.78243030093088,-7.86329487062046,6.9635594570946,0.905325939550006,1,13,"FR77"
-0.28740892717115,5.44812079919996,-10.9655294770267,10.3907116226844,0.957928094088716,1,14,"FR77"
-0.623471781799849,5.12524541625815,-10.6687682095948,9.42182464599511,0.903178426586287,1,15,"FR77"
-0.818938521220873,5.03161350926886,-10.680719783513,9.04284274107128,0.870708482359044,1,16,"FR77"
-0.590373952794715,3.03836524624864,-6.54546040732023,5.3647125017308,0.845935938609079,1,17,"FR77"
-0.494329550421019,3.54161170731182,-7.4357609439776,6.44710184313556,0.88899376490413,1,18,"FR77"
-0.766500635455802,5.20734199392966,-10.9727033987409,9.43970212782932,0.882977208112048,1,19,"FR77"
-0.350377244561063,2.49101507234532,-5.23267707130433,4.53192258218221,0.888141380136036,1,20,"FR77"
-0.183705605534258,1.54362863263692,-3.20916213100744,2.84175091993892,0.9052682739436,1,21,"FR77"
-0.363579536472525,2.00776128648758,-4.29871934754198,3.57156027459693,0.856299261666243,1,22,"FR77"
-0.0709087556202647,1.8374924685737,-3.6723278158883,3.53051030464778,0.969217309365682,1,23,"FR77"
0.0649483456788388,1.44951221673685,-2.77604339427621,2.90594008563389,0.964261117029671,1,24,"FR77"
-0.279729596083897,2.14585861029577,-4.48553518817877,3.92607599601097,0.896283282844412,1,25,"FR77"
-0.0610756913240558,2.02261073642313,-4.02531988945742,3.90316850680931,0.97591036894657,1,26,"FR77"
-0.174881585568887,1.72682121351734,-3.55938897180263,3.20962580066485,0.919333187661705,1,27,"FR77"
-0.130559623027552,1.36854824630988,-2.81286489690037,2.55174565084527,0.923997046243993,1,28,"FR77"
-0.293300131708579,3.6199539459927,-7.38827949154792,6.80167922813076,0.935423528776482,1,29,"FR77"
0.0423938102022803,1.31523758579469,-2.53542448906873,2.62021210947329,0.974286386928764,1,30,"FR77"
-0.257166914561195,1.36240519792966,-2.92743203485349,2.4130982057311,0.850281320867009,1,31,"FR77"
-0.250807588497139,1.08143759071303,-2.37038631782245,1.86877114082817,0.816599731903713,1,32,"FR77"
-0.041021002420395,1.8878360353868,-3.7411116404954,3.65906963565461,0.982664040486077,1,33,"FR77"
-0.164434238222565,2.00338631286419,-4.09099925855688,3.76213078211175,0.934584569878913,1,34,"FR77"
0.0115760259151523,1.92979730324591,-3.77075718590935,3.79390923773965,0.995213861607994,1,35,"FR77"
-0.127404103533476,1.26924223936166,-2.61507318033929,2.36026497327234,0.920044168679663,1,36,"FR77"
-1.02887017097322,1.60746079029008,-4.17943542650206,2.12169508455562,0.522134070881067,0,-36,"FR32"
-0.689006894848105,2.80558513964579,-6.18785272411464,4.80983893441843,0.80600425574023,0,-35,"FR32"
0.584414426302343,2.69126002469953,-4.69035829514111,5.8591871477458,0.828089331837421,0,-34,"FR32"
0.253547436569153,3.41944128222883,-6.44843432384882,6.95552919698713,0.940891992572058,0,-33,"FR32"
-0.41372663507385,2.42565697408558,-5.16792694313,4.3404736729823,0.864567618688276,0,-32,"FR32"
0.0284178423470756,1.51161545908089,-2.93429401592544,2.99112970061959,0.985000932621276,0,-31,"FR32"
-0.740614866176377,2.030849368647,-4.7210064867504,3.23977675439765,0.715348555114296,0,-30,"FR32"
0.0666341758808611,2.16201037449015,-4.17082829232179,4.30409664408351,0.97541271547661,0,-29,"FR32"
3.21607442749515,2.09018783287533,-0.880618445864333,7.31276730085462,0.123888956481997,0,-28,"FR32"
0.869510440749631,2.01029154211274,-3.07058858021682,4.80960946171608,0.665356600036873,0,-27,"FR32"
-1.6726924548119,1.79308018473268,-5.18706503828038,1.84168012865658,0.350892351319926,0,-26,"FR32"
-1.23716152321228,1.4274182848466,-4.03484995238554,1.56052690596098,0.386099457632198,0,-25,"FR32"
1.10350768719226,2.10995572468842,-3.03192954217115,5.23894491655566,0.600973975153726,0,-24,"FR32"
1.05568376183457,1.97296897048406,-2.81126436292925,4.92263188659839,0.592598911173806,0,-23,"FR32"
-1.16153809062147,3.28774083140148,-7.60539171067014,5.28231552942719,0.723868275453338,0,-22,"FR32"
-0.835987384037092,3.25214218123442,-7.21006893186009,5.53809416378591,0.797134422127715,0,-21,"FR32"
-0.940789249078596,2.39105226579175,-5.62716557518331,3.74558707702612,0.693977963042547,0,-20,"FR32"
1.52705846289882,2.12743472622687,-2.64263697996568,5.69675390576332,0.472884724767293,0,-19,"FR32"
-0.871891804718588,1.7830284069137,-4.36656326568126,2.62277965624408,0.624845304659877,0,-18,"FR32"
-0.75047799331265,1.82231856493592,-4.32215674894577,2.82120076232046,0.680467032132215,0,-17,"FR32"
1.62116052207979,3.49353051523238,-5.22603346666734,8.46835451082692,0.642614448485843,0,-16,"FR32"
0.696062925495896,2.87128956683168,-4.9315612146798,6.32368706567159,0.808453414170225,0,-15,"FR32"
-3.06377399783571,3.7066121816908,-10.3286003786071,4.20105238293569,0.408480893351697,0,-14,"FR32"
0.378280587141386,3.21351607203171,-5.92009517778139,6.67665635206417,0.906293100738727,0,-13,"FR32"
1.57105820021566,2.96061946686979,-4.23164932677731,7.37376572720863,0.595660057478027,0,-12,"FR32"
0.0976216364866211,2.64850288090272,-5.09334862303328,5.28859189600652,0.970597289642626,0,-11,"FR32"
-0.461791499655885,2.85256307488151,-6.05271239005248,5.12912939074071,0.871395220929639,0,-10,"FR32"
0.710817001331594,2.54320251460234,-4.27376833268069,5.69540233534388,0.77986358235558,0,-9,"FR32"
2.12345471743629,3.81002502320902,-5.34405710824977,9.59096654312235,0.577299566944492,0,-8,"FR32"
-0.11237695540395,3.09643466994102,-6.18127738896952,5.95652347816162,0.97104923310096,0,-7,"FR32"
-0.739240446674926,3.55970747718995,-7.71613889746515,6.2376580041153,0.835487522082471,0,-6,"FR32"
1.27598785002312,2.40946492364177,-3.44647662232731,5.99845232237354,0.596407937347645,0,-5,"FR32"
0.832413060663187,2.45769431649156,-3.98457928466905,5.64940540599542,0.734838194393874,0,-4,"FR32"
-1.95363353978013,4.26369134991148,-10.3103150268016,6.40304794724133,0.64680704751951,0,-3,"FR32"
-1.33813165592866,3.13899204216658,-7.490443006333,4.81417969447568,0.669894051282399,0,-2,"FR32"
-3.08083627329983,3.80431553000055,-10.5371576979273,4.37548515132765,0.418039787531206,1,-1,"FR32"
-3.18982222678048,3.11026899108983,-9.28583743154827,2.90619297798731,0.305090727465856,1,0,"FR32"
-1.81406114801893,6.04459045574279,-13.6612407425693,10.0331184465315,0.764090840710517,1,1,"FR32"
-1.03598774888269,2.23882689436526,-5.42400782945826,3.35203233169288,0.64355298710675,1,2,"FR32"
0.416699796805859,4.46475317415604,-8.33405562440087,9.16745521801259,0.925640619655098,1,3,"FR32"
-3.27879844918873,4.74432319240133,-12.5775010373134,6.01990413893596,0.489503138583036,1,4,"FR32"
0.586101740259005,5.58298934746586,-10.3563563068449,11.5285597873629,0.9163917471296,1,5,"FR32"
1.86494172076469,3.49987930257753,-4.99469566252442,8.7245791040538,0.594131280401655,1,6,"FR32"
0.030908091630885,3.40114912275796,-6.6352216950247,6.69703787828647,0.992749288902866,1,7,"FR32"
1.03142449682814,4.08568309543063,-6.97636722246002,9.03921621611629,0.800694429809131,1,8,"FR32"
2.02307944761009,3.68448253496977,-5.19837362259751,9.24453251781769,0.582949846331764,1,9,"FR32"
-1.19282502378052,3.15722276441717,-7.38086793320816,4.99521788564712,0.705572993686222,1,10,"FR32"
