"","HEXID","year","population"
"238","FR30",2001,22216.5635144836
"239","FR31",2001,117058.54105827
"240","FR32",2001,29120.6988074295
"241","FR33",2001,117759.203675643
"242","FR34",2001,2433.68381869914
"243","FR35",2001,234.963311524333
"244","FR36",2001,633.090637432155
"245","FR37",2001,987.335317628288
"246","FR38",2001,54180.6901869895
"247","FR39",2001,116.321630367289
"248","FR4",2001,27394.1445427049
"249","FR40",2001,11915.2041499382
"250","FR41",2001,4582.65560826668
"251","FR42",2001,330.900950414642
"252","FR43",2001,7166.74443752522
"253","FR44",2001,3616.09620825003
"254","FR45",2001,364.563375847668
"255","FR46",2001,76952.0356657347
"256","FR47",2001,1217.12401793015
"257","FR48",2001,191.617665737122
"258","FR49",2001,28924.7664287983
"259","FR5",2001,28802.4017346807
"260","FR50",2001,32883.7135840927
"261","FR51",2001,79061.9133963665
"262","FR52",2001,98.1010894485938
"263","FR53",2001,13130.2734561355
"264","FR54",2001,85707.2916835687
"265","FR55",2001,11188.4106612054
"266","FR56",2001,69675.1296078989
"267","FR57",2001,12027.6513659002
"268","FR58",2001,2741.76966585924
"269","FR59",2001,77.2141468271916
"270","FR6",2001,307.008816098908
"271","FR60",2001,16620.3382076973
"272","FR61",2001,268.043769727215
"273","FR62",2001,307.664052539109
"274","FR63",2001,746.12097873029
"275","FR64",2001,12046.8185052257
"276","FR65",2001,30896.0397989851
"277","FR66",2001,21.7465242674521
"278","FR67",2001,28556.0150664499
"279","FR68",2001,42511.7930401144
"280","FR69",2001,353.114624496125
"281","FR7",2001,101490.711143375
"282","FR70",2001,189.298663213204
"283","FR71",2001,1979.22164278659
"284","FR72",2001,27756.0809393643
"285","FR73",2001,754.121865222862
"286","FR74",2001,3659.76163581575
"287","FR75",2001,5796.12910902845
"288","FR76",2001,1755.71158500338
"289","FR77",2001,639.241230076067
"290","FR78",2001,29991.6703787913
"291","FR79",2001,6681.65721775027
"292","FR8",2001,356.063171590944
"293","FR80",2001,20899.0627120582
"294","FR81",2001,5648.82280762045
"295","FR82",2001,69159.1266592825
"296","FR83",2001,6109.25036433463
"297","FR84",2001,4379.60805613038
"298","FR85",2001,194.294624624683
"299","FR86",2001,8475.01105620469
"300","FR87",2001,75.4207039761298
"301","FR88",2001,2042.04063602004
"302","FR89",2001,2654.83010076743
"303","FR9",2001,49.9517476405935
"304","FR90",2001,2624.96215587777
"305","FR91",2001,49055.7695151011
"306","FR92",2001,11539.4675827572
"307","CT1",2002,79338.1242369373
"308","CT10",2002,28621.8381981219
"309","CT11",2002,30484.823115342
"310","CT12",2002,2924.20577626431
"311","CT13",2002,121733.139092483
"312","CT14",2002,2027.30696158228
"313","CT15",2002,733.541945285495
"314","CT16",2002,121135.653380917
"315","CT17",2002,368565.639643061
"316","CT18",2002,1482.97043239463
"317","CT19",2002,2418.83397729444
"318","CT2",2002,528.713001088599
"319","CT20",2002,239.721529679772
"320","CT21",2002,10204.7313670057
"321","CT22",2002,45548.9128358839
"322","CT23",2002,347.073850867146
"323","CT24",2002,12767.0095755853
"324","CT25",2002,64403.8968939011
"325","CT26",2002,10615.5253650055
"326","CT27",2002,2409.89804843095
"327","CT28",2002,29296.1179308567
"328","CT29",2002,1386.12282842906
"329","CT3",2002,5247.10696295169
"330","CT30",2002,30461.1475848408
"331","CT31",2002,8290.15538865109
"332","CT32",2002,103572.13698957
"333","CT33",2002,74715.4054745045
"334","CT34",2002,33.0440866055827
"335","CT35",2002,60.8283099556453
"336","CT36",2002,893.073523047096
"337","CT37",2002,20496.8608724425
"338","CT38",2002,181763.100103931
"339","CT39",2002,146009.736805343
"340","CT4",2002,150902.291565953
"341","CT40",2002,313.312157760418
"342","CT41",2002,866.794200243581
"343","CT42",2002,780.559309928667
"344","CT43",2002,31145.6198826254
"345","CT44",2002,632875.283762994
"346","CT45",2002,97496.8351539608
"347","CT46",2002,1109.50270831391
"348","CT47",2002,665.63600419485
"349","CT48",2002,16381.6788519247
"350","CT49",2002,21788.3264603575
"351","CT5",2002,218518.968965301
"352","CT50",2002,701.29638934335
"353","CT51",2002,108.369822118658
"354","CT52",2002,24206.79126858
"355","CT53",2002,454.634439008297
"356","CT54",2002,1861.42041666932
"357","CT55",2002,197657.653033236
"358","CT56",2002,421214.303591662
"359","CT57",2002,8433.39725159868
"360","CT58",2002,364676.247500799
"361","CT59",2002,406313.900884975
"362","CT6",2002,201361.26384702
"363","CT60",2002,21719.2585187778
"364","CT61",2002,84664.9434830488
"365","CT7",2002,334.969461802225
"366","CT8",2002,17192.8237957798
"367","CT9",2002,4374.30439723855
"368","FR1",2002,424.074777028103
"369","FR10",2002,1442.5365536275
"370","FR11",2002,1851.23449780796
"371","FR12",2002,125574.260551283
"372","FR13",2002,163758.746603968
"373","FR14",2002,11589.0449321087
"374","FR15",2002,76435.9026148704
"375","FR16",2002,21322.7155114402
"376","FR17",2002,9331.04987744023
"377","FR18",2002,736.461297009918
"378","FR19",2002,10546.2589913801
"379","FR2",2002,332.95577963304
"380","FR20",2002,283.845299053119
"381","FR21",2002,10257.1357039646
"382","FR22",2002,2044.3217458459
"383","FR23",2002,237.845441347832
"384","FR24",2002,4.95804965827336
"385","FR25",2002,1551.69087136289
"386","FR26",2002,57.0827522128618
"387","FR27",2002,69221.4498028692
"388","FR28",2002,30473.5986999303
"389","FR29",2002,5782.22872378314
"390","FR3",2002,46426.1046874473
"391","FR30",2002,22710.4924525572
"392","FR31",2002,117823.560527213
"393","FR32",2002,29838.8682227534
"394","FR33",2002,120665.273191875
"395","FR34",2002,2493.74242497441
"396","FR35",2002,236.120003049516
"397","FR36",2002,636.958862005733
"398","FR37",2002,1000.04444934097
"399","FR38",2002,55165.8116299007
"400","FR39",2002,118.516217226077
"401","FR4",2002,28070.1790938059
"402","FR40",2002,12208.3617337171
"403","FR41",2002,4672.75066429505
"404","FR42",2002,338.417501861602
"405","FR43",2002,7343.6058423246
"406","FR44",2002,3703.2110514081
"407","FR45",2002,371.441425972646
"408","FR46",2002,78403.8545485582
"409","FR47",2002,1247.16028731087
"410","FR48",2002,195.232828320196
"411","FR49",2002,29638.5737696724
"412","FR5",2002,29511.4726420474
"413","FR50",2002,33504.1155754576
"414","FR51",2002,80553.538379196
"415","FR52",2002,98.8491258573899
"416","FR53",2002,13453.4102710248
"417","FR54",2002,86226.937517811
"418","FR55",2002,11464.5190182015
"419","FR56",2002,70989.6826307367
"420","FR57",2002,12323.9662962233
"421","FR58",2002,2808.86012920136
"422","FR59",2002,77.8916794482892
"423","FR6",2002,311.991907594898
"424","FR60",2002,16878.7624894391
"425","FR61",2002,269.340406020784
"426","FR62",2002,313.468609615851
"427","FR63",2002,758.313427888777
"428","FR64",2002,12344.1059122035
"429","FR65",2002,31390.2129815167
"430","FR66",2002,22.0903564155855
"431","FR67",2002,29260.7223390896
"432","FR68",2002,43560.9020094342
"433","FR69",2002,360.276664158909
"434","FR7",2002,103325.040264883
"435","FR70",2002,192.870074716679
"436","FR71",2002,1997.01459449388
"437","FR72",2002,28370.0560070988
"438","FR73",2002,768.349536206567
"439","FR74",2002,3749.62495763087
"440","FR75",2002,5929.53778065183
"441","FR76",2002,1783.07345343596
"442","FR77",2002,643.179450598512
"443","FR78",2002,30731.8068482984
"444","FR79",2002,6841.04050957433
"445","FR8",2002,361.852110330735
"446","FR80",2002,21414.8111973845
"447","FR81",2002,5776.84911316192
"448","FR82",2002,70241.3777521519
"449","FR83",2002,6251.14168654511
"450","FR84",2002,4481.97422534772
"451","FR85",2002,197.960291887683
"452","FR86",2002,8609.09044241811
"453","FR87",2002,76.7659483537108
"454","FR88",2002,2080.56688205686
"455","FR89",2002,2703.97442569256
"456","FR9",2002,50.7979979669277
"457","FR90",2002,2672.28865048126
"458","FR91",2002,49496.7746597669
"459","FR92",2002,11822.6825815442
"460","CT1",2003,79813.8770099636
"461","CT10",2003,29310.7011933105
"462","CT11",2003,31218.5747368639
"463","CT12",2003,2994.32312858794
"464","CT13",2003,122817.754006214
"465","CT14",2003,2045.36981205552
"466","CT15",2003,745.240037061014
"467","CT16",2003,124053.05140356
"468","CT17",2003,377442.074142873
"469","CT18",2003,1518.68588905509
"470","CT19",2003,2477.08851387045
"471","CT2",2003,533.962892531107
"472","CT20",2003,244.787527383968
"473","CT21",2003,10291.8684077503
"474","CT22",2003,45951.9710766146
"475","CT23",2003,354.190877324387
"476","CT24",2003,13067.1692654344
"477","CT25",2003,65931.7151484614
"478","CT26",2003,10868.8668328471
"479","CT27",2003,2467.70691640374
"480","CT28",2003,29997.5730478287
"481","CT29",2003,1390.96775073477
"482","CT3",2003,5357.70557451591
"483","CT30",2003,30948.0154375243
"484","CT31",2003,8429.43326269402
"485","CT32",2003,105455.814597583
"486","CT33",2003,76098.9246576394
"487","CT34",2003,33.6559700605941
"488","CT35",2003,61.3362713262635
"489","CT36",2003,906.251715362193
"490","CT37",2003,20821.6490423131
"491","CT38",2003,184824.963700048
"492","CT39",2003,148713.426299163
"493","CT4",2003,151387.339226426
"494","CT40",2003,319.113817105233
"495","CT41",2003,869.605847671832
"496","CT42",2003,791.724638247943
"497","CT43",2003,31631.3833788419
"498","CT44",2003,642630.008760281
"499","CT45",2003,99075.4355885252
"500","CT46",2003,1127.42899634791
"501","CT47",2003,667.796025855067
"502","CT48",2003,16696.9943533029
"503","CT49",2003,22183.5496676506
"504","CT5",2003,219196.507883977
"505","CT50",2003,712.075208737629
"506","CT51",2003,108.722129816775
"507","CT52",2003,24549.1413331544
"508","CT53",2003,463.924905863298
"509","CT54",2003,1878.12652904147
"510","CT55",2003,200051.819612881
"511","CT56",2003,427831.102197759
"512","CT57",2003,8518.88719816277
"513","CT58",2003,368250.541042844
"514","CT59",2003,414200.002152335
"515","CT6",2003,202779.212203236
"516","CT60",2003,21979.5345611679
"517","CT61",2003,85851.8326888983
"518","CT7",2003,337.066070211976
"519","CT8",2003,17589.9209307759
"520","CT9",2003,4479.57365878732
"521","FR1",2003,431.927448677464
"522","FR10",2003,1464.62334791772
"523","FR11",2003,1886.91945865802
"524","FR12",2003,127611.082074766
"525","FR13",2003,165933.078317038
"526","FR14",2003,11765.6492061425
"527","FR15",2003,78276.7640693001
"528","FR16",2003,21667.8138032051
"529","FR17",2003,9555.77634653682
"530","FR18",2003,747.299115991793
"531","FR19",2003,10800.2522086053
"532","FR2",2003,334.323136362178
"533","FR20",2003,285.201771552769
"534","FR21",2003,10501.9835322409
"535","FR22",2003,2082.17683391807
"536","FR23",2003,241.501088778907
"537","FR24",2003,5.04866595382649
"538","FR25",2003,1589.061370028
"539","FR26",2003,58.116855615413
