"","HEXID","date","tmax","tmean","ppt"
"78","CT1","jan_2001",18.0629997253418,10.0818129678567,160.938416242599
"79","CT1","jan_2002",17.1909999847412,9.98288585742315,31.3614687720935
"80","CT1","jan_2003",21.7520008087158,13.9235215187073,3.11313541730245
"81","CT1","jan_2004",18.1000003814697,10.4271047015985,19.6466460029284
"82","CT1","jan_2005",17.5830001831055,12.0162714322408,226.077541351318
"83","CT1","jan_2006",19.2830009460449,11.6842297017574,124.352000077566
"84","CT1","jan_2007",18.0559997558594,9.98534422119459,31.1140728592873
"85","CT1","jan_2008",16.8419990539551,10.5364692608515,308.758312066396
"86","CT1","jan_2009",21.7469997406006,13.1365422904491,13.2069894994299
"87","CT1","jan_2010",18.5370006561279,12.0551359951496,186.261562665304
"88","CT1","jan_2011",20.2040004730225,12.3155318498611,33.1813751459122
"89","CT1","jan_2012",21.0699996948242,12.6404381891092,49.2918020884196
"90","CT1","jan_2013",17.5830001831055,10.3901879886786,36.3511355519295
"91","CT1","jan_2014",24.0790004730225,14.3242507278919,0.469291663829305
"92","CT1","jan_2015",21.1180000305176,13.468823581934,19.3019791344802
"93","CT1","jan_2016",17.5879993438721,12.0192297200362,103.550990025202
"94","CT1","jan_2017",16.0879993438721,10.4486775795619,224.082614739736
"95","CT1","jan_2018",22.3279991149902,14.006979872783,67.7260205745697
"96","CT1","jul_2000",29.6350002288818,17.3287612696489,0.0813333328696899
"97","CT1","jul_2001",30.4969997406006,18.4384487768014,3.4583854067411
"98","CT1","jul_2002",32.6720008850098,18.6096988419692,0.118614580666569
"99","CT1","jul_2003",34.7140007019043,19.5851780672868,0.0828749999527645
"100","CT1","jul_2004",31.9769992828369,18.7473758757114,0.0297395830651415
"101","CT1","jul_2005",33.3849983215332,19.1015530625979,0.273395835038779
"102","CT1","jul_2006",35.9230003356934,21.2976572712262,0
"103","CT1","jul_2007",32.1629981994629,18.5544904569785,0.00662499988053848
"104","CT1","jul_2008",31.8959999084473,18.5784488121669,0.104458334214238
"105","CT1","jul_2009",33.4570007324219,18.5093759000301,0
"106","CT1","jul_2010",30.3430004119873,17.1608966390292,0.326781251551438
"107","CT1","jul_2011",30.617000579834,18.3623757660389,0
"108","CT1","jul_2012",30.6550006866455,17.8344696362813,0.0768437494989485
"109","CT1","jul_2013",33.0089988708496,19.259386330843,0.175989582689605
"110","CT1","jul_2014",32.8790016174316,19.7086885372798,0.0386770832895612
"111","CT1","jul_2015",30.9109992980957,19.6879280010859,7.14043747633696
"112","CT1","jul_2016",33.0530014038086,18.5170320371787,0
"113","CT1","jul_2017",34.5009994506836,19.610323826472,0
"114","CT1","jul_2018",34.9609985351562,20.5168029864629,0
"115","CT1","jun_2000",29.5189990997314,17.7273237804572,2.12410415910805
"116","CT1","jun_2001",31.056999206543,18.1478549043338,0.354406254732263
"117","CT1","jun_2002",28.67799949646,16.3666674097379,0.468729167724329
"118","CT1","jun_2003",26.9500007629395,16.6781673630079,0.232802084967261
"119","CT1","jun_2004",28.4570007324219,16.669011135896,0.14794791635965
"120","CT1","jun_2005",26.2660007476807,15.9475320279598,0.522062502060483
"121","CT1","jun_2006",30.632999420166,18.6553550163905,0.0697083338151667
"122","CT1","jun_2007",28.3239994049072,16.1919486224651,0.00110416669000794
"123","CT1","jun_2008",30.4860000610352,17.1449175079664,7.29166689173629e-05
"124","CT1","jun_2009",26.4130001068115,16.5404486358166,3.83559376373887
"125","CT1","jun_2010",27.6229991912842,16.003844499588,0
"126","CT1","jun_2011",25.2859992980957,15.3617611527443,22.501666645209
"127","CT1","jun_2012",28.378999710083,16.249146660169,0.000239583333798995
"128","CT1","jun_2013",29.6639995574951,17.6589487095674,0.188604165407014
"129","CT1","jun_2014",29.2940006256104,16.8550112148126,0.01469791648924
"130","CT1","jun_2015",30.1100006103516,17.8499174118042,5.23927084604899
"131","CT1","jun_2016",32.2019996643066,18.3203237354755,7.29166689173629e-05
"132","CT1","jun_2017",30.548999786377,17.4630008637905,0
"133","CT1","jun_2018",28.8920001983643,16.9570111731688,0.141468749521058
"134","CT1","mar_2000",20.2889995574951,12.1131047606468,59.924260298411
"135","CT1","mar_2001",20.7290000915527,13.1556985179583,196.547457536062
"136","CT1","mar_2002",20.2040004730225,11.4247297048569,21.734906176726
"137","CT1","mar_2003",21.8549995422363,12.8499172826608,68.3876769542694
"138","CT1","mar_2004",24.6720008850098,15.2428861459096,13.420218706131
"139","CT1","mar_2005",20.0429992675781,13.081261018912,99.1019587516785
"140","CT1","mar_2006",16.2210006713867,9.47552127639453,119.768427054087
"141","CT1","mar_2007",23.4409999847412,13.8013861080011,7.42347919444243
"142","CT1","mar_2008",22.8610000610352,12.9381256004175,1.19460416823616
"143","CT1","mar_2009",20.2679996490479,12.0000422795614,23.1679271062215
"144","CT1","mar_2010",20.6690006256104,12.3155630926291,16.6875208516916
"145","CT1","mar_2011",18.7310009002686,11.8005109926065,189.412448406219
"146","CT1","mar_2012",19.4990005493164,11.3866672317187,77.53635430336
"147","CT1","mar_2013",23.2789993286133,13.3838548064232,26.9274894595146
"148","CT1","mar_2014",22.4179992675781,14.2039069334666,72.4343543450038
"149","CT1","mar_2015",26.1520004272461,15.4881257216136,7.70332291225592
"150","CT1","mar_2016",20.7150001525879,13.7027818957965,95.289052327474
"151","CT1","mar_2017",23.2439994812012,14.1642402807871,30.9304583668709
"152","CT1","mar_2018",19.3269996643066,12.0159901678562,171.062761147817
"153","CT1","may_2000",26.5389995574951,16.0229590535164,0.364770833359216
"154","CT1","may_2001",28.0249996185303,17.0128758748372,0.451156244904269
"155","CT1","may_2002",24.056999206543,14.2667090396086,2.74645833919446
"156","CT1","may_2003",24.1879997253418,15.2151986459891,42.2580833633741
"157","CT1","may_2004",26.6830005645752,16.002011179924,0.0333854167013972
"158","CT1","may_2005",25.2290000915527,15.9197195669015,24.7773436705271
"159","CT1","may_2006",24.80299949646,15.8534277776877,32.7419896423817
"160","CT1","may_2007",25.8780002593994,14.9366152981917,0.0843645829845627
"161","CT1","may_2008",24.1639995574951,14.4502819478512,1.54211458468975
"162","CT1","may_2009",27.693000793457,16.2328757146994,2.13692708685994
"163","CT1","may_2010",23.2399997711182,13.8639173110326,4.08907294273376
"164","CT1","may_2011",22.7229995727539,13.8327923417091,16.2278749247392
"165","CT1","may_2012",26.0970001220703,15.1767403880755,0
"166","CT1","may_2013",26.5249996185303,16.1636570692062,1.85357291561862
"167","CT1","may_2014",27.9029998779297,17.097354978323,0.671500003678375
"168","CT1","may_2015",23.0879993438721,14.5659798582395,6.59139583508174
"169","CT1","may_2016",23.7980003356934,15.280917396148,3.81027085043024
"170","CT1","may_2017",25.5799999237061,15.6038652261098,9.49109371503194
"171","CT1","may_2018",23.1630001068115,14.7880111336708,3.03744790727069
"172","CT1","nov_2000",20.5270004272461,11.3623025914033,0.0205520833636304
"173","CT1","nov_2001",20.9829998016357,14.2097298105558,115.414551695188
"174","CT1","nov_2002",24.1280002593994,15.1051361163457,91.8037184476852
"175","CT1","nov_2003",19.7000007629395,12.3113964398702,45.4977394342422
"176","CT1","nov_2004",20.2040004730225,12.389490177234,21.8831875522931
"177","CT1","nov_2005",24.8339996337891,15.8168028195699,40.8574478824933
"178","CT1","nov_2006",24.3540000915527,15.1277402838071,6.51294788221518
"179","CT1","nov_2007",23.6909999847412,14.0827194452286,1.88287500325047
"180","CT1","nov_2008",24.6730003356934,15.9879694680373,62.9856875737508
"181","CT1","nov_2009",23.3150005340576,13.7382506330808,0.149291667079524
"182","CT1","nov_2010",21.2670001983643,12.655740181605,41.4779585401217
"183","CT1","nov_2011",20.1180000305176,12.4227818349997,62.9450206756592
"184","CT1","nov_2012",22.3519992828369,14.7684381902218,35.5195519328117
"185","CT1","nov_2013",22.9120006561279,13.8962402741114,17.1648749709129
"186","CT1","nov_2014",24.2199993133545,15.3687924245993,26.6331145763397
"187","CT1","nov_2015",22.181999206543,13.2324068645636,21.0960729519526
"188","CT1","nov_2016",24.8150005340576,14.9862194856008,41.0225000778834
"189","CT1","nov_2017",25.4260005950928,16.1564486424128,2.25086458275715
"190","CT1","nov_2018",25.7220001220703,15.6768028438091,61.391104221344
"191","CT1","oct_2000",23.6509990692139,15.6253653665384,57.9364578723907
"192","CT1","oct_2001",27.2390003204346,17.0974278946718,10.3620833704869
"193","CT1","oct_2002",23.6310005187988,15.0433236459891,0.104135415293664
"194","CT1","oct_2003",30.6189994812012,18.6521155635516,0.0743541668974406
"195","CT1","oct_2004",23.8470001220703,15.5218966205915,125.360510428747
"196","CT1","oct_2005",25.9389991760254,16.7186779081821,14.637572919329
"197","CT1","oct_2006",25.2430000305176,16.0322299400965,8.04594791432222
"198","CT1","oct_2007",25.9769992828369,16.8407820363839,12.2037708361944
"199","CT1","oct_2008",29.7189998626709,18.1184800664584,3.67471875747045
"200","CT1","oct_2009",25.1280002593994,16.4954382677873,69.2785312732061
"201","CT1","oct_2010",24.9139995574951,16.6984695494175,58.0508123636246
"202","CT1","oct_2011",27.6359996795654,17.7740633686384,20.169375081857
"203","CT1","oct_2012",28.1189994812012,17.8681362171968,6.56270834306876
"204","CT1","oct_2013",25.7469997406006,15.5437610844771,8.04951040446758
"205","CT1","oct_2014",30.0650005340576,19.0851780176163,0.12046875007339
"206","CT1","oct_2015",29.7609996795654,20.2627197504044,5.71598958472411
"207","CT1","oct_2016",27.2940006256104,17.5438862840335,34.6738750338554
"208","CT1","oct_2017",29.5540008544922,18.724636276563,0.457812501105461
"209","CT1","oct_2018",27.4179992675781,17.9471883376439,13.5271458625793
"210","CT1","sep_2000",30.2569999694824,18.6392404635747,1.10868750116545
"211","CT1","sep_2001",29.9130001068115,17.904698818922,0.330125001479852
"212","CT1","sep_2002",32.6080017089844,18.9659592608611,1.20594791703964
"213","CT1","sep_2003",32.2000007629395,19.0675946474075,0.311479169174466
"214","CT1","sep_2004",31.4580001831055,19.5412821173668,0.0155208337819204
"215","CT1","sep_2005",28.1760005950928,17.2446258167426,2.38764583688074
"216","CT1","sep_2006",30.8579998016357,18.393980016311,0.0829583318833708
"217","CT1","sep_2007",29.0690002441406,18.199282169342,6.648666664958
"218","CT1","sep_2008",31.8600006103516,18.720907052358,0
"219","CT1","sep_2009",33.9169998168945,19.6788863639037,0.270802084088549
"220","CT1","sep_2010",31.4829998016357,18.2326883773009,0
"221","CT1","sep_2011",31.2789993286133,18.6781154374282,1.27741666324437
"222","CT1","sep_2012",32.298999786377,18.8755737741788,1.50580208189785
"223","CT1","sep_2013",30.9300003051758,18.8048238356908,0
"224","CT1","sep_2014",31.7900009155273,19.5511675874392,0
"225","CT1","sep_2015",32.8790016174316,21.1466468572617,2.26957291861375
"226","CT1","sep_2016",31.5400009155273,18.9996363917987,0
"227","CT1","sep_2017",30.8490009307861,20.7096781134605,15.0986875494321
"228","CT1","sep_2018",30.4899997711182,18.5052195588748,0
"229","CT10","apr_2000",25.4559993743896,13.4903877012191,29.3447419751075
"230","CT10","apr_2001",21.7670001983643,9.57481769848895,55.8151290442354
"231","CT10","apr_2002",24.5709991455078,12.4266564871675,8.14787095233232
"232","CT10","apr_2003",20.3379993438721,8.3235487604654,69.7283225110782
"233","CT10","apr_2004",24.9529991149902,13.0072263645869,2.43506451531924
"234","CT10","apr_2005",21.9529991149902,9.88104348541588,49.3146559807562
"235","CT10","apr_2006",20.7649993896484,9.98574242027857,42.9632044043592
"236","CT10","apr_2007",23.2630004882812,11.7915166321621,28.9618816068096
"237","CT10","apr_2008",23.3050003051758,11.2391295689409,9.11083869493732
"238","CT10","apr_2009",23.2689990997314,10.7016564646075,7.86815051622288
"239","CT10","apr_2010",20.1590003967285,8.75162406377895,83.0100859775338
"240","CT10","apr_2011",23.621000289917,10.6151510720612,17.8886666913186
"241","CT10","apr_2012",22.617000579834,11.7902263928485,69.7571288078062
"242","CT10","apr_2013",25.4179992675781,13.3597210607221,11.4768279906242
"243","CT10","apr_2014",25.068000793457,12.627764040424,61.6153659410374
"244","CT10","apr_2015",25.3239994049072,12.4120758477078,15.1495376351059
"245","CT10","apr_2016",25.4850006103516,12.7124414290151,28.4683116892333
"246","CT10","apr_2017",24.5209999084473,11.8006564314647,9.42159140238198
"247","CT10","apr_2018",24.9990005493164,12.9391511999151,10.0530322572236
"248","CT10","aug_2000",36.5120010375977,23.931237764256,3.29131184461757
"249","CT10","aug_2001",37.0429992675781,24.4897752987441,0
"250","CT10","aug_2002",35.8940010070801,23.757162545317,0
"251","CT10","aug_2003",36.5880012512207,23.8792914113691,17.394505311084
"252","CT10","aug_2004",34.5279998779297,23.455753818635,0.0145483869378285
"253","CT10","aug_2005",36.3120002746582,24.1642806350544,6.47963442981884
"254","CT10","aug_2006",34.0690002441406,22.8783021947389,0
"255","CT10","aug_2007",35.8569984436035,24.1908398905108,0.411473113983389
"256","CT10","aug_2008",36.2029991149902,24.4060119095669,0
"257","CT10","aug_2009",35.2519989013672,23.2053344275362,0.000290322588175856
"258","CT10","aug_2010",34.8019981384277,22.4835493846606,0
"259","CT10","aug_2011",36.2910003662109,23.8870441682877,1.88859139333269
"260","CT10","aug_2012",37.7099990844727,25.8702699804819,1.55122580808858
"261","CT10","aug_2013",35.2179985046387,23.4243129402079,0.494451616059548
"262","CT10","aug_2014",35.1529998779297,23.2297537198631,4.63486019001212
"263","CT10","aug_2015",36.9070014953613,24.4590442411361,0
"264","CT10","aug_2016",36.3940010070801,24.2570010564661,0
"265","CT10","aug_2017",36.8489990234375,25.1058184100736,1.54989248085567
"266","CT10","aug_2018",35.3959999084473,24.5283344843054,0
"267","CT10","dec_2000",17.0639991760254,8.82487135548745,1.01045160731977
"268","CT10","dec_2001",14.2469997406006,5.71170990441435,47.6920427917152
"269","CT10","dec_2002",17.9409999847412,5.82273145644896,74.791999734858
"270","CT10","dec_2003",16.44700050354,6.50555946750026,56.1768709818522
"271","CT10","dec_2004",14.6529998779297,6.88852721388622,147.236236162083
"272","CT10","dec_2005",17.0599994659424,7.9787100771422,37.9175053360642
"273","CT10","dec_2006",16.2290000915527,6.6272798738172,65.8744623840496
"274","CT10","dec_2007",14.2489995956421,4.61692494089885,29.863021436558
"275","CT10","dec_2008",13.0190000534058,5.35474220398934,76.6880644111223
"276","CT10","dec_2009",14.4420003890991,5.29681745139501,61.8761827817527
"277","CT10","dec_2010",16.3199996948242,7.38498958464592,233.157323037424
"278","CT10","dec_2011",15.5729999542236,5.55320454412891,4.43967743906923
"279","CT10","dec_2012",15.4280004501343,5.94959169305781,61.0145699285692
"280","CT10","dec_2013",16.2399997711182,6.72937665447112,7.18395703838718
"281","CT10","dec_2014",17.8570003509521,7.480484244644,109.499366185998
"282","CT10","dec_2015",15.2200002670288,5.22092499015152,37.3141398276052
"283","CT10","dec_2016",15.2749996185303,6.1494948915256,78.6871076194189
"284","CT10","dec_2017",18.3400001525879,9.77674240194341,3.01763439979604
"285","CT10","dec_2018",15.451000213623,6.76782824916224,44.8906988123412
"286","CT10","feb_2000",19.806999206543,7.0078605733892,108.654064465595
"287","CT10","feb_2001",15.5920000076294,4.54091419375712,81.9744084676107
"288","CT10","feb_2002",19.8980007171631,8.62186062207786,5.46727957328161
"289","CT10","feb_2003",16.3840007781982,6.41779601702126,118.988978560253
"290","CT10","feb_2004",17.0359992980957,5.1640540143495,101.342343894384
"291","CT10","feb_2005",17.132999420166,6.53380674187855,162.178074457312
"292","CT10","feb_2006",18.7709999084473,7.67572078397197,20.0184299510012
"293","CT10","feb_2007",17.4589996337891,7.08533368572112,41.5223977283765
"294","CT10","feb_2008",16.5739994049072,6.82931216557821,42.2272043228149
"295","CT10","feb_2009",17.3589992523193,5.75112931446363,65.7826668113791
"296","CT10","feb_2010",16.5060005187988,6.39153795729401,96.4135271708171
"297","CT10","feb_2011",16.1240005493164,4.88902175811029,70.879612932923
"298","CT10","feb_2012",18.9990005493164,6.8394949513097,23.1696558613931
"299","CT10","feb_2013",17.7029991149902,6.41153794719327,12.3109355383022
"300","CT10","feb_2014",19.7689990997314,9.14565637547483,31.2597957118865
"301","CT10","feb_2015",22.1760005950928,11.7626780027984,17.8626881978845
"302","CT10","feb_2016",20.4039993286133,9.98507573014946,25.0909139674197
"303","CT10","feb_2017",18.0219993591309,7.6714949915486,62.1808387182092
"304","CT10","feb_2018",19.0359992980957,7.26788207279739,3.72070966244385
"305","CT10","jan_2000",17.7140007019043,7.51849497005504,41.9412472427532
"306","CT10","jan_2001",15.3330001831055,5.28026906649272,97.6669034240066
"307","CT10","jan_2002",14.0950002670288,5.80230133764205,13.0258064731475
"308","CT10","jan_2003",17.8659992218018,9.59384987943916,1.1980860217159
"309","CT10","jan_2004",13.8909997940063,6.28865622961393,25.2364194213703
"310","CT10","jan_2005",13.6999998092651,6.53382830465994,196.598375463998
"311","CT10","jan_2006",16.1060009002686,6.33517233274316,81.6738709480532
"312","CT10","jan_2007",14.4399995803833,4.81244109010184,26.6780860859861
"313","CT10","jan_2008",14.4010000228882,4.4702260167368,145.328719867173
"314","CT10","jan_2009",15.6359996795654,7.80806489144602,22.3306451741085
"315","CT10","jan_2010",14.8529996871948,6.52250570122914,91.5140537959273
"316","CT10","jan_2011",14.5959997177124,6.58977450093915,21.1146344215639
"317","CT10","jan_2012",18.5930004119873,8.43065634594169,35.6494409704721
"318","CT10","jan_2013",14.4379997253418,4.76670989938962,21.6361614145258
"319","CT10","jan_2014",20.2059993743896,9.9858929521294,6.32432259282758
"320","CT10","jan_2015",17.3290004730225,8.93045208018313,26.3116235015213
"321","CT10","jan_2016",16.1900005340576,6.23692501488552,77.707763671875
"322","CT10","jan_2017",13.8520002365112,4.76891420925817,185.085302045268
"323","CT10","jan_2018",17.7250003814697,9.42425850898989,42.6773977792391
"324","CT10","jul_2000",34.7439994812012,22.8582591190133,0
"325","CT10","jul_2001",36.189998626709,23.1850655873617,4.40210753903469
"326","CT10","jul_2002",38.125,25.6573130904987,0.0943118275333476
"327","CT10","jul_2003",36.8419990539551,26.0461624514672,6.37623654321958
"328","CT10","jul_2004",35.5400009155273,24.351495763307,0
"329","CT10","jul_2005",37.556999206543,26.01517328652,2.46439786293789
"330","CT10","jul_2006",37.3969993591309,26.2986787365329,5.82680644996224
"331","CT10","jul_2007",36.0429992675781,24.5073882072203,0.0622580646404556
"332","CT10","jul_2008",35.7929992675781,24.4350226002355,4.67416124367305
"333","CT10","jul_2009",36.7830009460449,25.5552808289887,0
"334","CT10","jul_2010",35.5050010681152,24.1015280036516,0
"335","CT10","jul_2011",35.6119995117188,23.1042268199305,0.432763442179308
"336","CT10","jul_2012",35.7779998779297,23.7063882684195,0.0646559139112792
"337","CT10","jul_2013",38.1380004882812,25.7432915472215,1.29419354934205
"338","CT10","jul_2014",37.0589981079102,25.0296140486194,0
"339","CT10","jul_2015",37.9500007629395,22.8553021133587,31.2539676748296
"340","CT10","jul_2016",39.75,24.5927322961951,0
"341","CT10","jul_2017",37.9070014953613,26.2185173034668,0
"342","CT10","jul_2018",37.3889999389648,26.5615711007067,0
"343","CT10","jun_2000",34.4420013427734,22.1038398127402,5.18897847686043
"344","CT10","jun_2001",35.2200012207031,22.0657000182777,0
"345","CT10","jun_2002",34.1879997253418,21.4875708754345,0
"346","CT10","jun_2003",33.6310005187988,20.8564525727303,0
"347","CT10","jun_2004",31.9820003509521,20.8094418843587,0
"348","CT10","jun_2005",29.0860004425049,18.1969793893958,0
"349","CT10","jun_2006",33.2900009155273,22.4876139651063,0
"350","CT10","jun_2007",32.4580001831055,20.8285709093976,0
"351","CT10","jun_2008",33.1269989013672,21.262936499811,0
"352","CT10","jun_2009",30.0559997558594,18.2999792611727,8.69431180883479
"353","CT10","jun_2010",31.2409992218018,20.0396676524993,0.341301073366526
"354","CT10","jun_2011",30.2220001220703,18.211602949327,0.490612903637411
"355","CT10","jun_2012",32.7400016784668,20.3470117404897,0
"356","CT10","jun_2013",32.939998626709,21.7758935497653,0
"357","CT10","jun_2014",34.0279998779297,21.7308827677081,0
"358","CT10","jun_2015",34.3740005493164,23.1463774404218,4.46240860416043
"359","CT10","jun_2016",37.3400001525879,23.1853451882639,0
"360","CT10","jun_2017",33.9570007324219,22.3552160980881,0
"361","CT10","jun_2018",32.9819984436035,21.4039149540727,0
"362","CT10","mar_2000",19.4629993438721,8.84439830113483,54.5619247190414
"363","CT10","mar_2001",21.0779991149902,9.93221551628523,53.2931719133931
"364","CT10","mar_2002",20.7600002288818,8.23393583810458,31.5742042295394
"365","CT10","mar_2003",20.7360000610352,9.12951654003512,49.2108278377082
"366","CT10","mar_2004",24.3279991149902,13.0776565305648,14.8250859732269
"367","CT10","mar_2005",20.2140007019043,8.75377463268977,46.4824086671234
"368","CT10","mar_2006",16.3250007629395,5.3096023647375,94.9135808226883
"369","CT10","mar_2007",22.6060009002686,11.3287424836107,38.5191076135123
"370","CT10","mar_2008",20.7999992370605,9.32250587401852,6.30792473464884
"371","CT10","mar_2009",19.9720001220703,8.24284988577648,28.7293333443262
"372","CT10","mar_2010",19.6159992218018,8.21903268239831,46.6382903642552
"373","CT10","mar_2011",18.0839996337891,7.77158099348827,161.209741982081
"374","CT10","mar_2012",20.4549999237061,8.220656312922,55.0716238944761
"375","CT10","mar_2013",22.7189998626709,11.710344693994,42.7212581634521
"376","CT10","mar_2014",23.05299949646,10.4281402505854,76.5260214446693
"377","CT10","mar_2015",24.8040008544922,13.1866028180686,12.7405806203042
"378","CT10","mar_2016",22.2430000305176,10.3072047797582,58.5423975298482
"379","CT10","mar_2017",21.6350002288818,11.0802585847916,19.7957633233839
"380","CT10","mar_2018",19.19700050354,7.99477461076552,130.23678523238
"381","CT10","may_2000",29.2000007629395,17.1928073001164,7.79212902660572
"382","CT10","may_2001",33.4830017089844,20.1035708253102,0.0280967739295535
"383","CT10","may_2002",27.7110004425049,15.339291029079,5.47718278791315
"384","CT10","may_2003",26.6060009002686,15.2877211416921,33.6525485541231
"385","CT10","may_2004",28.0949993133545,16.1276244296822,0
"386","CT10","may_2005",26.4599990844727,15.5027211814798,29.5458495437458
"387","CT10","may_2006",28.9130001068115,17.2987535128029,2.53011827507327
"388","CT10","may_2007",29.1280002593994,16.8222803915701,0
"389","CT10","may_2008",26.9370002746582,14.5681511971258,6.86416128373915
