"","hexid","TE","seTE","period","OmittedControl"
"137","FR5",1.34300525512669,9.61278258220221,"0-36","CT12"
"138","FR5",3.43152335958553,4.95833554133714,"0-12","CT12"
"139","FR5",-2.28279815187287,5.94937202609268,"13-24","CT12"
"140","FR5",0.194280047414032,5.69433667140862,"25-36","CT12"
"141","FR5",4.25396007672869,9.64380926866622,"0-36","CT13"
"142","FR5",2.30145586596795,4.96375490502436,"0-12","CT13"
"143","FR5",-0.218205191662149,6.05064088329429,"13-24","CT13"
"144","FR5",2.17070940242289,5.63506338515076,"25-36","CT13"
"145","FR5",4.57627847665865,7.57611152224828,"0-36","CT16"
"146","FR5",4.07784902014914,4.08679717198255,"0-12","CT16"
"147","FR5",-0.159148563970128,4.4022212703198,"13-24","CT16"
"148","FR5",0.65757802047963,4.61692566106089,"25-36","CT16"
"149","FR5",1.49722139039926,10.0796764699824,"0-36","CT19"
"150","FR5",3.34869076801815,5.17602975620924,"0-12","CT19"
"151","FR5",-2.17003296329996,6.35639337374304,"13-24","CT19"
"152","FR5",0.318563585681067,5.86556535899049,"25-36","CT19"
"153","FR5",1.6097182535182,9.74563900149604,"0-36","CT2"
"154","FR5",3.41635988214012,4.99827017957936,"0-12","CT2"
"155","FR5",-2.11375218858874,6.1153033330174,"13-24","CT2"
"156","FR5",0.307110559966812,5.70945180420981,"25-36","CT2"
"157","FR5",1.40098702776971,9.56358422452839,"0-36","CT20"
"158","FR5",3.36471954321851,4.96931680326763,"0-12","CT20"
"159","FR5",-2.21319189380054,5.92629444747748,"13-24","CT20"
"160","FR5",0.249459378351737,5.6255726686452,"25-36","CT20"
"161","FR5",3.25190298227185,9.64007734513699,"0-36","CT22"
"162","FR5",3.58525872256526,4.79896492998308,"0-12","CT22"
"163","FR5",-1.38846443369543,6.24105052453482,"13-24","CT22"
"164","FR5",1.05510869340201,5.5633007442722,"25-36","CT22"
"165","FR5",2.22344356438446,9.51554405170691,"0-36","CT28"
"166","FR5",3.44026647016392,4.95814570693489,"0-12","CT28"
"167","FR5",-1.67505219452413,5.9193938659158,"13-24","CT28"
"168","FR5",0.458229288744665,5.56085838777939,"25-36","CT28"
"169","FR5",1.52797807329369,9.90520325517313,"0-36","CT29"
"170","FR5",3.46722820086807,5.0804467904013,"0-12","CT29"
"171","FR5",-2.18026776812117,6.23926601755235,"13-24","CT29"
"172","FR5",0.241017640546789,5.77699502322876,"25-36","CT29"
"173","FR5",1.48582574317954,9.81756087167485,"0-36","CT31"
"174","FR5",3.36074921535119,5.08338805435442,"0-12","CT31"
"175","FR5",-2.0727842116517,6.11279934408821,"13-24","CT31"
"176","FR5",0.197860739480048,5.75997843197373,"25-36","CT31"
"177","FR5",3.5131498948157,8.47104550848713,"0-36","CT32"
"178","FR5",4.6875163868558,4.2764592505436,"0-12","CT32"
"179","FR5",-1.04001056897964,5.21062964814086,"13-24","CT32"
"180","FR5",-0.134355923060455,5.13028721956339,"25-36","CT32"
"181","FR5",1.86820709573504,9.48925632338381,"0-36","CT37"
"182","FR5",3.51992481612591,4.90187879390335,"0-12","CT37"
"183","FR5",-2.16707616026388,5.86977812196847,"13-24","CT37"
"184","FR5",0.515358439873017,5.61812020693938,"25-36","CT37"
"185","FR5",-4.33339213657129,9.87215236255584,"0-36","CT38"
"186","FR5",3.2020405864231,5.21846507362866,"0-12","CT38"
"187","FR5",-5.07901212284066,6.30556727841759,"13-24","CT38"
"188","FR5",-2.45642060015374,5.51967715017682,"25-36","CT38"
"189","FR5",0.666102147818779,9.19904510354648,"0-36","CT4"
"190","FR5",4.06216638990439,4.66311899379956,"0-12","CT4"
"191","FR5",-2.52366308201355,5.67650955444105,"13-24","CT4"
"192","FR5",-0.872401160072062,5.53669498393109,"25-36","CT4"
"193","FR5",1.34651029034698,9.50894795088235,"0-36","CT42"
"194","FR5",3.37637890078442,4.96915560364933,"0-12","CT42"
"195","FR5",-2.20117275225214,5.8862561598291,"13-24","CT42"
"196","FR5",0.171304141814701,5.574905572311,"25-36","CT42"
"197","FR5",1.51800447793501,9.40042557240743,"0-36","CT43"
"198","FR5",3.27250838920061,4.88067974694384,"0-12","CT43"
"199","FR5",-2.0746163611053,5.84513428248806,"13-24","CT43"
"200","FR5",0.320112449839698,5.51192991336306,"25-36","CT43"
"201","FR5",5.00019476936193,9.62584367130173,"0-36","CT44"
"202","FR5",2.90018292972492,4.78562770480743,"0-12","CT44"
"203","FR5",-0.245029149639724,6.08849183818159,"13-24","CT44"
"204","FR5",2.34504098927674,5.71707101510164,"25-36","CT44"
"205","FR5",1.54565510180286,9.96196815867908,"0-36","CT47"
"206","FR5",3.43326765746591,5.09664180421493,"0-12","CT47"
"207","FR5",-2.1174365798372,6.1898132323871,"13-24","CT47"
"208","FR5",0.229824024174147,5.91195940972452,"25-36","CT47"
"209","FR5",1.28394224913093,9.7336851737057,"0-36","CT48"
"210","FR5",3.31748558659275,4.99501843617428,"0-12","CT48"
"211","FR5",-2.25629709120044,6.10308924025431,"13-24","CT48"
"212","FR5",0.222753753738618,5.70497323469526,"25-36","CT48"
"213","FR5",1.97167858206892,9.50949647338169,"0-36","CT49"
"214","FR5",3.5356507015112,4.88226231230129,"0-12","CT49"
"215","FR5",-1.96407985260545,5.86963722585217,"13-24","CT49"
"216","FR5",0.400107733163175,5.6693382971941,"25-36","CT49"
"217","FR5",0.403088887353551,9.64619535104702,"0-36","CT5"
"218","FR5",2.76754949772384,4.91197601071619,"0-12","CT5"
"219","FR5",-2.67108304809688,6.11145673956543,"13-24","CT5"
"220","FR5",0.306622437726594,5.61886758529956,"25-36","CT5"
"221","FR5",1.54737841434863,9.95072123432719,"0-36","CT52"
"222","FR5",3.44531098463872,5.08529312281477,"0-12","CT52"
"223","FR5",-2.06418814348822,6.25654095686572,"13-24","CT52"
"224","FR5",0.166255573198136,5.83201013317061,"25-36","CT52"
"225","FR5",1.47158831265553,9.51701645776059,"0-36","CT53"
"226","FR5",3.40483475966999,4.94168523519359,"0-12","CT53"
"227","FR5",-2.15553076349237,5.86283613845249,"13-24","CT53"
"228","FR5",0.222284316477906,5.63741977390464,"25-36","CT53"
"229","FR5",1.3420310516125,9.47898796430948,"0-36","CT54"
"230","FR5",3.42852114230671,4.83581719811182,"0-12","CT54"
"231","FR5",-2.2022566910904,5.93058688999106,"13-24","CT54"
"232","FR5",0.115766600396195,5.59412405960362,"25-36","CT54"
"233","FR5",1.92359550710074,9.35151136203804,"0-36","CT56"
"234","FR5",3.55810481330723,4.75636219811575,"0-12","CT56"
"235","FR5",-1.90218620019609,5.79969852499461,"13-24","CT56"
"236","FR5",0.267676893989598,5.58491543479732,"25-36","CT56"
"237","FR5",1.55734351286297,9.36873034271314,"0-36","CT57"
"238","FR5",3.42712423471368,4.85058008334057,"0-12","CT57"
"239","FR5",-2.14471084230508,5.80153964419937,"13-24","CT57"
"240","FR5",0.27493012045437,5.53056225408924,"25-36","CT57"
"241","FR5",-0.0939744629392789,9.79239343951485,"0-36","CT58"
"242","FR5",2.67861477984991,5.02048007004608,"0-12","CT58"
"243","FR5",-2.4667753745971,6.15269116904338,"13-24","CT58"
"244","FR5",-0.305813868192095,5.72975920252319,"25-36","CT58"
"245","FR5",1.12934198681195,10.0674143220696,"0-36","CT59"
"246","FR5",3.51748109820814,5.15476469893651,"0-12","CT59"
"247","FR5",-2.34409772177891,6.26458809803161,"13-24","CT59"
"248","FR5",-0.0440413896172853,5.96122202176789,"25-36","CT59"
"249","FR5",-7.08265367072399,9.92683673520233,"0-36","CT6"
"250","FR5",2.72258507976394,5.18564228923205,"0-12","CT6"
"251","FR5",-6.06191153180596,6.29433021563867,"13-24","CT6"
"252","FR5",-3.74332721868198,5.65973574930745,"25-36","CT6"
"253","FR5",1.53788095307798,9.81812858473271,"0-36","CT60"
"254","FR5",3.41366633469976,5.01545104674509,"0-12","CT60"
"255","FR5",-2.13638488389072,6.14495417341113,"13-24","CT60"
"256","FR5",0.260599502268946,5.78622829749451,"25-36","CT60"
"257","FR5",1.44065730702405,9.81897925356729,"0-36","CT61"
"258","FR5",3.43783508480941,4.9835399602279,"0-12","CT61"
"259","FR5",-2.21677465349927,6.16890582711053,"13-24","CT61"
"260","FR5",0.219596875713916,5.78975681208099,"25-36","CT61"
"261","FR77",-14.1784900274441,19.3312456103506,"0-36","CT1"
"262","FR77",-5.89250496837125,13.0472818286174,"0-12","CT1"
"263","FR77",-5.8171153541363,12.5898823257147,"13-24","CT1"
"264","FR77",-2.46886970493654,6.70524844856536,"25-36","CT1"
"265","FR77",-11.9832584303532,19.9240266853849,"0-36","CT12"
"266","FR77",-5.18883547293652,13.4798665525112,"0-12","CT12"
"267","FR77",-4.92587114101956,12.9915530533014,"13-24","CT12"
"268","FR77",-1.86855181639715,6.81759388271795,"25-36","CT12"
"269","FR77",-12.8645022755845,17.8694026454631,"0-36","CT13"
"270","FR77",-5.37350835426684,12.040363241818,"0-12","CT13"
"271","FR77",-5.53834480097286,11.6517838848988,"13-24","CT13"
"272","FR77",-1.95264912034486,6.21137152409777,"25-36","CT13"
"273","FR77",-7.51230883481424,11.1920880329889,"0-36","CT16"
"274","FR77",-3.06517202155245,6.7550975771866,"0-12","CT16"
"275","FR77",-3.04843658681669,7.52625971665923,"13-24","CT16"
"276","FR77",-1.3987002264451,4.79446617865357,"25-36","CT16"
"277","FR77",-12.4623328335228,19.5037697774482,"0-36","CT19"
"278","FR77",-5.17166324113628,13.1969752364095,"0-12","CT19"
"279","FR77",-5.18287342046022,12.6915129875284,"13-24","CT19"
"280","FR77",-2.10779617192633,6.72029599264014,"25-36","CT19"
"281","FR77",-12.9447663605274,20.3049643218696,"0-36","CT2"
"282","FR77",-5.38000167754637,13.8020673341221,"0-12","CT2"
"283","FR77",-5.35641630848839,13.2138144544307,"13-24","CT2"
"284","FR77",-2.20834837449259,6.86947021105958,"25-36","CT2"
"285","FR77",-12.5111621799193,19.5063923135248,"0-36","CT20"
"286","FR77",-5.2395756153515,13.1936126392212,"0-12","CT20"
"287","FR77",-5.19501701492516,12.7276303788973,"13-24","CT20"
"288","FR77",-2.07656954964263,6.66598466496085,"25-36","CT20"
"289","FR77",-13.4769750063041,20.3270590457192,"0-36","CT21"
"290","FR77",-5.62270363465647,13.7333917864353,"0-12","CT21"
"291","FR77",-5.61490250126172,13.3209671715791,"13-24","CT21"
"292","FR77",-2.23936887038594,6.86550166427298,"25-36","CT21"
"293","FR77",-8.11240519563288,19.8631518628996,"0-36","CT22"
"294","FR77",-4.04745800865769,13.4475176960501,"0-12","CT22"
"295","FR77",-3.01320282250418,12.9062012931921,"13-24","CT22"
"296","FR77",-1.05174436447102,6.86578749471887,"25-36","CT22"
"297","FR77",-12.8962509153677,20.5350165653119,"0-36","CT23"
"298","FR77",-5.38143232048448,13.8533828763498,"0-12","CT23"
"299","FR77",-5.30813432458614,13.4445997960197,"13-24","CT23"
"300","FR77",-2.20668427029703,7.00095883031455,"25-36","CT23"
"301","FR77",-11.6000532129454,19.2608650691172,"0-36","CT28"
"302","FR77",-4.2973027811872,13.0196064555352,"0-12","CT28"
"303","FR77",-4.92300805795402,12.4738648630098,"13-24","CT28"
"304","FR77",-2.37974237380415,6.77299537376868,"25-36","CT28"
"305","FR77",-12.78244907234,18.6628665117044,"0-36","CT29"
"306","FR77",-5.28900641904999,12.5735836838451,"0-12","CT29"
"307","FR77",-5.36223561768169,12.1637083233545,"13-24","CT29"
"308","FR77",-2.13120703560829,6.50013689112765,"25-36","CT29"
"309","FR77",-12.6814127525268,19.0223152026745,"0-36","CT31"
"310","FR77",-5.2203747442467,12.8521919609176,"0-12","CT31"
"311","FR77",-5.29342517291811,12.4069284915155,"13-24","CT31"
"312","FR77",-2.16761283536199,6.53741255207653,"25-36","CT31"
"313","FR77",-11.4105252286893,17.3220524972381,"0-36","CT32"
"314","FR77",-4.80128707661003,11.7922471555304,"0-12","CT32"
"315","FR77",-4.73110335567429,11.1244876371841,"13-24","CT32"
"316","FR77",-1.87813479640498,6.10263750767632,"25-36","CT32"
"317","FR77",-12.6416593959574,18.816464117492,"0-36","CT36"
"318","FR77",-5.33232737349895,12.6867570352894,"0-12","CT36"
"319","FR77",-5.15903728758666,12.2837450269264,"13-24","CT36"
"320","FR77",-2.15029473487183,6.4973168251099,"25-36","CT36"
"321","FR77",-10.4305971259907,18.7476490973484,"0-36","CT37"
"322","FR77",-4.33617449107242,12.5698325847492,"0-12","CT37"
"323","FR77",-4.37214835877376,12.3289736253332,"13-24","CT37"
"324","FR77",-1.72227427614454,6.43972552322875,"25-36","CT37"
"325","FR77",-10.4359226876724,19.8739618853873,"0-36","CT38"
"326","FR77",-4.69341954897009,13.5962360432502,"0-12","CT38"
"327","FR77",-4.2255608185938,12.8282317063304,"13-24","CT38"
"328","FR77",-1.51694232010847,6.74931091051172,"25-36","CT38"
"329","FR77",-11.2096643611812,21.1385877079651,"0-36","CT39"
"330","FR77",-4.79968882105542,14.3622644307234,"0-12","CT39"
"331","FR77",-4.66095439538937,13.8462913934054,"13-24","CT39"
"332","FR77",-1.74902114473642,6.98895309457846,"25-36","CT39"
"333","FR77",-7.93596472520949,19.8197950094302,"0-36","CT4"
"334","FR77",-4.00799499458145,13.2561686741276,"0-12","CT4"
"335","FR77",-3.01466779088072,12.900864434997,"13-24","CT4"
"336","FR77",-0.913301939747324,7.11800274857653,"25-36","CT4"
"337","FR77",-12.8274184410897,20.2738722095899,"0-36","CT42"
"338","FR77",-5.30634542693886,13.7972515711646,"0-12","CT42"
"339","FR77",-5.39970657428807,13.1492831409968,"13-24","CT42"
"340","FR77",-2.12136643986275,6.91101268488749,"25-36","CT42"
"341","FR77",-11.2116718488419,21.9573784411543,"0-36","CT43"
"342","FR77",-4.57711492425851,14.8405822306422,"0-12","CT43"
"343","FR77",-4.74884288351604,14.4058280648635,"13-24","CT43"
"344","FR77",-1.88571404106734,7.3726321506777,"25-36","CT43"
"345","FR77",-15.1745595303339,18.0495760285126,"0-36","CT44"
"346","FR77",-5.96822777948597,12.3026856807558,"0-12","CT44"
"347","FR77",-6.08819622320794,11.5526683511049,"13-24","CT44"
"348","FR77",-3.11813552763998,6.400544806418,"25-36","CT44"
"349","FR77",-12.6147056641186,20.5807965402846,"0-36","CT47"
"350","FR77",-5.26614927513783,13.9978061578943,"0-12","CT47"
"351","FR77",-5.25433475226517,13.3995298152918,"13-24","CT47"
"352","FR77",-2.09422163671563,6.93420577483192,"25-36","CT47"
"353","FR77",-13.0735604787071,20.2695458520896,"0-36","CT48"
"354","FR77",-5.46643436448539,13.673426435997,"0-12","CT48"
"355","FR77",-5.37633523370301,13.2200132273062,"13-24","CT48"
"356","FR77",-2.23079088051875,7.0087908243285,"25-36","CT48"
"357","FR77",-11.3924907892254,19.2108816765501,"0-36","CT49"
"358","FR77",-4.83424751373195,12.9038222167169,"0-12","CT49"
"359","FR77",-4.84185223055062,12.5188478260802,"13-24","CT49"
"360","FR77",-1.71639104494287,6.76962303952156,"25-36","CT49"
"361","FR77",-9.6845383940434,20.7417005315652,"0-36","CT5"
"362","FR77",-3.99821361222933,14.1233188111267,"0-12","CT5"
"363","FR77",-3.66282959722773,13.4696540967286,"13-24","CT5"
"364","FR77",-2.02349518458634,7.02270782639355,"25-36","CT5"
"365","FR77",-10.5381026714092,20.0391810413048,"0-36","CT52"
"366","FR77",-4.34342508691681,13.5704710212371,"0-12","CT52"
"367","FR77",-4.49636834781522,13.1033824330642,"13-24","CT52"
"368","FR77",-1.69830923667715,6.76109916217919,"25-36","CT52"
"369","FR77",-12.701807932724,18.8567654319547,"0-36","CT53"
"370","FR77",-5.29932826317916,12.6672338515827,"0-12","CT53"
"371","FR77",-5.2780535361544,12.3453352360174,"13-24","CT53"
"372","FR77",-2.1244261333904,6.53540259015641,"25-36","CT53"
"373","FR77",-12.5401544785195,18.5312294108195,"0-36","CT54"
"374","FR77",-5.2658099465987,12.4694253439094,"0-12","CT54"
"375","FR77",-5.21429281550183,12.0718358420943,"13-24","CT54"
"376","FR77",-2.06005171641893,6.49543489464849,"25-36","CT54"
"377","FR77",-10.461215853292,19.2204651730951,"0-36","CT56"
"378","FR77",-4.48532944874981,12.9202652168818,"0-12","CT56"
"379","FR77",-4.2459215694143,12.5741761345438,"13-24","CT56"
"380","FR77",-1.72996483512788,6.66206595081899,"25-36","CT56"
"381","FR77",-12.7260455027242,20.4252883334037,"0-36","CT57"
"382","FR77",-5.31805743362239,13.8821208816648,"0-12","CT57"
"383","FR77",-5.29827679730391,13.2958871487598,"13-24","CT57"
"384","FR77",-2.10971127179791,6.90641066379388,"25-36","CT57"
"385","FR77",-11.3572088791131,21.4981086102142,"0-36","CT58"
"386","FR77",-4.8262345050831,14.6506119841508,"0-12","CT58"
"387","FR77",-4.68379581794647,13.9933646760431,"13-24","CT58"
"388","FR77",-1.84717855608357,7.19124379712536,"25-36","CT58"
"389","FR77",-12.3219847113998,19.6368216180031,"0-36","CT59"
"390","FR77",-5.39562274792839,13.2701955688076,"0-12","CT59"
"391","FR77",-4.896599598674,12.7999808485026,"13-24","CT59"
"392","FR77",-2.02976236479744,6.75774837507603,"25-36","CT59"
"393","FR77",-10.6090548443503,17.9524841333329,"0-36","CT6"
"394","FR77",-4.42230261855281,11.9839739588883,"0-12","CT6"
"395","FR77",-4.62724811529847,11.8298673836301,"13-24","CT6"
"396","FR77",-1.55950411049899,6.22336664482981,"25-36","CT6"
"397","FR77",-12.7380992202186,19.5277771154581,"0-36","CT60"
"398","FR77",-5.31424788003853,13.2219454187637,"0-12","CT60"
"399","FR77",-5.32810549474763,12.7255629379858,"13-24","CT60"
"400","FR77",-2.09574584543247,6.67639770576971,"25-36","CT60"
"401","FR77",-11.7244279048639,19.0844053298954,"0-36","CT61"
"402","FR77",-4.95174622338272,12.9203507092424,"0-12","CT61"
"403","FR77",-4.79261776812105,12.4297599463922,"13-24","CT61"
"404","FR77",-1.98006391336016,6.54065226265599,"25-36","CT61"
"405","FR77",-12.0571805687884,18.4075895541402,"0-36","CT9"
"406","FR77",-5.01288488013761,12.422008978192,"0-12","CT9"
"407","FR77",-5.0351643143758,11.9520691095383,"13-24","CT9"
"408","FR77",-2.009131374275,6.45608938446705,"25-36","CT9"
"409","FR32",3.04062214976864,23.0463786269633,"0-36","CT1"
"410","FR32",-10.9287041707048,13.4012077842304,"0-12","CT1"
"411","FR32",17.365944053114,12.2028139252798,"13-24","CT1"
"412","FR32",-3.3966177326406,14.2349755899414,"25-36","CT1"
"413","FR32",3.47123893470785,23.7281159543852,"0-36","CT12"
"414","FR32",-10.8099294017185,13.7813626787238,"0-12","CT12"
"415","FR32",17.5096273018298,12.5375038826159,"13-24","CT12"
"416","FR32",-3.22845896540339,14.6938261135629,"25-36","CT12"
"417","FR32",34.1808369179819,24.6500647539272,"0-36","CT13"
"418","FR32",-0.31577142849592,14.0095311307277,"0-12","CT13"
"419","FR32",25.9152691851363,12.7384793402976,"13-24","CT13"
"420","FR32",8.58133916134144,15.7825813467502,"25-36","CT13"
"421","FR32",29.8097363957121,23.53480203762,"0-36","CT16"
"422","FR32",-1.70040927772174,13.4163623811788,"0-12","CT16"
"423","FR32",26.4676395389544,12.6894894368816,"13-24","CT16"
"424","FR32",5.04250613447938,14.5898932565705,"25-36","CT16"
"425","FR32",3.05358720261639,25.2176050364185,"0-36","CT19"
"426","FR32",-10.9993908814353,14.4611705974015,"0-12","CT19"
"427","FR32",17.3575882236612,13.2863376041204,"13-24","CT19"
"428","FR32",-3.30461013960947,15.8200942410273,"25-36","CT19"
"429","FR32",3.16491208798986,25.5309344224394,"0-36","CT2"
"430","FR32",-10.9489756618639,14.593397992069,"0-12","CT2"
"431","FR32",17.4160794646286,13.5123050915519,"13-24","CT2"
"432","FR32",-3.30219171477485,16.0087150840033,"25-36","CT2"
"433","FR32",3.18363933458668,25.9815863806508,"0-36","CT20"
"434","FR32",-10.9504906903684,14.525712563022,"0-12","CT20"
"435","FR32",17.4007760076481,14.037955755508,"13-24","CT20"
"436","FR32",-3.26664598269301,16.3395931282907,"25-36","CT20"
"437","FR32",1.88353205679165,23.6061995044301,"0-36","CT21"
"438","FR32",-11.165254060523,13.788340924073,"0-12","CT21"
"439","FR32",17.0009809069007,12.6715620326512,"13-24","CT21"
"440","FR32",-3.95219478958606,14.3723980343282,"25-36","CT21"
"441","FR32",32.5987025952972,26.8158762976681,"0-36","CT22"
"442","FR32",-0.837676469362529,15.750723245439,"0-12","CT22"
"443","FR32",25.2196545857144,13.6075310291952,"13-24","CT22"
"444","FR32",8.2167244789453,16.9068340663447,"25-36","CT22"
"445","FR32",3.07836739547424,22.0511619658789,"0-36","CT23"
"446","FR32",-10.9391190842393,12.7508327702314,"0-12","CT23"
"447","FR32",17.386351316619,11.781336832109,"13-24","CT23"
"448","FR32",-3.36886483690546,13.5966948248245,"25-36","CT23"
"449","FR32",2.81474812314578,25.7809256743775,"0-36","CT24"
"450","FR32",-10.8170916993229,14.6071346383233,"0-12","CT24"
"451","FR32",17.1738682238635,13.6959520304418,"13-24","CT24"
"452","FR32",-3.5420284013948,16.2391084812408,"25-36","CT24"
"453","FR32",1.70063703426086,24.1602749929266,"0-36","CT28"
"454","FR32",-11.4731956262108,13.7393839176888,"0-12","CT28"
"455","FR32",16.8472937280427,12.7739257455196,"13-24","CT28"
"456","FR32",-3.673461067571,15.2241596925459,"25-36","CT28"
"457","FR32",3.09552108617608,25.9923383718196,"0-36","CT29"
"458","FR32",-10.9332260263742,14.4986759165064,"0-12","CT29"
"459","FR32",17.3691819109178,13.8340370792715,"13-24","CT29"
"460","FR32",-3.34043479836757,16.553231370117,"25-36","CT29"
"461","FR32",5.43788106340663,14.7358516534577,"0-36","CT30"
"462","FR32",-10.5394629712549,8.7878977318152,"0-12","CT30"
"463","FR32",18.2414962975402,8.07427913654627,"13-24","CT30"
"464","FR32",-2.26415226287875,8.64431569489478,"25-36","CT30"
"465","FR32",3.51375831013948,22.5347176879481,"0-36","CT31"
"466","FR32",-10.8674584449884,13.132334159982,"0-12","CT31"
"467","FR32",17.5147338272376,12.080645730774,"13-24","CT31"
"468","FR32",-3.13351707210972,13.7627504341836,"25-36","CT31"
"469","FR32",24.8122002455987,24.2439870758423,"0-36","CT32"
"470","FR32",-4.45603458695344,13.5682835170761,"0-12","CT32"
"471","FR32",23.5528392787687,13.2997547417781,"13-24","CT32"
"472","FR32",5.71539555378337,15.0595191006353,"25-36","CT32"
"473","FR32",3.27439787880542,24.1485401245837,"0-36","CT36"
"474","FR32",-10.8377475693849,13.8485544209491,"0-12","CT36"
"475","FR32",17.4089170617709,12.7745556969044,"13-24","CT36"
"476","FR32",-3.29677161358053,15.1056366084096,"25-36","CT36"
"477","FR32",3.67166461247428,23.3628732997188,"0-36","CT37"
"478","FR32",-10.8927215185595,13.4117711137915,"0-12","CT37"
"479","FR32",17.583643759358,12.5138075546416,"13-24","CT37"
"480","FR32",-3.01925762832424,14.4690312355518,"25-36","CT37"
"481","FR32",5.46086674926659,23.919645762855,"0-36","CT38"
"482","FR32",-10.0680417961484,13.4867478607711,"0-12","CT38"
"483","FR32",17.8540959372817,13.4083267592568,"13-24","CT38"
"484","FR32",-2.32518739186671,14.5077172248928,"25-36","CT38"
"485","FR32",3.50198629415908,24.0748353113228,"0-36","CT39"
"486","FR32",-11.0312322957376,13.6177362918241,"0-12","CT39"
"487","FR32",17.7148477823145,12.5117809277618,"13-24","CT39"
"488","FR32",-3.18162919241783,15.4146129231112,"25-36","CT39"
"489","FR32",4.04222153937009,26.0196705226364,"0-36","CT4"
"490","FR32",-10.7890435419765,15.1523946350947,"0-12","CT4"
"491","FR32",17.7483583624564,13.6333725655829,"13-24","CT4"
"492","FR32",-2.91709328110981,16.1727964006513,"25-36","CT4"
"493","FR32",3.06444107167813,24.0401803334529,"0-36","CT42"
"494","FR32",-10.9913346941698,14.1074526435941,"0-12","CT42"
"495","FR32",17.3898029945581,12.5422119486079,"13-24","CT42"
"496","FR32",-3.33402722871017,14.8863350026084,"25-36","CT42"
"497","FR32",4.16505999367994,26.8668389253797,"0-36","CT43"
"498","FR32",-10.5101615593103,15.3162058389116,"0-12","CT43"
"499","FR32",17.6755603681187,14.1881016639201,"13-24","CT43"
"500","FR32",-3.00033881512845,16.9097203914391,"25-36","CT43"
"501","FR32",6.92708644286871,22.1856857356655,"0-36","CT44"
"502","FR32",-9.94979317894128,13.0943514086718,"0-12","CT44"
"503","FR32",18.6407759417321,11.6845940250696,"13-24","CT44"
"504","FR32",-1.76389631992208,13.5725043826566,"25-36","CT44"
"505","FR32",3.34929992495212,24.2385784625745,"0-36","CT47"
"506","FR32",-10.9074670077221,13.9925746689402,"0-12","CT47"
"507","FR32",17.4825267896011,12.8240607338392,"13-24","CT47"
"508","FR32",-3.22575985692687,15.0751453165572,"25-36","CT47"
"509","FR32",3.62748984661874,23.4272097783352,"0-36","CT48"
"510","FR32",-10.7679329056812,13.7144720402765,"0-12","CT48"
"511","FR32",17.4890299649155,12.5336512123154,"13-24","CT48"
"512","FR32",-3.09360721261553,14.2707743988414,"25-36","CT48"
"513","FR32",3.15180303549257,22.0098260490987,"0-36","CT49"
"514","FR32",-10.9606239144467,12.9477976177062,"0-12","CT49"
"515","FR32",17.4356982710992,11.5321007567222,"13-24","CT49"
"516","FR32",-3.32327132115984,13.5571985195804,"25-36","CT49"
"517","FR32",32.2539923965305,26.468470993546,"0-36","CT5"
"518","FR32",-1.19323512918264,15.2807666793654,"0-12","CT5"
"519","FR32",24.9082915175781,13.2896289691152,"13-24","CT5"
"520","FR32",8.53893600813502,17.0430011526797,"25-36","CT5"
"521","FR32",3.53763307441759,23.4329831273769,"0-36","CT52"
"522","FR32",-10.800863542552,13.7057954621071,"0-12","CT52"
"523","FR32",17.5594222818429,12.1202751996344,"13-24","CT52"
"524","FR32",-3.22092566487323,14.6408605650058,"25-36","CT52"
"525","FR32",3.31502390071448,23.4504576510259,"0-36","CT53"
"526","FR32",-10.9049075457345,13.2773806819186,"0-12","CT53"
"527","FR32",17.474026079487,12.7206342307037,"13-24","CT53"
"528","FR32",-3.254094633038,14.5540575455308,"25-36","CT53"
"529","FR32",3.42698048646638,23.2464003721648,"0-36","CT54"
"530","FR32",-10.8922501896339,13.6841156290513,"0-12","CT54"
"531","FR32",17.5143224574737,12.2597923921784,"13-24","CT54"
"532","FR32",-3.19509178137337,14.2421065932825,"25-36","CT54"
"533","FR32",36.3107551560093,24.9911032549761,"0-36","CT56"
"534","FR32",0.31063487127444,14.9053443457862,"0-12","CT56"
"535","FR32",26.3971642437069,12.3552039607591,"13-24","CT56"
"536","FR32",9.60295604102793,15.8030024654323,"25-36","CT56"
"537","FR32",3.31481714343269,25.2295233452108,"0-36","CT57"
"538","FR32",-10.9057829555076,14.4414170021768,"0-12","CT57"
"539","FR32",17.4773917781417,13.3648381812317,"13-24","CT57"
"540","FR32",-3.25679167920141,15.7909918493193,"25-36","CT57"
"541","FR32",3.7302312392397,25.4867202438938,"0-36","CT58"
"542","FR32",-10.7407043785341,14.3992601082555,"0-12","CT58"
"543","FR32",17.5843394143343,13.5526802894807,"13-24","CT58"
"544","FR32",-3.11340379656047,16.0797722028775,"25-36","CT58"
"545","FR32",3.8042012208528,24.7175308858135,"0-36","CT59"
"546","FR32",-10.6812403528125,14.3333703429307,"0-12","CT59"
"547","FR32",17.5324471658558,13.0245588758238,"13-24","CT59"
"548","FR32",-3.04700559219044,15.3581149166732,"25-36","CT59"
"549","FR32",3.53094067198107,24.801620734284,"0-36","CT6"
"550","FR32",-10.7367874823289,14.2018676802034,"0-12","CT6"
"551","FR32",17.4389075178982,13.1670706869276,"13-24","CT6"
"552","FR32",-3.17117936358819,15.4937276007652,"25-36","CT6"
