"","omitted","month","ATT","CI.lower","CI.upper"
"145","FR76",-29,-0.156468773095495,-0.593813272660375,0.280875726469384
"146","FR38",-29,-0.148489570280574,-0.587856206037623,0.290877065476475
"147","FR89",-29,-0.213435059676925,-0.657854050421985,0.230983931068136
"148","FR23",-29,-0.15138272208647,-0.590559629602147,0.287794185429207
"149","FR7",-29,-0.106817361480708,-0.546967626420463,0.333332903459047
"150","FR13",-29,-0.168445055032527,-0.607796682624671,0.270906572559618
"151","FR91",-29,-0.120352061000653,-0.570066770951253,0.329362648949947
"152","FR92",-29,-0.166053904331511,-0.60576968753599,0.273661878872968
"153","FR81",-28,0.0904605751154755,-0.283593225486983,0.464514375717934
"154","FR5",-28,0.114321668842771,-0.258295936351321,0.486939274036863
"155","FR77",-28,0.0905118163100449,-0.290190145893839,0.471213778513929
"156","FR32",-28,0.0903539022972649,-0.27538831491217,0.4560961195067
"157","FR25",-28,0.0862370412561742,-0.280093382453376,0.452567464965724
"158","FR47",-28,0.0948607689736194,-0.274269062140589,0.463990600087828
"159","FR18",-28,0.0877256007584216,-0.278439018690224,0.453890220207068
"160","FR40",-28,0.140252191126346,-0.236318872444637,0.516823254697328
"161","FR41",-28,0.10246331141866,-0.268279155123178,0.473205777960498
"162","FR21",-28,0.121725481133632,-0.255452221702225,0.498903183969489
"163","FR29",-28,0.126935676960312,-0.256154616931307,0.51002597085193
"164","FR76",-28,0.0766689646447756,-0.33416828494569,0.487506214235241
"165","FR38",-28,0.0519350731832703,-0.316649349609351,0.420519495975891
"166","FR89",-28,0.124056131650339,-0.258010505209708,0.506122768510385
"167","FR23",-28,0.0860316368901158,-0.288529129437303,0.460592403217535
"168","FR7",-28,0.0464154736903686,-0.322095859050116,0.414926806430853
"169","FR13",-28,0.084398718505852,-0.287915596927342,0.456713033939046
"170","FR91",-28,-0.0172335421556506,-0.393787636255375,0.359320551944073
"171","FR92",-28,0.0801061790800759,-0.285870853457735,0.446083211617887
"172","FR81",-27,0.333044809111929,-0.114687320995744,0.780776939219603
"173","FR5",-27,0.227025095174658,-0.21056366965121,0.664613860000526
"174","FR77",-27,0.311049040374941,-0.121504008599586,0.743602089349468
"175","FR32",-27,0.25842903534409,-0.168556542190104,0.685414612878285
"176","FR25",-27,0.292490624998077,-0.133945385885016,0.718926635881171
"177","FR47",-27,0.291892501393305,-0.139419054708699,0.723204057495309
"178","FR18",-27,0.293668940836647,-0.132496674404499,0.719834556077793
"179","FR40",-27,0.303976379446864,-0.135299208827395,0.743251967721123
"180","FR41",-27,0.298837891216316,-0.127539084351031,0.725214866783664
"181","FR21",-27,0.175786522756478,-0.267055266873216,0.618628312386173
"182","FR29",-27,0.345265400635821,-0.0999974116533637,0.790528212925005
"183","FR76",-27,0.310915554027929,-0.138479478611175,0.760310586667032
"184","FR38",-27,0.295609802162236,-0.142276234328907,0.733495838653379
"185","FR89",-27,0.303692940654304,-0.133147385178963,0.740533266487572
"186","FR23",-27,0.300977308081774,-0.139831135232071,0.741785751395618
"187","FR7",-27,0.3889522494668,-0.0433346121855397,0.82123911111914
"188","FR13",-27,0.193907052415427,-0.243265124809009,0.631079229639862
"189","FR91",-27,0.267244265564176,-0.178075282336515,0.712563813464866
"190","FR92",-27,0.352378489231914,-0.0780895998608818,0.78284657832471
"191","FR81",-26,0.0664645458003442,-0.393895356321648,0.526824447922337
"192","FR5",-26,0.0496079327206177,-0.405306110698761,0.504521976139996
"193","FR77",-26,0.0516741379966736,-0.424653132982095,0.528001408975442
"194","FR32",-26,0.0287971249400358,-0.425251587655035,0.482845837535106
"195","FR25",-26,0.0454505555358407,-0.406075041491723,0.496976152563404
"196","FR47",-26,0.0523221481738641,-0.409262395588569,0.513906691936297
"197","FR18",-26,0.0444222531583597,-0.408901603316137,0.497746109632856
"198","FR40",-26,0.0124739596763023,-0.45525511358667,0.480203032939274
"199","FR41",-26,0.0283445666053295,-0.427547290165692,0.484236423376351
"200","FR21",-26,0.0516511016771088,-0.409436236906879,0.512738440261097
"201","FR29",-26,0.0362609546166133,-0.423140133728079,0.495662042961306
"202","FR76",-26,0.0510673553348565,-0.41645493833611,0.518589649005823
"203","FR38",-26,0.0702550505057894,-0.389894160268473,0.530404261280052
"204","FR89",-26,0.0157112966420186,-0.46810314868731,0.499525741971347
"205","FR23",-26,0.0328870840742123,-0.429804011852875,0.4955781800013
"206","FR7",-26,0.0135745544825144,-0.445634849370355,0.472783958335384
"207","FR13",-26,0.0694286382317054,-0.421648166406197,0.560505442869608
"208","FR91",-26,0.0444836573618551,-0.419626160743653,0.508593475467363
"209","FR92",-26,0.0790641304950188,-0.376651363117862,0.5347796241079
"210","FR81",-25,-0.142416640750952,-0.60570438448327,0.320871102981367
"211","FR5",-25,-0.0976492274369686,-0.567866631720133,0.372568176846196
"212","FR77",-25,-0.18776715748352,-0.663013887585307,0.287479572618267
"213","FR32",-25,-0.138745808770884,-0.595427715680834,0.317936098139067
"214","FR25",-25,-0.154077731709945,-0.610334204611316,0.302178741191425
"215","FR47",-25,-0.15328036001077,-0.620258862205028,0.313698142183488
"216","FR18",-25,-0.15349000916579,-0.610222588658304,0.303242570326725
"217","FR40",-25,-0.0987289200506758,-0.571357521663651,0.373899681562299
"218","FR41",-25,-0.166674289665727,-0.625325651851285,0.29197707251983
"219","FR21",-25,-0.12805116140434,-0.599064392479905,0.342962069671226
"220","FR29",-25,-0.108574128385073,-0.577166447307743,0.360018190537597
"221","FR76",-25,-0.166747665864025,-0.642444249673315,0.308948917945266
"222","FR38",-25,-0.12103667057097,-0.59208848022096,0.350015139079019
"223","FR89",-25,-0.158013216324117,-0.620232334795223,0.304205902146989
"224","FR23",-25,-0.152043742177282,-0.612703109722849,0.308615625368286
"225","FR7",-25,-0.0578386050540149,-0.520459793062716,0.404782582954686
"226","FR13",-25,-0.186392034648367,-0.664609643067729,0.291825573770996
"227","FR91",-25,-0.325023054866497,-0.80629143573589,0.156245326002895
"228","FR92",-25,-0.208569487430095,-0.672420322339931,0.255281347479741
"229","FR81",-24,0.276608347099115,-0.210114965767361,0.76333165996559
"230","FR5",-24,0.275920527041173,-0.208386467526023,0.760227521608368
"231","FR77",-24,0.276873620547167,-0.216921291079275,0.770668532173609
"232","FR32",-24,0.279727125184453,-0.193025502077969,0.752479752446876
"233","FR25",-24,0.254987111533142,-0.214925218925445,0.724899441991729
"234","FR47",-24,0.273398800682253,-0.202637248891477,0.749434850255983
"235","FR18",-24,0.258032661058268,-0.212949450098985,0.72901477221552
"236","FR40",-24,0.260798996082488,-0.212505634963659,0.734103627128634
"237","FR41",-24,0.251401598476263,-0.220840069156218,0.723643266108745
"238","FR21",-24,0.212391520850619,-0.275810937419411,0.700593979120648
"239","FR29",-24,0.290666087870514,-0.196210664875611,0.777542840616639
"240","FR76",-24,0.275531227322882,-0.228409201295141,0.779471655940905
"241","FR38",-24,0.271178418163427,-0.200528885138728,0.742885721465582
"242","FR89",-24,0.271499139516632,-0.210419015296833,0.753417294330097
"243","FR23",-24,0.252680193294112,-0.227805605180155,0.733165991768379
"244","FR7",-24,0.120694279418787,-0.353938576158723,0.595327134996297
"245","FR13",-24,0.27029759785208,-0.20860311373898,0.74919830944314
"246","FR91",-24,0.387998484792236,-0.108970015354566,0.884966984939038
"247","FR92",-24,0.0724808797064314,-0.421278873385454,0.566240632798316
"248","FR81",-23,-0.0375619404295795,-0.531983508971454,0.456859628112295
"249","FR5",-23,-0.0159571480106971,-0.52356410028862,0.491649804267226
"250","FR77",-23,-0.0554316287139266,-0.553510680797218,0.442647423369365
"251","FR32",-23,-0.0698498790838498,-0.561433354185888,0.421733596018188
"252","FR25",-23,-0.0521959129306586,-0.541255005948601,0.436863180087284
"253","FR47",-23,-0.0598842996649695,-0.553403313338718,0.433634714008779
"254","FR18",-23,-0.0477955089745012,-0.538071858831895,0.442480840882892
"255","FR40",-23,-0.146477010404516,-0.651627406766862,0.358673385957829
"256","FR41",-23,-0.039501670122155,-0.53072393122577,0.45172059098146
"257","FR21",-23,-0.0365524021500459,-0.539589156046056,0.466484351745964
"258","FR29",-23,-0.0106954530980878,-0.521711653352654,0.500320747156479
"259","FR76",-23,-0.0684127716690245,-0.570335859933855,0.433510316595806
"260","FR38",-23,-0.110617248874756,-0.605465647756554,0.384231150007042
"261","FR89",-23,-0.0926302677881815,-0.610484318271146,0.425223782694783
"262","FR23",-23,-0.053297591880915,-0.545348903537523,0.438753719775693
"263","FR7",-23,-0.0277022721639535,-0.554413545899852,0.499009001571945
"264","FR13",-23,-0.00250769281632502,-0.502885569188868,0.497870183556218
"265","FR91",-23,0.00547879122358506,-0.521300555509535,0.532258137956705
"266","FR92",-23,-0.071134257137019,-0.565614116695817,0.423345602421779
"267","FR81",-22,0.0761322989674411,-0.436313513787402,0.588578111722284
"268","FR5",-22,0.085637268023473,-0.429406025282117,0.600680561329063
"269","FR77",-22,0.0961962425237224,-0.429696416719639,0.622088901767083
"270","FR32",-22,0.0746876673951173,-0.430882732714278,0.580258067504512
"271","FR25",-22,0.0888223165031659,-0.414628662703593,0.592273295709925
"272","FR47",-22,0.0741691841832968,-0.441335075340002,0.589673443706595
"273","FR18",-22,0.0885974867618743,-0.418093890485167,0.595288864008916
"274","FR40",-22,0.146116899966397,-0.376030218331369,0.668264018264163
"275","FR41",-22,0.102798151746412,-0.41125889106339,0.616855194556213
"276","FR21",-22,-0.00665082140053741,-0.537687715738403,0.524386072937329
"277","FR29",-22,0.12163315770734,-0.409109502945641,0.652375818360321
"278","FR76",-22,0.099613293407288,-0.418147727648847,0.617374314463423
"279","FR38",-22,0.107379968743541,-0.403160782895039,0.617920720382121
"280","FR89",-22,0.0929539155004231,-0.419486753593759,0.605394584594605
"281","FR23",-22,0.0849772419110428,-0.423677864070542,0.593632347892628
"282","FR7",-22,0.0849968283520047,-0.425713165821889,0.595706822525898
"283","FR13",-22,0.0804985624738577,-0.440639067197935,0.60163619214565
"284","FR91",-22,0.0203855972247082,-0.51727013552928,0.558041329978696
"285","FR92",-22,0.14325437204266,-0.370715313321942,0.657224057407262
"286","FR81",-21,0.0648740786888666,-0.472495660373974,0.602243817751707
"287","FR5",-21,0.0536373351382706,-0.464355736877131,0.571630407153672
"288","FR77",-21,0.0711881949933945,-0.474875164035523,0.617251554022312
"289","FR32",-21,0.0701952293975688,-0.445636616907784,0.586027075702922
"290","FR25",-21,0.0578375029106485,-0.457136751123283,0.57281175694458
"291","FR47",-21,0.0545238109128841,-0.468361950776031,0.577409572601799
"292","FR18",-21,0.0574976407328064,-0.458537186484645,0.573532467950258
"293","FR40",-21,0.0163614405358063,-0.511484506720259,0.544207387791871
"294","FR41",-21,0.0350589117713608,-0.486835627505493,0.556953451048215
"295","FR21",-21,0.0376924393628932,-0.490463097941561,0.565847976667347
"296","FR29",-21,0.00875669871192225,-0.519383828964237,0.536897226388082
"297","FR76",-21,0.0601038900613014,-0.47468671403175,0.594894494154353
"298","FR38",-21,0.0389426204321783,-0.480547671205748,0.558432912070105
"299","FR89",-21,0.0604707590226795,-0.461001784825921,0.58194330287128
"300","FR23",-21,0.0579369166690612,-0.460281048657766,0.576154881995888
"301","FR7",-21,0.0969178823780137,-0.442929109599339,0.636764874355366
"302","FR13",-21,0.0465400156669751,-0.488455543291263,0.581535574625213
"303","FR91",-21,0.105043030672529,-0.43131415691075,0.641400218255808
"304","FR92",-21,0.0585629609128844,-0.465414093981704,0.582540015807473
"305","FR81",-20,-0.163690101052301,-0.704671079907689,0.377290877803087
