"","hexid","ATT","CI.lower","CI.upper","period"
"177","FR21",7.87204154371641,-38.5738775692797,54.3179606567125,"12-24"
"178","FR41",-8.73694295621537,-31.1708066787306,13.6969207662999,"12-24"
"179","FR51",2.1845774494654,-43.5509038891389,47.9200587880697,"12-24"
"180","FR6",-0.199360624048246,-111.258821370415,110.860100122319,"12-24"
"181","FR9",45.7275410336957,-57.5757932174904,149.030875284882,"12-24"
"182","FR11",-13.7347839690357,-26.733328950658,-0.736238987413357,"12-24"
"183","FR12",5.09909002599699,-18.5720171792481,28.7701972312421,"12-24"
"184","FR19",-3.06838015801586,-24.1271325728852,17.9903722568535,"12-24"
"185","FR22",4.40824959073777,-39.1609515153841,47.9774506968596,"12-24"
"186","FR23",0.528768299413468,-41.1286693198527,42.1862059186796,"12-24"
"187","FR24",109.98799973936,-33.3976930496352,253.373692528355,"12-24"
"188","FR25",3.5620374022419,-78.9137370795272,86.037811884011,"12-24"
"189","FR29",8.64032315558936,-41.6510455428038,58.9316918539825,"12-24"
"190","FR36",9.91154452826834,-52.4666850990052,72.2897741555419,"12-24"
"191","FR47",-9.58721486087559,-79.7596389509746,60.5852092292234,"12-24"
"192","FR53",-7.41138879892955,-28.101384339164,13.2786067413049,"12-24"
"193","FR1",-2.33332022698601,-29.1819917652223,24.5153513112503,"12-24"
"194","FR2",-1.08865647604571,-40.5322532632267,38.3549403111353,"12-24"
"195","FR30",-0.603848473020075,-17.1845264906236,15.9768295445834,"12-24"
"196","FR43",14.8522015819434,-55.4512009438028,85.1556041076896,"12-24"
"197","FR48",-88.8307648779545,-182.228159770533,4.5666300146236,"12-24"
"198","FR49",-28.488324568154,-67.443924633034,10.467275496726,"12-24"
"199","FR15",-5.25744185339106,-119.501727903687,108.986844196905,"12-24"
"200","FR26",0.0368456693449275,-41.7283224304419,41.8020137691317,"12-24"
"201","FR16",4.6638945344536,-49.0313476346857,58.3591367035929,"12-24"
"202","FR18",-10.9800401876025,-65.3486634421363,43.3885830669313,"12-24"
"203","FR20",73.6997701073052,31.8676334136341,115.531906800976,"12-24"
"204","FR31",10.9232312243669,-74.6684995872406,96.5149620359744,"12-24"
"205","FR39",-3.30688202611643,-194.586059548359,187.972295496126,"12-24"
"206","FR44",21.6545116419221,-182.269838704497,225.578861988342,"12-24"
"207","FR5",13.8578584325197,-84.647796223466,112.363513088505,"12-24"
"208","FR87",36.0301757346948,-109.116465419987,181.176816889377,"12-24"
"209","FR84",-0.459634567288689,-32.507031375361,31.5877622407836,"12-24"
"210","FR88",31.7216052885612,-45.3739875814819,108.817198158604,"12-24"
"211","FR75",-5.06632899858858,-84.5700941891237,74.4374361919465,"12-24"
"212","FR90",4.10718951049475,-47.585425457986,55.7998044789755,"12-24"
"213","FR91",13.8082942772765,-29.9230492679011,57.5396378224541,"12-24"
"214","ALL",-0.821000276275932,-5.5204352300863,3.87843467753444,"12-24"
"215","ALL Over 10",-1.57810231585258,-6.52987353984137,3.37366890813622,"12-24"
"216","ALL Under 10",6.04469349515592,-8.86695226394026,20.9563392542521,"12-24"
"217","FR65",10.9401509400133,-66.0590995505067,87.9394014305333,"12-36"
"218","FR55",13.8389563805788,-122.643402971254,150.321315732412,"12-36"
"219","FR60",16.196131841394,-114.373158885425,146.765422568213,"12-36"
"220","FR66",-11.4124155722522,-55.0010607813775,32.1762296368731,"12-36"
"221","FR70",-12.3476022146911,-59.9609918826866,35.2657874533044,"12-36"
"222","FR54",33.7862121318477,-80.0513423544255,147.623766618121,"12-36"
"223","FR58",62.2738756672774,-37.5054733948352,162.05322472939,"12-36"
"224","FR59",9.12708889154882,-59.1128279308377,77.3670057139354,"12-36"
"225","FR61",-23.4801184680904,-93.806628998701,46.8463920625202,"12-36"
"226","FR62",18.9305029824107,-91.8884295953248,129.749435560146,"12-36"
"227","FR63",-0.873201648197352,-65.215062299531,63.4686590031363,"12-36"
"228","FR68",43.4309143460094,-34.4324780887991,121.294306780818,"12-36"
"229","FR69",13.9792393098489,-60.4499561632933,88.4084347829911,"12-36"
"230","FR17",1.06284229804947,-16.9958145282065,19.1214991243054,"12-36"
"231","FR21",-0.818887187411517,-67.2913526753146,65.6535783004916,"12-36"
"232","FR41",-10.1564488284949,-42.1439844077222,21.8310867507323,"12-36"
"233","FR51",-0.721649466843372,-57.8902571782951,56.4469582446083,"12-36"
"234","FR6",-18.409176643949,-243.345461074361,206.527107786463,"12-36"
"235","FR9",78.9120510802045,-77.4776088249968,235.301710985406,"12-36"
"236","FR11",-5.0346498590287,-26.6444664138684,16.575166695811,"12-36"
"237","FR12",26.3571944710886,-92.4876971244647,145.202086066642,"12-36"
"238","FR19",-2.1694203410446,-45.5008344249329,41.1619937428437,"12-36"
"239","FR22",5.20495440630241,-51.5508911543164,61.9607999669212,"12-36"
"240","FR23",-1.56858172303877,-54.7619025528116,51.6247391067341,"12-36"
"241","FR24",155.767620477631,-28.1869698522431,339.722210807505,"12-36"
"242","FR25",13.942862126254,-99.8596895830494,127.745413835557,"12-36"
"243","FR29",16.1746771964216,-43.8490837708677,76.1984381637109,"12-36"
"244","FR36",11.8580856203016,-79.9920090983521,103.708180338955,"12-36"
"245","FR47",-12.5824054842437,-90.5747993794565,65.4099884109691,"12-36"
"246","FR53",-19.8342074735587,-61.2262415365797,21.5578265894623,"12-36"
"247","FR1",-6.49270432301917,-44.1845575697134,31.199148923675,"12-36"
"248","FR2",1.98041052413573,-51.706756185513,55.6675772337845,"12-36"
"249","FR30",-5.34141877394102,-26.3697019066033,15.6868643587212,"12-36"
"250","FR43",27.6302911336075,-49.6145251917482,104.875107458963,"12-36"
"251","FR48",-104.922582045426,-216.269886993898,6.42472290304632,"12-36"
"252","FR49",-58.6348315796927,-120.713017174279,3.44335401489333,"12-36"
"253","FR15",-16.3063257489541,-155.79996032081,123.187308822902,"12-36"
"254","FR26",5.60373811419172,-57.4580670382999,68.6655432666833,"12-36"
"255","FR16",7.37739818954325,-93.6304019931296,108.385198372216,"12-36"
"256","FR18",-16.7877038348655,-81.887095774012,48.311688104281,"12-36"
"257","FR20",181.096108868552,130.853471436247,231.338746300857,"12-36"
"258","FR31",37.6871105267689,-111.106585562858,186.480806616396,"12-36"
"259","FR39",-5.54889375679304,-274.07550219786,262.977714684274,"12-36"
"260","FR44",52.7116326967477,-213.797376960934,319.22064235443,"12-36"
"261","FR5",408.997984376647,266.513962795718,551.482005957576,"12-36"
"262","FR87",40.4172864122816,-117.383848074113,198.218420898677,"12-36"
"263","FR84",1.25208996293544,-62.9904177604777,65.4945976863486,"12-36"
"264","FR88",43.5840106161912,-45.5264527770307,132.694474009413,"12-36"
"265","FR75",29.2580997635022,-66.642724907745,125.158924434749,"12-36"
"266","FR90",32.8333993538606,-37.1973302736028,102.864128981324,"12-36"
"267","FR91",16.5856482573595,-54.6606307079149,87.8319272226339,"12-36"
"268","ALL",4.01235220577333,-3.50387583466406,11.5285802462107,"12-36"
"269","ALL Over 10",3.4911920106057,-4.12856563652262,11.110949657734,"12-36"
"270","ALL Under 10",22.8010145444999,-22.950288760128,68.5523178491279,"12-36"
"271","FR65",6.45303336734937,-35.6972755842263,48.603342318925,"24-36"
"272","FR55",10.965542448104,-123.063098780245,144.994183676453,"24-36"
"273","FR60",8.99267979860999,-117.820384058685,135.805743655905,"24-36"
"274","FR66",-6.54501112252896,-35.3246024065947,22.2345801615367,"24-36"
"275","FR70",-8.48348413898345,-43.4850794586773,26.5181111807104,"24-36"
"276","FR54",37.3827211165529,-75.0972044381116,149.862646671217,"24-36"
"277","FR58",32.2708902844473,-25.5658201024619,90.1076006713565,"24-36"
"278","FR59",-0.290019995973289,-49.2040101407402,48.6239701487937,"24-36"
"279","FR61",-13.4168553394229,-56.1515934100955,29.3178827312497,"24-36"
"280","FR62",12.9684128533233,-37.4009348787067,63.3377605853533,"24-36"
"281","FR63",1.55999354295918,-47.8961705819138,51.0161576678321,"24-36"
"282","FR68",28.4111020391234,-26.0961560931418,82.9183601713886,"24-36"
"283","FR69",4.64449977128488,-38.3320795785867,47.6210791211565,"24-36"
"284","FR17",-1.82451702651167,-15.9036583528916,12.2546242998683,"24-36"
"285","FR21",-9.42799963214055,-58.9460593837938,40.0900601195127,"24-36"
"286","FR41",1.46519040095429,-21.7019555532222,24.6323363551308,"24-36"
"287","FR51",-2.34913909465297,-38.5414752238442,33.8431970345382,"24-36"
"288","FR6",-21.9024321483932,-222.029056057805,178.224191761018,"24-36"
"289","FR9",36.5076532606281,-83.332130663895,156.347437185151,"24-36"
"290","FR11",6.88511743519276,-10.7273303551648,24.4975652255503,"24-36"
"291","FR12",22.3036553291756,-94.4743675025226,139.081678160874,"24-36"
"292","FR19",0.243704916306112,-38.0820844225321,38.5694942551443,"24-36"
"293","FR22",2.33537895594897,-35.6849702549104,40.3557281668083,"24-36"
"294","FR23",-2.33048280582855,-35.8380547084588,31.1770890968017,"24-36"
"295","FR24",52.1918790922624,-63.6236825335464,168.007440718071,"24-36"
"296","FR25",10.4092382678645,-70.9495420843342,91.7680186200631,"24-36"
"297","FR29",9.35136095362862,-28.739064034645,47.4417859419022,"24-36"
"298","FR36",3.3210468971392,-68.899157075795,75.5412508700734,"24-36"
"299","FR47",-3.49885008377715,-38.2467177826625,31.2490176151082,"24-36"
"300","FR53",-13.1976788157381,-49.851030291202,23.4556726597258,"24-36"
"301","FR1",-4.77159917682347,-32.1350210994803,22.5918227458333,"24-36"
"302","FR2",2.99123214244029,-35.7097247999627,41.6921890848432,"24-36"
"303","FR30",-5.52844312842369,-18.7606888138002,7.70380255695281,"24-36"
"304","FR43",11.8538196684141,-21.0215384640325,44.7291778008607,"24-36"
"305","FR48",-18.7391961852348,-81.6694305011859,44.1910381307163,"24-36"
"306","FR49",-30.2114636877806,-80.2079996037444,19.7850722281832,"24-36"
"307","FR15",-10.7183143048162,-95.6800155530781,74.2433869434457,"24-36"
"308","FR26",4.81719369456107,-44.7738162315456,54.4082036206677,"24-36"
"309","FR16",4.0852284729285,-86.1313605816527,94.3018175275097,"24-36"
"310","FR18",-2.92120663637174,-44.3643741995634,38.5219609268199,"24-36"
"311","FR20",116.301908772297,87.56689493192,145.036922612674,"24-36"
"312","FR31",29.0054227680438,-94.0344498503422,152.04529538643,"24-36"
"313","FR39",-2.41426853609422,-193.652168700151,188.823631627963,"24-36"
"314","FR44",33.1719590270738,-158.274711209538,224.618629263686,"24-36"
"315","FR5",431.724425746575,326.485841719527,536.963009773623,"24-36"
"316","FR87",4.97440550233661,-57.1352695696398,67.084080574313,"24-36"
"317","FR84",2.79506598058136,-56.2758293732294,61.8659613343922,"24-36"
"318","FR88",12.1100801758834,-33.0989867869917,57.3191471387585,"24-36"
"319","FR75",30.8608390790489,-28.6889563392521,90.4106344973499,"24-36"
"320","FR90",24.9744032309822,-25.6868597168971,75.6356661788615,"24-36"
"321","FR91",2.26859574613162,-55.8701698130058,60.407361305269,"24-36"
"322","ALL",5.35493227131939,0.0924541241214252,10.6174104185173,"24-36"
"323","ALL Over 10",5.19131898489908,-0.164166201811899,10.5468041716101,"24-36"
"324","ALL Under 10",9.94313012119151,-18.4171559201512,38.3034161625343,"24-36"
