"hexid","month","observed","predicted"
"FR5",33,0,0.214104058443633
"FR5",34,2,0.40673468178454
"FR5",35,1,0.0599629987996109
"FR5",36,0,1.27772243206517
"FR77",-36,0,0.110203152681352
"FR77",-35,0,-0.0734606503748533
"FR77",-34,0,-0.108631052640224
"FR77",-33,0,-0.187976766547934
"FR77",-32,0,0.0694065173880076
"FR77",-31,0,-0.0437219984599544
"FR77",-30,0,0.125994635198149
"FR77",-29,0,-0.0282057865151392
"FR77",-28,0,0.205366077736478
"FR77",-27,0,0.0230158770196306
"FR77",-26,0,-0.222842808261743
"FR77",-25,0,-0.0561770590062308
"FR77",-24,0,-0.0121138194515724
"FR77",-23,0,0.00887148117232239
"FR77",-22,0,0.053919287041486
"FR77",-21,0,-0.0679355357985337
"FR77",-20,0,-0.190045199658045
"FR77",-19,0,0.110002027369876
"FR77",-18,0,0.171962973434232
"FR77",-17,0,0.0592526758973886
"FR77",-16,0,-0.256002620647129
"FR77",-15,0,0.0428649578584306
"FR77",-14,0,-0.15246562635969
"FR77",-13,0,-0.132752594831797
"FR77",-12,0,0.0478675663292132
"FR77",-11,0,0.291888512481883
"FR77",-10,0,-0.129068816605462
"FR77",-9,0,0.0736841712550143
"FR77",-8,0,0.0779334092644961
"FR77",-7,0,0.227097026208758
"FR77",-6,0,0.248722778906787
"FR77",-5,0,0.0915815280143638
"FR77",-4,0,-0.146027073881977
"FR77",-3,0,-0.210961495493488
"FR77",-2,0,-0.0212457507241164
"FR77",-1,0,0.156231255562767
"FR77",0,0,0.0267706151293674
"FR77",1,0,0.531780926217938
"FR77",2,0,0.704365634437975
"FR77",3,0,0.70775102767276
"FR77",4,1,0.696046302872528
"FR77",5,0,0.278616699725719
"FR77",6,0,0.437445443153081
"FR77",7,0,0.675150322471184
"FR77",8,0,0.237711033415466
"FR77",9,0,0.395674098327517
"FR77",10,0,0.397114532961894
"FR77",11,0,0.50164388062604
"FR77",12,0,0.354309881171397
"FR77",13,0,0.449867706762927
"FR77",14,0,0.28740892717115
"FR77",15,0,0.623471781799849
